caenorhabditis_elegans WBGene00016412
gorilla_gorilla ENSGGOG00000005088
pongo_abelii ENSPPYG00000010829
nomascus_leucogenys ENSNLEG00000027041
rhinopithecus_roxellana ENSRROG00000039447
rhinopithecus_bieti ENSRBIG00000031683
colobus_angolensis ENSCANG00000036635
macaca_nemestrina ENSMNEG00000033521
macaca_fascicularis ENSMFAG00000029490
macaca_mulatta ENSMMUG00000063622
cercocebus_atys ENSCATG00000042895
papio_anubis ENSPANG00000004889
theropithecus_gelada ENSTGEG00000011933
chlorocebus_sabaeus ENSCSAG00000013328
cebus_capucinus ENSCCAG00000028201
cebus_capucinus ENSCCAG00000033550
callithrix_jacchus ENSCJAG00000021090
saimiri_boliviensis ENSSBOG00000020407
aotus_nancymaae ENSANAG00000033577
piliocolobus_tephrosceles ENSPTEG00000022931
piliocolobus_tephrosceles ENSPTEG00000022637
piliocolobus_tephrosceles ENSPTEG00000022552
piliocolobus_tephrosceles ENSPTEG00000022860
aotus_nancymaae ENSANAG00000032079
carlito_syrichta ENSTSYG00000028150
tupaia_belangeri ENSTBEG00000004072
bos_taurus ENSBTAG00000000825
bos_indicus ENSBIXG00000019891
bos_indicus ENSBIXG00005016270
bos_mutus ENSBMUG00000020209
bison_bison ENSBBBG00000019255
capra_hircus ENSCHIG00000022599
ovis_aries ENSOARG00000015332
capra_hircus ENSCHIG00000001147
tursiops_truncatus ENSTTRG00000011959
sus_scrofa ENSSSCG00000007165
ailuropoda_melanoleuca ENSAMEG00000011078
ursus_americanus ENSUAMG00000007581
neovison_vison ENSNVIG00000019909
mustela_putorius ENSMPUG00000009018
canis_lupus ENSCAFG00000006438
canis_lupus ENSCAFG00020003198
vulpes_vulpes ENSVVUG00000025435
felis_catus ENSFCAG00000028185
panthera_pardus ENSPPRG00000004446
pteropus_vampyrus ENSPVAG00000006837
equus_caballus ENSECAG00000008620
equus_asinus ENSEASG00005013030
erinaceus_europaeus ENSEEUG00000013785
oryctolagus_cuniculus ENSOCUG00000012218
dasypus_novemcinctus ENSDNOG00000024910
procavia_capensis ENSPCAG00000008861
loxodonta_africana ENSLAFG00000007936
vombatus_ursinus ENSVURG00010019885
phascolarctos_cinereus ENSPCIG00000000516
monodelphis_domestica ENSMODG00000005409
sarcophilus_harrisii ENSSHAG00000001164
latimeria_chalumnae ENSLACG00000012161
oryzias_latipes ENSORLG00020008696
oryzias_latipes ENSORLG00015006028
oryzias_latipes ENSORLG00000022499
oryzias_melastigma ENSOMEG00000009374
gouania_willdenowi ENSGWIG00000016034
periophthalmus_magnuspinnatus ENSPMGG00000005875
hippocampus_comes ENSHCOG00000011405
tetraodon_nigroviridis ENSTNIG00000001213
takifugu_rubripes ENSTRUG00000017617
seriola_dumerili ENSSDUG00000003187
seriola_lalandi ENSSLDG00000009389
lates_calcarifer ENSLCAG00010013147
monopterus_albus ENSMALG00000002393
gasterosteus_aculeatus ENSGACG00000004920
anabas_testudineus ENSATEG00000018841
betta_splendens ENSBSLG00000013278
mastacembelus_armatus ENSMAMG00000000108
astatotilapia_calliptera ENSACLG00000014099
maylandia_zebra ENSMZEG00005014646
haplochromis_burtoni ENSHBUG00000010675
pundamilia_nyererei ENSPNYG00000018207
neolamprologus_brichardi ENSNBRG00000024142
oreochromis_niloticus ENSONIG00000012266
amphilophus_citrinellus ENSACIG00000004862
gambusia_affinis ENSGAFG00000017591
xiphophorus_maculatus ENSXMAG00000025028
poecilia_formosa ENSPFOG00000009251
poecilia_mexicana ENSPMEG00000015504
poecilia_latipinna ENSPLAG00000022482
poecilia_reticulata ENSPREG00000007165
fundulus_heteroclitus ENSFHEG00000005576
cyprinodon_variegatus ENSCVAG00000019048
amphiprion_percula ENSAPEG00000005553
amphiprion_ocellaris ENSAOCG00000020131
acanthochromis_polyacanthus ENSAPOG00000005118
stegastes_partitus ENSSPAG00000014577
scophthalmus_maximus ENSSMAG00000007897
cynoglossus_semilaevis ENSCSEG00000012756
mola_mola ENSMMOG00000021376
parambassis_ranga ENSPRNG00000023075
cottoperca_gobio ENSCGOG00000022970
labrus_bergylta ENSLBEG00000027491
kryptolebias_marmoratus ENSKMAG00000016658
gadus_morhua ENSGMOG00000015969
hucho_hucho ENSHHUG00000015406
esox_lucius ENSELUG00000002003
astyanax_mexicanus ENSAMXG00005007867
astyanax_mexicanus ENSAMXG00000010899
pygocentrus_nattereri ENSPNAG00000018408
ictalurus_punctatus ENSIPUG00000006044
electrophorus_electricus ENSEEEG00000014882
danio_rerio ENSDARG00000039719
clupea_harengus ENSCHAG00000012665
denticeps_clupeoides ENSDCDG00000030767
paramormyrops_kingsleyae ENSPKIG00000020131
scleropages_formosus ENSSFOG00015005009
lepisosteus_oculatus ENSLOCG00000002051
erpetoichthys_calabaricus ENSECRG00000015668
erpetoichthys_calabaricus ENSECRG00000007061
callorhinchus_milii ENSCMIG00000012352
