periophthalmus_magnuspinnatus ENSPMGG00000000426
rhinopithecus_roxellana ENSRROG00000021802
rhinopithecus_roxellana ENSRROG00000033371
colobus_angolensis_palliatus ENSCANG00000043711
piliocolobus_tephrosceles ENSPTEG00000035239
saimiri_boliviensis_boliviensis ENSSBOG00000020378
cebus_capucinus ENSCCAG00000026810
callithrix_jacchus ENSCJAG00000045698
tupaia_belangeri ENSTBEG00000006766
castor_canadensis ENSCCNG00000021223
dipodomys_ordii ENSDORG00000008214
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033496
mus_spicilegus ENSMSIG00000005596
mus_musculus ENSMUSG00000041837
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032357
mus_pahari MGP_PahariEiJ_G0015222
rattus_norvegicus ENSRNOG00000014340
meriones_unguiculatus ENSMUGG00000026072
cricetulus_griseus_chok1gshd ENSCGRG00001011256
cricetulus_griseus_crigri-picr ENSCGRG00015022057
cricetulus_griseus_crigri ENSCGRG00000004354
mesocricetus_auratus ENSMAUG00000010175
peromyscus_maniculatus_bairdii ENSPEMG00000001830
microtus_ochrogaster ENSMOCG00000007159
nannospalax_galili ENSNGAG00000018415
jaculus_jaculus ENSJJAG00000012031
chinchilla_lanigera ENSCLAG00000007922
octodon_degus ENSODEG00000016758
heterocephalus_glaber_female ENSHGLG00000005335
heterocephalus_glaber_male ENSHGLG00100011048
fukomys_damarensis ENSFDAG00000002568
ictidomys_tridecemlineatus ENSSTOG00000003742
urocitellus_parryii ENSUPAG00010000682
oryctolagus_cuniculus ENSOCUG00000007292
ochotona_princeps ENSOPRG00000010121
carlito_syrichta ENSTSYG00000026724
ailuropoda_melanoleuca ENSAMEG00000002794
mustela_putorius_furo ENSMPUG00000000523
canis_lupus_dingo ENSCAFG00020008800
canis_lupus_familiaris ENSCAFG00000032076
vulpes_vulpes ENSVVUG00000013851
felis_catus ENSFCAG00000040312
panthera_pardus ENSPPRG00000023540
equus_caballus ENSECAG00000026989
equus_asinus_asinus ENSEASG00005006486
pteropus_vampyrus ENSPVAG00000016335
bos_mutus ENSBMUG00000004785
bos_taurus ENSBTAG00000039658
bison_bison_bison ENSBBBG00000007861
capra_hircus ENSCHIG00000014756
tursiops_truncatus ENSTTRG00000004986
sus_scrofa ENSSSCG00000004926
choloepus_hoffmanni ENSCHOG00000007218
dasypus_novemcinctus ENSDNOG00000038231
loxodonta_africana ENSLAFG00000004977
procavia_capensis ENSPCAG00000009621
aotus_nancymaae ENSANAG00000020593
cavia_porcellus ENSCPOG00000012666
neovison_vison ENSNVIG00000017665
myotis_lucifugus ENSMLUG00000030414
echinops_telfairi ENSETEG00000005489
ornithorhynchus_anatinus ENSOANG00000032246
apteryx_haastii ENSAHAG00000002559
apteryx_rowi ENSARWG00000004175
dromaius_novaehollandiae ENSDNVG00000011169
nothoprocta_perdicaria ENSNPEG00000008185
gallus_gallus ENSGALG00000021027
coturnix_japonica ENSCJPG00005020752
meleagris_gallopavo ENSMGAG00000009532
numida_meleagris ENSNMEG00000023223
calidris_pygmaea ENSCPGG00000014443
melopsittacus_undulatus ENSMUNG00000008864
taeniopygia_guttata ENSTGUG00000009069
lonchura_striata_domestica ENSLSDG00000011497
serinus_canaria ENSSCAG00000010101
junco_hyemalis ENSJHYG00000013414
zonotrichia_albicollis ENSZALG00000005954
ficedula_albicollis ENSFALG00000010138
cyanistes_caeruleus ENSCCEG00000008523
parus_major ENSPMJG00000009809
lepidothrix_coronata ENSLCOG00000004916
manacus_vitellinus ENSMVIG00005010319
chrysemys_picta_bellii ENSCPBG00000019669
gopherus_agassizii ENSGAGG00000009132
pelodiscus_sinensis ENSPSIG00000013569
anolis_carolinensis ENSACAG00000004552
notechis_scutatus ENSNSUG00000002856
salvator_merianae ENSSMRG00000021603
sphenodon_punctatus ENSSPUG00000010062
latimeria_chalumnae ENSLACG00000017066
