notechis_scutatus ENSNSUG00000000326
myotis_lucifugus ENSMLUG00000004411
equus_caballus ENSECAG00000016999
erinaceus_europaeus ENSEEUG00000015098
ursus_maritimus ENSUMAG00000005766
ursus_americanus ENSUAMG00000025424
ailuropoda_melanoleuca ENSAMEG00000009296
mustela_putorius_furo ENSMPUG00000013853
neovison_vison ENSNVIG00000018619
canis_lupus_familiaris ENSCAFG00000029337
canis_lupus_dingo ENSCAFG00020023887
vulpes_vulpes ENSVVUG00000019635
panthera_tigris_altaica ENSPTIG00000019772
panthera_pardus ENSPPRG00000012009
felis_catus ENSFCAG00000028023
dasypus_novemcinctus ENSDNOG00000041435
choloepus_hoffmanni ENSCHOG00000012511
loxodonta_africana ENSLAFG00000003189
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021375
mus_spicilegus ENSMSIG00000021016
mus_musculus ENSMUSG00000022677
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020479
mus_pahari MGP_PahariEiJ_G0016185
rattus_norvegicus ENSRNOG00000053230
meriones_unguiculatus ENSMUGG00000022379
cricetulus_griseus_chok1gshd ENSCGRG00001020973
cricetulus_griseus_crigri ENSCGRG00000012450
cricetulus_griseus_crigri-picr ENSCGRG00015026659
mesocricetus_auratus ENSMAUG00000011902
peromyscus_maniculatus_bairdii ENSPEMG00000000813
microtus_ochrogaster ENSMOCG00000002426
jaculus_jaculus ENSJJAG00000015288
jaculus_jaculus ENSJJAG00000021949
castor_canadensis ENSCCNG00000023893
chinchilla_lanigera ENSCLAG00000014435
cavia_porcellus ENSCPOG00000035214
heterocephalus_glaber_male ENSHGLG00100007097
heterocephalus_glaber_female ENSHGLG00000008683
ictidomys_tridecemlineatus ENSSTOG00000004940
marmota_marmota_marmota ENSMMMG00000020101
urocitellus_parryii ENSUPAG00010022640
spermophilus_dauricus ENSSDAG00000002537
cavia_aperea ENSCAPG00000005537
fukomys_damarensis ENSFDAG00000011361
octodon_degus ENSODEG00000002999
nannospalax_galili ENSNGAG00000014113
pan_paniscus ENSPPAG00000027766
oryctolagus_cuniculus ENSOCUG00000013477
ochotona_princeps ENSOPRG00000011003
sorex_araneus ENSSARG00000007733
notamacropus_eugenii ENSMEUG00000004853
phascolarctos_cinereus ENSPCIG00000016944
sarcophilus_harrisii ENSSHAG00000004013
monodelphis_domestica ENSMODG00000004204
ornithorhynchus_anatinus ENSOANG00000005132
scophthalmus_maximus ENSSMAG00000007393
cynoglossus_semilaevis ENSCSEG00000011561
tetraodon_nigroviridis ENSTNIG00000012066
takifugu_rubripes ENSTRUG00000011503
gasterosteus_aculeatus ENSGACG00000019170
mola_mola ENSMMOG00000007463
labrus_bergylta ENSLBEG00000026945
monopterus_albus ENSMALG00000003029
mastacembelus_armatus ENSMAMG00000008704
anabas_testudineus ENSATEG00000021566
seriola_dumerili ENSSDUG00000020709
seriola_lalandi_dorsalis ENSSLDG00000009070
periophthalmus_magnuspinnatus ENSPMGG00000007429
xiphophorus_couchianus ENSXCOG00000012269
xiphophorus_maculatus ENSXMAG00000004925
gambusia_affinis ENSGAFG00000013241
poecilia_latipinna ENSPLAG00000006785
poecilia_formosa ENSPFOG00000010694
poecilia_mexicana ENSPMEG00000016959
poecilia_reticulata ENSPREG00000000498
fundulus_heteroclitus ENSFHEG00000015985
cyprinodon_variegatus ENSCVAG00000019763
kryptolebias_marmoratus ENSKMAG00000021545
oryzias_latipes ENSORLG00020021898
oryzias_latipes_asm223469v1 ENSORLG00015022666
oryzias_latipes ENSORLG00000013435
oryzias_melastigma ENSOMEG00000009851
amphiprion_ocellaris ENSAOCG00000004656
amphiprion_percula ENSAPEG00000018631
acanthochromis_polyacanthus ENSAPOG00000016925
stegastes_partitus ENSSPAG00000016845
maylandia_zebra ENSMZEG00005009730
astatotilapia_calliptera ENSACLG00000016421
pundamilia_nyererei ENSPNYG00000005271
haplochromis_burtoni ENSHBUG00000020987
neolamprologus_brichardi ENSNBRG00000020505
amphilophus_citrinellus ENSACIG00000018432
hippocampus_comes ENSHCOG00000000468
gadus_morhua ENSGMOG00000005732
esox_lucius ENSELUG00000003859
pygocentrus_nattereri ENSPNAG00000008628
astyanax_mexicanus ENSAMXG00000031287
ictalurus_punctatus ENSIPUG00000004623
danio_rerio ENSDARG00000071198
scleropages_formosus ENSSFOG00015010885
paramormyrops_kingsleyae ENSPKIG00000010838
lepisosteus_oculatus ENSLOCG00000007248
eptatretus_burgeri ENSEBUG00000013616
petromyzon_marinus ENSPMAG00000000904
