tetraodon_nigroviridis ENSTNIG00000019205
pogona_vitticeps ENSPVIG00000015848
salvator_merianae ENSSMRG00000004111
notechis_scutatus ENSNSUG00000016915
sphenodon_punctatus ENSSPUG00000018173
chrysemys_picta ENSCPBG00000025900
chelonoidis_abingdonii ENSCABG00000001658
gopherus_agassizii ENSGAGG00000015542
xenopus_tropicalis ENSXETG00000011535
danio_rerio ENSDARG00000073944
caenorhabditis_elegans WBGene00022518
drosophila_melanogaster FBgn0004607
