salvator_merianae ENSSMRG00000013938
ovis_aries ENSOARG00000019150
bison_bison_bison ENSBBBG00000007865
bos_mutus ENSBMUG00000010403
bos_taurus ENSBTAG00000007430
tursiops_truncatus ENSTTRG00000000604
sus_scrofa ENSSSCG00000017882
ursus_americanus ENSUAMG00000023690
ursus_maritimus ENSUMAG00000012981
ailuropoda_melanoleuca ENSAMEG00000007250
mustela_putorius_furo ENSMPUG00000011401
neovison_vison ENSNVIG00000017714
canis_lupus_dingo ENSCAFG00020016110
canis_lupus_familiaris ENSCAFG00000015266
vulpes_vulpes ENSVVUG00000027218
panthera_pardus ENSPPRG00000022791
panthera_tigris_altaica ENSPTIG00000010742
felis_catus ENSFCAG00000002272
erinaceus_europaeus ENSEEUG00000008195
sorex_araneus ENSSARG00000011788
dasypus_novemcinctus ENSDNOG00000048809
loxodonta_africana ENSLAFG00000005053
procavia_capensis ENSPCAG00000014516
echinops_telfairi ENSETEG00000016631
ornithorhynchus_anatinus ENSOANG00000005329
latimeria_chalumnae ENSLACG00000018615
amphiprion_ocellaris ENSAOCG00000008548
amphiprion_percula ENSAPEG00000021477
acanthochromis_polyacanthus ENSAPOG00000000974
stegastes_partitus ENSSPAG00000022453
maylandia_zebra ENSMZEG00005009959
haplochromis_burtoni ENSHBUG00000019328
pundamilia_nyererei ENSPNYG00000009002
neolamprologus_brichardi ENSNBRG00000009979
oreochromis_niloticus ENSONIG00000017370
astatotilapia_calliptera ENSACLG00000016878
amphilophus_citrinellus ENSACIG00000015865
mastacembelus_armatus ENSMAMG00000019847
monopterus_albus ENSMALG00000009523
anabas_testudineus ENSATEG00000022367
scophthalmus_maximus ENSSMAG00000008179
cynoglossus_semilaevis ENSCSEG00000019839
seriola_dumerili ENSSDUG00000002189
seriola_lalandi_dorsalis ENSSLDG00000015185
labrus_bergylta ENSLBEG00000008013
gasterosteus_aculeatus ENSGACG00000020754
takifugu_rubripes ENSTRUG00000008378
tetraodon_nigroviridis ENSTNIG00000007650
mola_mola ENSMMOG00000014776
fundulus_heteroclitus ENSFHEG00000020943
cyprinodon_variegatus ENSCVAG00000015154
xiphophorus_maculatus ENSXMAG00000024131
xiphophorus_couchianus ENSXCOG00000007866
gambusia_affinis ENSGAFG00000014840
poecilia_formosa ENSPFOG00000001514
poecilia_formosa ENSPFOG00000001774
poecilia_mexicana ENSPMEG00000003256
poecilia_latipinna ENSPLAG00000003474
poecilia_reticulata ENSPREG00000016920
kryptolebias_marmoratus ENSKMAG00000019392
oryzias_latipes ENSORLG00020010809
oryzias_latipes_asm223469v1 ENSORLG00015017473
oryzias_latipes ENSORLG00000014339
oryzias_melastigma ENSOMEG00000002701
hippocampus_comes ENSHCOG00000002264
periophthalmus_magnuspinnatus ENSPMGG00000018568
gadus_morhua ENSGMOG00000013262
esox_lucius ENSELUG00000014431
astyanax_mexicanus ENSAMXG00000040120
astyanax_mexicanus ENSAMXG00000040099
pygocentrus_nattereri ENSPNAG00000010961
ictalurus_punctatus ENSIPUG00000023590
danio_rerio ENSDARG00000078214
paramormyrops_kingsleyae ENSPKIG00000015572
scleropages_formosus ENSSFOG00015008056
lepisosteus_oculatus ENSLOCG00000006996
petromyzon_marinus ENSPMAG00000001698
eptatretus_burgeri ENSEBUG00000016518
ciona_savignyi ENSCSAVG00000007392
ciona_intestinalis ENSCING00000008849
saccharomyces_cerevisiae YEL055C
