monodelphis_domestica ENSMODG00000015906
oreochromis_niloticus ENSONIG00000016605
amphilophus_citrinellus ENSACIG00000016698
poecilia_latipinna ENSPLAG00000019115
poecilia_reticulata ENSPREG00000021549
poecilia_formosa ENSPFOG00000020277
poecilia_mexicana ENSPMEG00000023008
poecilia_mexicana ENSPMEG00000018843
xiphophorus_couchianus ENSXCOG00000015373
xiphophorus_maculatus ENSXMAG00000027375
gambusia_affinis ENSGAFG00000019950
fundulus_heteroclitus ENSFHEG00000007633
kryptolebias_marmoratus ENSKMAG00000003452
seriola_lalandi_dorsalis ENSSLDG00000017141
seriola_dumerili ENSSDUG00000003957
labrus_bergylta ENSLBEG00000011356
mastacembelus_armatus ENSMAMG00000004500
monopterus_albus ENSMALG00000002165
anabas_testudineus ENSATEG00000024371
cynoglossus_semilaevis ENSCSEG00000017355
scophthalmus_maximus ENSSMAG00000019647
periophthalmus_magnuspinnatus ENSPMGG00000006438
gadus_morhua ENSGMOG00000006749
esox_lucius ENSELUG00000004757
pygocentrus_nattereri ENSPNAG00000022225
astyanax_mexicanus ENSAMXG00000038725
ictalurus_punctatus ENSIPUG00000022791
danio_rerio ENSDARG00000052535
paramormyrops_kingsleyae ENSPKIG00000008174
scleropages_formosus ENSSFOG00015020582
lepisosteus_oculatus ENSLOCG00000002149
ciona_intestinalis ENSCING00000020718
