xiphophorus_maculatus ENSXMAG00000022616
peromyscus_maniculatus_bairdii ENSPEMG00000016897
cricetulus_griseus_chok1gshd ENSCGRG00001013021
cricetulus_griseus_crigri ENSCGRG00000006414
cricetulus_griseus_crigri-picr ENSCGRG00015023039
mesocricetus_auratus ENSMAUG00000010387
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031663
mus_spicilegus ENSMSIG00000006603
mus_musculus ENSMUSG00000030847
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030549
mus_pahari MGP_PahariEiJ_G0013756
rattus_norvegicus ENSRNOG00000020298
meriones_unguiculatus ENSMUGG00000013445
nannospalax_galili ENSNGAG00000018737
jaculus_jaculus ENSJJAG00000013499
chinchilla_lanigera ENSCLAG00000001524
octodon_degus ENSODEG00000017665
cavia_porcellus ENSCPOG00000007549
cavia_aperea ENSCAPG00000009581
heterocephalus_glaber_female ENSHGLG00000013505
heterocephalus_glaber_male ENSHGLG00100005335
fukomys_damarensis ENSFDAG00000010472
oryctolagus_cuniculus ENSOCUG00000011696
ochotona_princeps ENSOPRG00000016944
equus_asinus_asinus ENSEASG00005014448
equus_caballus ENSECAG00000005267
erinaceus_europaeus ENSEEUG00000002541
sorex_araneus ENSSARG00000013931
pteropus_vampyrus ENSPVAG00000009257
myotis_lucifugus ENSMLUG00000008843
ursus_americanus ENSUAMG00000009522
ursus_maritimus ENSUMAG00000003213
ailuropoda_melanoleuca ENSAMEG00000010175
neovison_vison ENSNVIG00000005182
mustela_putorius_furo ENSMPUG00000003057
canis_lupus_dingo ENSCAFG00020013893
canis_lupus_familiaris ENSCAFG00000012199
vulpes_vulpes ENSVVUG00000011045
panthera_pardus ENSPPRG00000002763
panthera_tigris_altaica ENSPTIG00000009763
felis_catus ENSFCAG00000023182
bos_taurus ENSBTAG00000013641
bos_mutus ENSBMUG00000007347
bison_bison_bison ENSBBBG00000010215
capra_hircus ENSCHIG00000019195
ovis_aries ENSOARG00000003029
tursiops_truncatus ENSTTRG00000016925
vicugna_pacos ENSVPAG00000000895
sus_scrofa ENSSSCG00000010686
ornithorhynchus_anatinus ENSOANG00000009317
xenopus_tropicalis ENSXETG00000010233
latimeria_chalumnae ENSLACG00000011309
