denticeps_clupeoides ENSDCDG00000021509
cavia_aperea ENSCAPG00000011837
heterocephalus_glaber ENSHGLG00100016149
heterocephalus_glaber ENSHGLG00000011713
fukomys_damarensis ENSFDAG00000013819
castor_canadensis ENSCCNG00000008982
dipodomys_ordii ENSDORG00000015941
mus_musculus ENSMUSG00000066441
mus_spicilegus ENSMSIG00000015246
mus_spretus MGP_SPRETEiJ_G0018734
mus_caroli MGP_CAROLIEiJ_G0017889
mus_pahari MGP_PahariEiJ_G0029645
rattus_norvegicus ENSRNOG00000054770
meriones_unguiculatus ENSMUGG00000007748
cricetulus_griseus ENSCGRG00001020500
cricetulus_griseus ENSCGRG00000012995
cricetulus_griseus ENSCGRG00015027996
mesocricetus_auratus ENSMAUG00000016893
microtus_ochrogaster ENSMOCG00000017818
peromyscus_maniculatus ENSPEMG00000007902
nannospalax_galili ENSNGAG00000017024
jaculus_jaculus ENSJJAG00000017661
oryctolagus_cuniculus ENSOCUG00000000590
ochotona_princeps ENSOPRG00000004652
pan_paniscus ENSPPAG00000037089
pan_troglodytes ENSPTRG00000006469
homo_sapiens ENSG00000072042
gorilla_gorilla ENSGGOG00000005624
pongo_abelii ENSPPYG00000005928
homo_sapiens ENSG00000258466
nomascus_leucogenys ENSNLEG00000000821
rhinopithecus_roxellana ENSRROG00000043419
rhinopithecus_bieti ENSRBIG00000044897
piliocolobus_tephrosceles ENSPTEG00000034647
colobus_angolensis ENSCANG00000033523
theropithecus_gelada ENSTGEG00000018611
papio_anubis ENSPANG00000013442
cercocebus_atys ENSCATG00000044096
mandrillus_leucophaeus ENSMLEG00000037880
macaca_nemestrina ENSMNEG00000043413
macaca_fascicularis ENSMFAG00000038564
macaca_mulatta ENSMMUG00000015868
chlorocebus_sabaeus ENSCSAG00000013261
saimiri_boliviensis ENSSBOG00000025488
cebus_capucinus ENSCCAG00000027074
callithrix_jacchus ENSCJAG00000015232
aotus_nancymaae ENSANAG00000037974
carlito_syrichta ENSTSYG00000007703
propithecus_coquereli ENSPCOG00000000069
prolemur_simus ENSPSMG00000011747
microcebus_murinus ENSMICG00000010848
otolemur_garnettii ENSOGAG00000010876
loxodonta_africana ENSLAFG00000015081
procavia_capensis ENSPCAG00000009326
echinops_telfairi ENSETEG00000006102
choloepus_hoffmanni ENSCHOG00000005178
dasypus_novemcinctus ENSDNOG00000042867
ornithorhynchus_anatinus ENSOANG00000029764
amphiprion_ocellaris ENSAOCG00000024540
amphiprion_percula ENSAPEG00000013690
acanthochromis_polyacanthus ENSAPOG00000007151
stegastes_partitus ENSSPAG00000004416
betta_splendens ENSBSLG00000025325
mola_mola ENSMMOG00000005831
cottoperca_gobio ENSCGOG00000015360
larimichthys_crocea ENSLCRG00005016952
mastacembelus_armatus ENSMAMG00000018550
anabas_testudineus ENSATEG00000000955
scophthalmus_maximus ENSSMAG00000008246
seriola_lalandi ENSSLDG00000024339
seriola_dumerili ENSSDUG00000013971
lates_calcarifer ENSLCAG00010021107
monopterus_albus ENSMALG00000013632
kryptolebias_marmoratus ENSKMAG00000021258
labrus_bergylta ENSLBEG00000001914
gasterosteus_aculeatus ENSGACG00000006618
takifugu_rubripes ENSTRUG00000006006
parambassis_ranga ENSPRNG00000004206
gouania_willdenowi ENSGWIG00000025459
haplochromis_burtoni ENSHBUG00000013610
astatotilapia_calliptera ENSACLG00000019581
maylandia_zebra ENSMZEG00005010416
pundamilia_nyererei ENSPNYG00000018740
oreochromis_niloticus ENSONIG00000004241
neolamprologus_brichardi ENSNBRG00000002806
amphilophus_citrinellus ENSACIG00000000224
xiphophorus_maculatus ENSXMAG00000025732
gambusia_affinis ENSGAFG00000011488
poecilia_mexicana ENSPMEG00000018328
poecilia_latipinna ENSPLAG00000018870
poecilia_formosa ENSPFOG00000004166
poecilia_reticulata ENSPREG00000012474
cyprinodon_variegatus ENSCVAG00000016962
oryzias_latipes ENSORLG00000026135
oryzias_latipes ENSORLG00020002957
oryzias_latipes ENSORLG00015004054
oryzias_melastigma ENSOMEG00000023530
cynoglossus_semilaevis ENSCSEG00000012746
periophthalmus_magnuspinnatus ENSPMGG00000005968
hippocampus_comes ENSHCOG00000008455
esox_lucius ENSELUG00000008429
hucho_hucho ENSHHUG00000001858
latimeria_chalumnae ENSLACG00000017777
callorhinchus_milii ENSCMIG00000009703
