gasterosteus_aculeatus ENSGACG00000020547
callithrix_jacchus ENSCJAG00000021617
saimiri_boliviensis_boliviensis ENSSBOG00000035529
cebus_capucinus ENSCCAG00000017801
aotus_nancymaae ENSANAG00000012027
rhinopithecus_bieti ENSRBIG00000042429
rhinopithecus_roxellana ENSRROG00000038443
colobus_angolensis_palliatus ENSCANG00000021204
piliocolobus_tephrosceles ENSPTEG00000020214
cercocebus_atys ENSCATG00000030048
mandrillus_leucophaeus ENSMLEG00000031542
papio_anubis ENSPANG00000020217
theropithecus_gelada ENSTGEG00000021075
macaca_mulatta ENSMMUG00000005572
macaca_nemestrina ENSMNEG00000043933
macaca_fascicularis ENSMFAG00000032586
chlorocebus_sabaeus ENSCSAG00000017950
pan_troglodytes ENSPTRG00000005757
pan_paniscus ENSPPAG00000033826
homo_sapiens ENSG00000132965
gorilla_gorilla ENSGGOG00000013859
pongo_abelii ENSPPYG00000005255
nomascus_leucogenys ENSNLEG00000029333
carlito_syrichta ENSTSYG00000028885
tupaia_belangeri ENSTBEG00000013644
sorex_araneus ENSSARG00000000102
erinaceus_europaeus ENSEEUG00000001046
myotis_lucifugus ENSMLUG00000006023
pteropus_vampyrus ENSPVAG00000006157
equus_asinus_asinus ENSEASG00005022395
ailuropoda_melanoleuca ENSAMEG00000008854
ursus_americanus ENSUAMG00000020251
neovison_vison ENSNVIG00000022482
mustela_putorius_furo ENSMPUG00000004556
canis_lupus_dingo ENSCAFG00020025114
canis_lupus_familiaris ENSCAFG00000006585
panthera_pardus ENSPPRG00000000293
panthera_tigris_altaica ENSPTIG00000019272
felis_catus ENSFCAG00000037195
capra_hircus ENSCHIG00000020532
ovis_aries ENSOARG00000011856
bos_mutus ENSBMUG00000022869
bos_taurus ENSBTAG00000013201
bison_bison_bison ENSBBBG00000012890
tursiops_truncatus ENSTTRG00000011145
sus_scrofa ENSSSCG00000009330
vicugna_pacos ENSVPAG00000004458
choloepus_hoffmanni ENSCHOG00000005819
vulpes_vulpes ENSVVUG00000009718
ursus_maritimus ENSUMAG00000017201
equus_caballus ENSECAG00000012371
dasypus_novemcinctus ENSDNOG00000047673
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028051
loxodonta_africana ENSLAFG00000018481
echinops_telfairi ENSETEG00000011549
procavia_capensis ENSPCAG00000015974
notamacropus_eugenii ENSMEUG00000015378
phascolarctos_cinereus ENSPCIG00000019847
sarcophilus_harrisii ENSSHAG00000015184
monodelphis_domestica ENSMODG00000009265
ornithorhynchus_anatinus ENSOANG00000015469
xenopus_tropicalis ENSXETG00000026001
eptatretus_burgeri ENSEBUG00000008877
