ailuropoda_melanoleuca ENSAMEG00000003790
xiphophorus_maculatus ENSXMAG00000022991
xiphophorus_couchianus ENSXCOG00000002435
gambusia_affinis ENSGAFG00000011055
kryptolebias_marmoratus ENSKMAG00000011609
oryzias_latipes ENSORLG00020013080
oryzias_latipes ENSORLG00000016490
oryzias_latipes_asm223469v1 ENSORLG00015013118
oryzias_melastigma ENSOMEG00000023713
periophthalmus_magnuspinnatus ENSPMGG00000014167
hippocampus_comes ENSHCOG00000013464
gadus_morhua ENSGMOG00000010437
esox_lucius ENSELUG00000005761
pygocentrus_nattereri ENSPNAG00000022692
astyanax_mexicanus ENSAMXG00000034994
ictalurus_punctatus ENSIPUG00000014932
danio_rerio ENSDARG00000009436
paramormyrops_kingsleyae ENSPKIG00000011801
scleropages_formosus ENSSFOG00015024213
lepisosteus_oculatus ENSLOCG00000009799
petromyzon_marinus ENSPMAG00000005797
eptatretus_burgeri ENSEBUG00000004932
ciona_savignyi ENSCSAVG00000004409
ciona_intestinalis ENSCING00000003348
saccharomyces_cerevisiae YDR330W
