homo_sapiens ENSG00000137968
ochotona_princeps ENSOPRG00000014152
bos_mutus ENSBMUG00000015959
bos_taurus ENSBTAG00000001326
bison_bison_bison ENSBBBG00000013634
ovis_aries ENSOARG00000012612
capra_hircus ENSCHIG00000026769
tursiops_truncatus ENSTTRG00000015077
sus_scrofa ENSSSCG00000003777
vicugna_pacos ENSVPAG00000001411
pteropus_vampyrus ENSPVAG00000001706
myotis_lucifugus ENSMLUG00000001758
ursus_americanus ENSUAMG00000010773
ursus_maritimus ENSUMAG00000006391
ailuropoda_melanoleuca ENSAMEG00000003492
mustela_putorius_furo ENSMPUG00000010951
neovison_vison ENSNVIG00000010403
canis_lupus_familiaris ENSCAFG00000020400
canis_lupus_dingo ENSCAFG00020017085
vulpes_vulpes ENSVVUG00000006789
panthera_pardus ENSPPRG00000009619
panthera_tigris_altaica ENSPTIG00000013396
felis_catus ENSFCAG00000003245
equus_caballus ENSECAG00000022156
equus_asinus_asinus ENSEASG00005006854
erinaceus_europaeus ENSEEUG00000003566
sorex_araneus ENSSARG00000005104
loxodonta_africana ENSLAFG00000015047
echinops_telfairi ENSETEG00000001795
choloepus_hoffmanni ENSCHOG00000001928
dasypus_novemcinctus ENSDNOG00000002581
phascolarctos_cinereus ENSPCIG00000007763
notamacropus_eugenii ENSMEUG00000013143
sarcophilus_harrisii ENSSHAG00000004706
monodelphis_domestica ENSMODG00000019086
ornithorhynchus_anatinus ENSOANG00000020242
ornithorhynchus_anatinus ENSOANG00000032089
pogona_vitticeps ENSPVIG00000002700
anolis_carolinensis ENSACAG00000011234
notechis_scutatus ENSNSUG00000007610
salvator_merianae ENSSMRG00000020166
sphenodon_punctatus ENSSPUG00000007915
anser_brachyrhynchus ENSABRG00000017451
anas_platyrhynchos_platyrhynchos ENSAPLG00000013016
meleagris_gallopavo ENSMGAG00000012156
coturnix_japonica ENSCJPG00005014538
gallus_gallus ENSGALG00000011379
numida_meleagris ENSNMEG00000010953
taeniopygia_guttata ENSTGUG00000010420
lonchura_striata_domestica ENSLSDG00000016576
serinus_canaria ENSSCAG00000008375
zonotrichia_albicollis ENSZALG00000011501
junco_hyemalis ENSJHYG00000010532
ficedula_albicollis ENSFALG00000001184
cyanistes_caeruleus ENSCCEG00000005352
parus_major ENSPMJG00000013075
lepidothrix_coronata ENSLCOG00000003798
manacus_vitellinus ENSMVIG00005005713
melopsittacus_undulatus ENSMUNG00000012305
calidris_pygmaea ENSCPGG00000013201
calidris_pugnax ENSCPUG00000015075
apteryx_owenii ENSAOWG00000013919
apteryx_rowi ENSARWG00000011307
apteryx_haastii ENSAHAG00000018710
dromaius_novaehollandiae ENSDNVG00000012351
nothoprocta_perdicaria ENSNPEG00000002832
crocodylus_porosus ENSCPRG00005012997
pelodiscus_sinensis ENSPSIG00000008664
pelodiscus_sinensis ENSPSIG00000009240
chelonoidis_abingdonii ENSCABG00000000461
gopherus_agassizii ENSGAGG00000004309
chrysemys_picta_bellii ENSCPBG00000017042
xenopus_tropicalis ENSXETG00000002987
latimeria_chalumnae ENSLACG00000009680
gasterosteus_aculeatus ENSGACG00000011985
cynoglossus_semilaevis ENSCSEG00000014391
xiphophorus_maculatus ENSXMAG00000013143
xiphophorus_couchianus ENSXCOG00000009981
gambusia_affinis ENSGAFG00000000802
poecilia_formosa ENSPFOG00000018107
poecilia_latipinna ENSPLAG00000017501
poecilia_mexicana ENSPMEG00000020358
poecilia_reticulata ENSPREG00000010302
fundulus_heteroclitus ENSFHEG00000001551
cyprinodon_variegatus ENSCVAG00000003405
kryptolebias_marmoratus ENSKMAG00000001808
oryzias_latipes ENSORLG00000004018
oryzias_latipes_asm223469v1 ENSORLG00015022667
oryzias_latipes ENSORLG00020004425
oryzias_melastigma ENSOMEG00000005245
seriola_lalandi_dorsalis ENSSLDG00000016821
seriola_dumerili ENSSDUG00000006875
scophthalmus_maximus ENSSMAG00000007456
mastacembelus_armatus ENSMAMG00000001440
anabas_testudineus ENSATEG00000003319
monopterus_albus ENSMALG00000018473
takifugu_rubripes ENSTRUG00000017615
tetraodon_nigroviridis ENSTNIG00000010701
mola_mola ENSMMOG00000000109
labrus_bergylta ENSLBEG00000018271
amphiprion_percula ENSAPEG00000004996
amphiprion_ocellaris ENSAOCG00000009519
acanthochromis_polyacanthus ENSAPOG00000008856
stegastes_partitus ENSSPAG00000018851
maylandia_zebra ENSMZEG00005006433
astatotilapia_calliptera ENSACLG00000024195
haplochromis_burtoni ENSHBUG00000007250
pundamilia_nyererei ENSPNYG00000006449
oreochromis_niloticus ENSONIG00000002054
amphilophus_citrinellus ENSACIG00000012760
hippocampus_comes ENSHCOG00000018587
gadus_morhua ENSGMOG00000018324
esox_lucius ENSELUG00000015960
pygocentrus_nattereri ENSPNAG00000028252
astyanax_mexicanus ENSAMXG00000013985
ictalurus_punctatus ENSIPUG00000002235
danio_rerio ENSDARG00000057419
scleropages_formosus ENSSFOG00015021889
paramormyrops_kingsleyae ENSPKIG00000009709
pygocentrus_nattereri ENSPNAG00000028521
astyanax_mexicanus ENSAMXG00000032470
ictalurus_punctatus ENSIPUG00000012833
danio_rerio ENSDARG00000017398
periophthalmus_magnuspinnatus ENSPMGG00000016667
periophthalmus_magnuspinnatus ENSPMGG00000016664
periophthalmus_magnuspinnatus ENSPMGG00000016893
hippocampus_comes ENSHCOG00000012004
seriola_dumerili ENSSDUG00000004180
seriola_lalandi_dorsalis ENSSLDG00000009338
scophthalmus_maximus ENSSMAG00000020064
monopterus_albus ENSMALG00000013753
anabas_testudineus ENSATEG00000006198
amphiprion_percula ENSAPEG00000020699
amphiprion_ocellaris ENSAOCG00000013687
acanthochromis_polyacanthus ENSAPOG00000003890
stegastes_partitus ENSSPAG00000000113
gasterosteus_aculeatus ENSGACG00000014747
labrus_bergylta ENSLBEG00000014212
takifugu_rubripes ENSTRUG00000020390
tetraodon_nigroviridis ENSTNIG00000018140
gadus_morhua ENSGMOG00000018990
esox_lucius ENSELUG00000001762
lepisosteus_oculatus ENSLOCG00000003464
eptatretus_burgeri ENSEBUG00000004084
eptatretus_burgeri ENSEBUG00000006733
ciona_intestinalis ENSCING00000005630
