ovis_aries ENSOARG00000015849
spermophilus_dauricus ENSSDAG00000018149
urocitellus_parryii ENSUPAG00010019275
marmota_marmota_marmota ENSMMMG00000010588
marmota_marmota_marmota ENSMMMG00000020461
marmota_marmota_marmota ENSMMMG00000022859
ictidomys_tridecemlineatus ENSSTOG00000026544
urocitellus_parryii ENSUPAG00010007046
spermophilus_dauricus ENSSDAG00000006015
castor_canadensis ENSCCNG00000018093
dipodomys_ordii ENSDORG00000015571
carlito_syrichta ENSTSYG00000006370
carlito_syrichta ENSTSYG00000036466
microcebus_murinus ENSMICG00000035189
microcebus_murinus ENSMICG00000036541
microcebus_murinus ENSMICG00000032596
prolemur_simus ENSPSMG00000012869
propithecus_coquereli ENSPCOG00000018896
propithecus_coquereli ENSPCOG00000014986
propithecus_coquereli ENSPCOG00000025008
prolemur_simus ENSPSMG00000000585
otolemur_garnettii ENSOGAG00000025600
otolemur_garnettii ENSOGAG00000025686
otolemur_garnettii ENSOGAG00000027617
otolemur_garnettii ENSOGAG00000034004
otolemur_garnettii ENSOGAG00000024156
otolemur_garnettii ENSOGAG00000026395
oryctolagus_cuniculus ENSOCUG00000010928
homo_sapiens ENSG00000198015
pongo_abelii ENSPPYG00000004833
mandrillus_leucophaeus ENSMLEG00000038104
chlorocebus_sabaeus ENSCSAG00000003706
piliocolobus_tephrosceles ENSPTEG00000030784
rhinopithecus_bieti ENSRBIG00000011046
saimiri_boliviensis_boliviensis ENSSBOG00000025086
saimiri_boliviensis_boliviensis ENSSBOG00000009656
callithrix_jacchus ENSCJAG00000046971
aotus_nancymaae ENSANAG00000036083
pan_paniscus ENSPPAG00000038254
pan_troglodytes ENSPTRG00000022791
gorilla_gorilla ENSGGOG00000022760
nomascus_leucogenys ENSNLEG00000005699
cercocebus_atys ENSCATG00000037616
papio_anubis ENSPANG00000030179
macaca_mulatta ENSMMUG00000016805
macaca_nemestrina ENSMNEG00000028853
macaca_fascicularis ENSMFAG00000032330
theropithecus_gelada ENSTGEG00000001801
colobus_angolensis_palliatus ENSCANG00000033457
piliocolobus_tephrosceles ENSPTEG00000038509
rhinopithecus_bieti ENSRBIG00000044361
rhinopithecus_roxellana ENSRROG00000033949
aotus_nancymaae ENSANAG00000036935
aotus_nancymaae ENSANAG00000000692
cebus_capucinus ENSCCAG00000031179
cebus_capucinus ENSCCAG00000029290
cebus_capucinus ENSCCAG00000032203
aotus_nancymaae ENSANAG00000033101
sus_scrofa ENSSSCG00000036897
dasypus_novemcinctus ENSDNOG00000032710
dasypus_novemcinctus ENSDNOG00000049701
bos_mutus ENSBMUG00000000155
bos_mutus ENSBMUG00000010862
bos_taurus ENSBTAG00000052971
bison_bison_bison ENSBBBG00000000206
tursiops_truncatus ENSTTRG00000003312
vicugna_pacos ENSVPAG00000007658
panthera_pardus ENSPPRG00000017935
panthera_tigris_altaica ENSPTIG00000009717
felis_catus ENSFCAG00000040567
sus_scrofa ENSSSCG00000035613
bison_bison_bison ENSBBBG00000000280
erinaceus_europaeus ENSEEUG00000013224
microcebus_murinus ENSMICG00000045594
microcebus_murinus ENSMICG00000028094
carlito_syrichta ENSTSYG00000032810
urocitellus_parryii ENSUPAG00010022158
echinops_telfairi ENSETEG00000014745
canis_lupus_dingo ENSCAFG00020022967
sus_scrofa ENSSSCG00000034693
pteropus_vampyrus ENSPVAG00000013736
saimiri_boliviensis_boliviensis ENSSBOG00000027483
choloepus_hoffmanni ENSCHOG00000007010
notamacropus_eugenii ENSMEUG00000008043
loxodonta_africana ENSLAFG00000013779
procavia_capensis ENSPCAG00000003791
ailuropoda_melanoleuca ENSAMEG00000009832
phascolarctos_cinereus ENSPCIG00000001472
pogona_vitticeps ENSPVIG00000023841
notechis_scutatus ENSNSUG00000016819
salvator_merianae ENSSMRG00000006733
sphenodon_punctatus ENSSPUG00000015009
sphenodon_punctatus ENSSPUG00000001998
gallus_gallus ENSGALG00000011293
meleagris_gallopavo ENSMGAG00000011346
numida_meleagris ENSNMEG00000006204
anser_brachyrhynchus ENSABRG00000010739
parus_major ENSPMJG00000012858
cyanistes_caeruleus ENSCCEG00000010893
zonotrichia_albicollis ENSZALG00000010337
serinus_canaria ENSSCAG00000007396
ficedula_albicollis ENSFALG00000010717
lepidothrix_coronata ENSLCOG00000008082
calidris_pugnax ENSCPUG00000002744
junco_hyemalis ENSJHYG00000011417
calidris_pygmaea ENSCPGG00000002501
taeniopygia_guttata ENSTGUG00000008272
lonchura_striata_domestica ENSLSDG00000016645
manacus_vitellinus ENSMVIG00005002467
anas_platyrhynchos_platyrhynchos ENSAPLG00000015057
melopsittacus_undulatus ENSMUNG00000004310
apteryx_haastii ENSAHAG00000016649
apteryx_owenii ENSAOWG00000009512
apteryx_rowi ENSARWG00000011528
dromaius_novaehollandiae ENSDNVG00000011825
nothoprocta_perdicaria ENSNPEG00000013882
crocodylus_porosus ENSCPRG00005002377
chelonoidis_abingdonii ENSCABG00000000170
gopherus_agassizii ENSGAGG00000010125
chrysemys_picta_bellii ENSCPBG00000001581
pelodiscus_sinensis ENSPSIG00000010745
latimeria_chalumnae ENSLACG00000006919
stegastes_partitus ENSSPAG00000013637
amphilophus_citrinellus ENSACIG00000017826
xiphophorus_maculatus ENSXMAG00000004057
tetraodon_nigroviridis ENSTNIG00000018478
scleropages_formosus ENSSFOG00015006975
