junco_hyemalis ENSJHYG00000002580
microcebus_murinus ENSMICG00000009037
propithecus_coquereli ENSPCOG00000014682
ochotona_princeps ENSOPRG00000008941
oryctolagus_cuniculus ENSOCUG00000013717
castor_canadensis ENSCCNG00000025918
dipodomys_ordii ENSDORG00000026341
cricetulus_griseus_crigri ENSCGRG00000012693
cricetulus_griseus_crigri-picr ENSCGRG00015027246
cricetulus_griseus_chok1gshd ENSCGRG00001015487
mesocricetus_auratus ENSMAUG00000017382
microtus_ochrogaster ENSMOCG00000016406
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020650
mus_spicilegus ENSMSIG00000029568
mus_musculus ENSMUSG00000022296
mus_pahari MGP_PahariEiJ_G0019762
rattus_norvegicus ENSRNOG00000004697
meriones_unguiculatus ENSMUGG00000016080
meriones_unguiculatus ENSMUGG00000016074
nannospalax_galili ENSNGAG00000022410
jaculus_jaculus ENSJJAG00000016925
heterocephalus_glaber_female ENSHGLG00000005803
heterocephalus_glaber_male ENSHGLG00100006238
fukomys_damarensis ENSFDAG00000008467
cavia_porcellus ENSCPOG00000039194
ictidomys_tridecemlineatus ENSSTOG00000031061
urocitellus_parryii ENSUPAG00010012395
procavia_capensis ENSPCAG00000014296
dasypus_novemcinctus ENSDNOG00000010733
dasypus_novemcinctus ENSDNOG00000042130
choloepus_hoffmanni ENSCHOG00000000363
lepisosteus_oculatus ENSLOCG00000009950
danio_rerio ENSDARG00000077775
pygocentrus_nattereri ENSPNAG00000027391
astyanax_mexicanus ENSAMXG00000038833
ictalurus_punctatus ENSIPUG00000016650
danio_rerio ENSDARG00000089549
seriola_lalandi_dorsalis ENSSLDG00000013331
seriola_dumerili ENSSDUG00000014521
scophthalmus_maximus ENSSMAG00000011801
monopterus_albus ENSMALG00000003185
mola_mola ENSMMOG00000015646
takifugu_rubripes ENSTRUG00000007980
labrus_bergylta ENSLBEG00000001689
gasterosteus_aculeatus ENSGACG00000010660
pundamilia_nyererei ENSPNYG00000007364
astatotilapia_calliptera ENSACLG00000012294
maylandia_zebra ENSMZEG00005016044
haplochromis_burtoni ENSHBUG00000012585
neolamprologus_brichardi ENSNBRG00000019368
hippocampus_comes ENSHCOG00000006767
gambusia_affinis ENSGAFG00000003234
xiphophorus_maculatus ENSXMAG00000023612
poecilia_formosa ENSPFOG00000009092
poecilia_mexicana ENSPMEG00000018000
poecilia_reticulata ENSPREG00000019302
poecilia_latipinna ENSPLAG00000020148
cyprinodon_variegatus ENSCVAG00000023107
fundulus_heteroclitus ENSFHEG00000019580
kryptolebias_marmoratus ENSKMAG00000013427
oryzias_latipes ENSORLG00020004826
oryzias_latipes ENSORLG00000016269
oryzias_latipes_asm223469v1 ENSORLG00015000994
oryzias_melastigma ENSOMEG00000015547
amphiprion_ocellaris ENSAOCG00000024074
amphiprion_percula ENSAPEG00000002186
acanthochromis_polyacanthus ENSAPOG00000019867
stegastes_partitus ENSSPAG00000012929
cynoglossus_semilaevis ENSCSEG00000013719
anabas_testudineus ENSATEG00000005790
amphilophus_citrinellus ENSACIG00000003613
tetraodon_nigroviridis ENSTNIG00000016345
periophthalmus_magnuspinnatus ENSPMGG00000018867
gadus_morhua ENSGMOG00000013065
scleropages_formosus ENSSFOG00015019509
esox_lucius ENSELUG00000005229
lepisosteus_oculatus ENSLOCG00000016722
