clupea_harengus ENSCHAG00000006172
rhinopithecus_bieti ENSRBIG00000020664
rhinopithecus_roxellana ENSRROG00000044267
cebus_capucinus ENSCCAG00000034840
saimiri_boliviensis ENSSBOG00000026560
callithrix_jacchus ENSCJAG00000004525
aotus_nancymaae ENSANAG00000020044
dipodomys_ordii ENSDORG00000023318
oryctolagus_cuniculus ENSOCUG00000000429
sorex_araneus ENSSARG00000005961
mustela_putorius ENSMPUG00000013340
mustela_putorius ENSMPUG00000013337
ursus_maritimus ENSUMAG00000013986
ailuropoda_melanoleuca ENSAMEG00000017413
canis_lupus ENSCAFG00020002017
canis_lupus ENSCAFG00000045568
vulpes_vulpes ENSVVUG00000006397
panthera_tigris ENSPTIG00000017801
panthera_pardus ENSPPRG00000008851
felis_catus ENSFCAG00000002362
myotis_lucifugus ENSMLUG00000017661
equus_caballus ENSECAG00000012777
equus_asinus ENSEASG00005000147
ovis_aries ENSOARG00000014285
capra_hircus ENSCHIG00000020165
bos_indicus ENSBIXG00000030222
bos_indicus ENSBIXG00005029405
bos_taurus ENSBTAG00000003922
bos_mutus ENSBMUG00000018711
bison_bison ENSBBBG00000013583
vicugna_pacos ENSVPAG00000010028
sus_scrofa ENSSSCG00000009570
pteropus_vampyrus ENSPVAG00000016459
pteropus_vampyrus ENSPVAG00000005035
erinaceus_europaeus ENSEEUG00000002922
echinops_telfairi ENSETEG00000001973
choloepus_hoffmanni ENSCHOG00000007149
dasypus_novemcinctus ENSDNOG00000007048
ornithorhynchus_anatinus ENSOANG00000009016
phascolarctos_cinereus ENSPCIG00000017695
notamacropus_eugenii ENSMEUG00000007047
vombatus_ursinus ENSVURG00010021456
monodelphis_domestica ENSMODG00000007995
sarcophilus_harrisii ENSSHAG00000000020
latimeria_chalumnae ENSLACG00000008234
xenopus_tropicalis ENSXETG00000006270
sphenodon_punctatus ENSSPUG00000008565
notechis_scutatus ENSNSUG00000013468
calidris_pugnax ENSCPUG00000014750
parus_major ENSPMJG00000017633
monopterus_albus ENSMALG00000017305
hucho_hucho ENSHHUG00000047969
erpetoichthys_calabaricus ENSECRG00000004203
petromyzon_marinus ENSPMAG00000005569
lepisosteus_oculatus ENSLOCG00000010812
ciona_savignyi ENSCSAVG00000007711
