monopterus_albus ENSMALG00000020447
carlito_syrichta ENSTSYG00000031402
prolemur_simus ENSPSMG00000023612
propithecus_coquereli ENSPCOG00000017435
microcebus_murinus ENSMICG00000008583
otolemur_garnettii ENSOGAG00000008283
sphenodon_punctatus ENSSPUG00000002224
sphenodon_punctatus ENSSPUG00000003911
pogona_vitticeps ENSPVIG00000018271
anolis_carolinensis ENSACAG00000009583
notechis_scutatus ENSNSUG00000019377
salvator_merianae ENSSMRG00000015247
gallus_gallus ENSGALG00000029761
meleagris_gallopavo ENSMGAG00000016462
numida_meleagris ENSNMEG00000005142
anas_platyrhynchos ENSAPLG00000017257
zonotrichia_albicollis ENSZALG00000001434
lonchura_striata ENSLSDG00000004442
parus_major ENSPMJG00000003866
cyanistes_caeruleus ENSCCEG00000002622
manacus_vitellinus ENSMVIG00005001949
manacus_vitellinus ENSMVIG00005018306
lepidothrix_coronata ENSLCOG00000013808
apteryx_haastii ENSAHAG00000008946
apteryx_rowi ENSARWG00000014325
apteryx_owenii ENSAOWG00000003336
chelonoidis_abingdonii ENSCABG00000008204
gopherus_agassizii ENSGAGG00000009768
chrysemys_picta ENSCPBG00000018928
pelodiscus_sinensis ENSPSIG00000002331
xenopus_tropicalis ENSXETG00000004000
callorhinchus_milii ENSCMIG00000007007
petromyzon_marinus ENSPMAG00000006503
eptatretus_burgeri ENSEBUG00000001507
ciona_savignyi ENSCSAVG00000009488
ciona_intestinalis ENSCING00000012974
drosophila_melanogaster FBgn0038788
hucho_hucho ENSHHUG00000032130
esox_lucius ENSELUG00000021210
oryzias_latipes ENSORLG00000013667
oryzias_latipes ENSORLG00015020518
oryzias_latipes ENSORLG00020005433
oryzias_melastigma ENSOMEG00000017041
gouania_willdenowi ENSGWIG00000020689
lates_calcarifer ENSLCAG00010007577
betta_splendens ENSBSLG00000005112
parambassis_ranga ENSPRNG00000001531
tetraodon_nigroviridis ENSTNIG00000013095
scophthalmus_maximus ENSSMAG00000012590
larimichthys_crocea ENSLCRG00005020521
cottoperca_gobio ENSCGOG00000005090
mola_mola ENSMMOG00000008481
anabas_testudineus ENSATEG00000012475
mastacembelus_armatus ENSMAMG00000013182
seriola_dumerili ENSSDUG00000017890
stegastes_partitus ENSSPAG00000006446
acanthochromis_polyacanthus ENSAPOG00000015869
astatotilapia_calliptera ENSACLG00000020886
pundamilia_nyererei ENSPNYG00000003400
maylandia_zebra ENSMZEG00005011173
haplochromis_burtoni ENSHBUG00000011300
neolamprologus_brichardi ENSNBRG00000016671
oreochromis_niloticus ENSONIG00000010273
amphilophus_citrinellus ENSACIG00000003898
astyanax_mexicanus ENSAMXG00005020767
astyanax_mexicanus ENSAMXG00000003731
paramormyrops_kingsleyae ENSPKIG00000004943
clupea_harengus ENSCHAG00000017897
cricetulus_griseus ENSCGRG00001012849
cricetulus_griseus ENSCGRG00015011698
nannospalax_galili ENSNGAG00000023522
canis_lupus ENSCAFG00020026565
canis_lupus ENSCAFG00000013316
vulpes_vulpes ENSVVUG00000019940
monodelphis_domestica ENSMODG00000017248
zonotrichia_albicollis ENSZALG00000014395
junco_hyemalis ENSJHYG00000013493
parus_major ENSPMJG00000013960
nothoprocta_perdicaria ENSNPEG00000007256
crocodylus_porosus ENSCPRG00005006157
chelonoidis_abingdonii ENSCABG00000022942
gopherus_agassizii ENSGAGG00000003022
chrysemys_picta ENSCPBG00000019531
pelodiscus_sinensis ENSPSIG00000006233
notechis_scutatus ENSNSUG00000013365
pogona_vitticeps ENSPVIG00000014777
salvator_merianae ENSSMRG00000008445
sphenodon_punctatus ENSSPUG00000001982
ornithorhynchus_anatinus ENSOANG00000004619
saccharomyces_cerevisiae YPL015C
