procavia_capensis ENSPCAG00000000926
gadus_morhua ENSGMOG00000009326
esox_lucius ENSELUG00000013024
pygocentrus_nattereri ENSPNAG00000007820
astyanax_mexicanus ENSAMXG00000009507
ictalurus_punctatus ENSIPUG00000015010
danio_rerio ENSDARG00000005481
scleropages_formosus ENSSFOG00015012077
paramormyrops_kingsleyae ENSPKIG00000009920
tetraodon_nigroviridis ENSTNIG00000003921
takifugu_rubripes ENSTRUG00000020126
mola_mola ENSMMOG00000004660
gasterosteus_aculeatus ENSGACG00000012514
labrus_bergylta ENSLBEG00000021949
mastacembelus_armatus ENSMAMG00000013274
monopterus_albus ENSMALG00000021696
anabas_testudineus ENSATEG00000010057
scophthalmus_maximus ENSSMAG00000011378
cynoglossus_semilaevis ENSCSEG00000000083
seriola_lalandi_dorsalis ENSSLDG00000023558
seriola_dumerili ENSSDUG00000017722
poecilia_formosa ENSPFOG00000013848
poecilia_latipinna ENSPLAG00000022223
poecilia_mexicana ENSPMEG00000011394
poecilia_reticulata ENSPREG00000008196
xiphophorus_maculatus ENSXMAG00000009398
xiphophorus_couchianus ENSXCOG00000014008
gambusia_affinis ENSGAFG00000019631
fundulus_heteroclitus ENSFHEG00000021048
cyprinodon_variegatus ENSCVAG00000002931
kryptolebias_marmoratus ENSKMAG00000008284
oryzias_latipes ENSORLG00020016392
oryzias_latipes ENSORLG00000017687
oryzias_latipes_asm223469v1 ENSORLG00015000963
oryzias_melastigma ENSOMEG00000011221
maylandia_zebra ENSMZEG00005008143
pundamilia_nyererei ENSPNYG00000022743
haplochromis_burtoni ENSHBUG00000016530
astatotilapia_calliptera ENSACLG00000024929
neolamprologus_brichardi ENSNBRG00000009984
oreochromis_niloticus ENSONIG00000019499
amphilophus_citrinellus ENSACIG00000014579
amphiprion_percula ENSAPEG00000002043
amphiprion_ocellaris ENSAOCG00000018232
acanthochromis_polyacanthus ENSAPOG00000008909
stegastes_partitus ENSSPAG00000000967
periophthalmus_magnuspinnatus ENSPMGG00000008728
hippocampus_comes ENSHCOG00000009184
gadus_morhua ENSGMOG00000017407
esox_lucius ENSELUG00000000176
pygocentrus_nattereri ENSPNAG00000003455
astyanax_mexicanus ENSAMXG00000039617
ictalurus_punctatus ENSIPUG00000012538
danio_rerio ENSDARG00000007693
lepisosteus_oculatus ENSLOCG00000009153
