seriola_lalandi_dorsalis ENSSLDG00000004261
microcebus_murinus ENSMICG00000030227
propithecus_coquereli ENSPCOG00000023662
prolemur_simus ENSPSMG00000013057
tupaia_belangeri ENSTBEG00000012934
echinops_telfairi ENSETEG00000017817
bos_taurus ENSBTAG00000010273
bos_mutus ENSBMUG00000002058
bison_bison_bison ENSBBBG00000008931
capra_hircus ENSCHIG00000000483
ovis_aries ENSOARG00000014953
tursiops_truncatus ENSTTRG00000002368
sus_scrofa ENSSSCG00000038185
vicugna_pacos ENSVPAG00000003186
choloepus_hoffmanni ENSCHOG00000001045
dasypus_novemcinctus ENSDNOG00000032091
phascolarctos_cinereus ENSPCIG00000007055
sarcophilus_harrisii ENSSHAG00000016899
monodelphis_domestica ENSMODG00000019193
ornithorhynchus_anatinus ENSOANG00000006917
xenopus_tropicalis ENSXETG00000006380
