bos_mutus ENSBMUG00000023057
mesocricetus_auratus ENSMAUG00000013628
microtus_ochrogaster ENSMOCG00000002570
peromyscus_maniculatus_bairdii ENSPEMG00000020309
nannospalax_galili ENSNGAG00000004201
castor_canadensis ENSCCNG00000023741
tupaia_belangeri ENSTBEG00000006438
heterocephalus_glaber_female ENSHGLG00000011183
heterocephalus_glaber_male ENSHGLG00100010266
fukomys_damarensis ENSFDAG00000017542
chinchilla_lanigera ENSCLAG00000015293
octodon_degus ENSODEG00000011691
cavia_porcellus ENSCPOG00000019643
cavia_aperea ENSCAPG00000014128
urocitellus_parryii ENSUPAG00010008219
spermophilus_dauricus ENSSDAG00000017098
ictidomys_tridecemlineatus ENSSTOG00000021517
sus_scrofa ENSSSCG00000035062
sus_scrofa ENSSSCG00000014387
pan_paniscus ENSPPAG00000029562
erinaceus_europaeus ENSEEUG00000005506
sorex_araneus ENSSARG00000004117
dipodomys_ordii ENSDORG00000010244
otolemur_garnettii ENSOGAG00000000604
echinops_telfairi ENSETEG00000018282
loxodonta_africana ENSLAFG00000007578
procavia_capensis ENSPCAG00000010596
choloepus_hoffmanni ENSCHOG00000005758
notamacropus_eugenii ENSMEUG00000011336
phascolarctos_cinereus ENSPCIG00000032309
sarcophilus_harrisii ENSSHAG00000010517
monodelphis_domestica ENSMODG00000010684
ornithorhynchus_anatinus ENSOANG00000011037
ornithorhynchus_anatinus ENSOANG00000010388
sphenodon_punctatus ENSSPUG00000014478
sphenodon_punctatus ENSSPUG00000014430
nothoprocta_perdicaria ENSNPEG00000001602
nothoprocta_perdicaria ENSNPEG00000001595
apteryx_rowi ENSARWG00000017762
apteryx_rowi ENSARWG00000017700
apteryx_haastii ENSAHAG00000001064
apteryx_owenii ENSAOWG00000000897
dromaius_novaehollandiae ENSDNVG00000003200
crocodylus_porosus ENSCPRG00005002640
gopherus_agassizii ENSGAGG00000023780
gopherus_agassizii ENSGAGG00000019284
chelonoidis_abingdonii ENSCABG00000021994
chrysemys_picta_bellii ENSCPBG00000008131
pelodiscus_sinensis ENSPSIG00000006067
pogona_vitticeps ENSPVIG00000013928
anolis_carolinensis ENSACAG00000011971
notechis_scutatus ENSNSUG00000017549
salvator_merianae ENSSMRG00000019057
latimeria_chalumnae ENSLACG00000008375
mastacembelus_armatus ENSMAMG00000003472
monopterus_albus ENSMALG00000014988
anabas_testudineus ENSATEG00000011106
seriola_dumerili ENSSDUG00000013578
seriola_lalandi_dorsalis ENSSLDG00000024765
scophthalmus_maximus ENSSMAG00000018768
stegastes_partitus ENSSPAG00000018835
acanthochromis_polyacanthus ENSAPOG00000005063
amphiprion_percula ENSAPEG00000012961
amphiprion_ocellaris ENSAOCG00000021343
neolamprologus_brichardi ENSNBRG00000005972
neolamprologus_brichardi ENSNBRG00000005985
astatotilapia_calliptera ENSACLG00000012677
pundamilia_nyererei ENSPNYG00000018064
maylandia_zebra ENSMZEG00005002120
haplochromis_burtoni ENSHBUG00000011824
oreochromis_niloticus ENSONIG00000004973
amphilophus_citrinellus ENSACIG00000005486
labrus_bergylta ENSLBEG00000003947
gasterosteus_aculeatus ENSGACG00000017896
hippocampus_comes ENSHCOG00000010960
cynoglossus_semilaevis ENSCSEG00000006886
takifugu_rubripes ENSTRUG00000019517
takifugu_rubripes ENSTRUG00000008676
tetraodon_nigroviridis ENSTNIG00000005870
mola_mola ENSMMOG00000003369
labrus_bergylta ENSLBEG00000011802
fundulus_heteroclitus ENSFHEG00000013981
fundulus_heteroclitus ENSFHEG00000013985
poecilia_mexicana ENSPMEG00000019218
poecilia_latipinna ENSPLAG00000012670
poecilia_formosa ENSPFOG00000003167
poecilia_reticulata ENSPREG00000018901
xiphophorus_maculatus ENSXMAG00000011239
xiphophorus_couchianus ENSXCOG00000002349
gambusia_affinis ENSGAFG00000003705
cyprinodon_variegatus ENSCVAG00000012987
kryptolebias_marmoratus ENSKMAG00000012987
oryzias_latipes_asm223469v1 ENSORLG00015020396
oryzias_latipes_asm223469v1 ENSORLG00015020431
oryzias_latipes ENSORLG00020015614
oryzias_latipes ENSORLG00000004133
oryzias_melastigma ENSOMEG00000022191
periophthalmus_magnuspinnatus ENSPMGG00000003102
gadus_morhua ENSGMOG00000019634
esox_lucius ENSELUG00000017804
pygocentrus_nattereri ENSPNAG00000005473
pygocentrus_nattereri ENSPNAG00000026735
astyanax_mexicanus ENSAMXG00000043629
ictalurus_punctatus ENSIPUG00000008168
danio_rerio ENSDARG00000115082
scleropages_formosus ENSSFOG00015003268
scleropages_formosus ENSSFOG00015003346
paramormyrops_kingsleyae ENSPKIG00000015916
lepisosteus_oculatus ENSLOCG00000011329
eptatretus_burgeri ENSEBUG00000016851
