gasterosteus_aculeatus ENSGACG00000004574
ovis_aries ENSOARG00000000088
sus_scrofa ENSSSCG00000015980
tursiops_truncatus ENSTTRG00000013772
vicugna_pacos ENSVPAG00000010196
equus_caballus ENSECAG00000002934
equus_asinus_asinus ENSEASG00005022555
ursus_americanus ENSUAMG00000025684
ailuropoda_melanoleuca ENSAMEG00000001858
mustela_putorius_furo ENSMPUG00000014025
neovison_vison ENSNVIG00000007175
canis_lupus_dingo ENSCAFG00020006216
canis_lupus_familiaris ENSCAFG00000013429
vulpes_vulpes ENSVVUG00000012731
panthera_pardus ENSPPRG00000000300
felis_catus ENSFCAG00000044671
loxodonta_africana ENSLAFG00000017497
procavia_capensis ENSPCAG00000015624
dasypus_novemcinctus ENSDNOG00000047700
ornithorhynchus_anatinus ENSOANG00000004743
latimeria_chalumnae ENSLACG00000009639
