lonchura_striata_domestica ENSLSDG00000016977
mus_pahari MGP_PahariEiJ_G0025596
rattus_norvegicus ENSRNOG00000058586
meriones_unguiculatus ENSMUGG00000009831
nannospalax_galili ENSNGAG00000003803
octodon_degus ENSODEG00000011188
octodon_degus ENSODEG00000017041
chinchilla_lanigera ENSCLAG00000009717
cavia_porcellus ENSCPOG00000009928
cavia_aperea ENSCAPG00000007570
heterocephalus_glaber_female ENSHGLG00000009382
heterocephalus_glaber_male ENSHGLG00100011486
fukomys_damarensis ENSFDAG00000010090
urocitellus_parryii ENSUPAG00010014548
marmota_marmota_marmota ENSMMMG00000020188
ictidomys_tridecemlineatus ENSSTOG00000015360
spermophilus_dauricus ENSSDAG00000020650
oryctolagus_cuniculus ENSOCUG00000006229
ochotona_princeps ENSOPRG00000016578
sorex_araneus ENSSARG00000008027
erinaceus_europaeus ENSEEUG00000002315
phascolarctos_cinereus ENSPCIG00000027750
notamacropus_eugenii ENSMEUG00000006348
sarcophilus_harrisii ENSSHAG00000017287
monodelphis_domestica ENSMODG00000000092
ornithorhynchus_anatinus ENSOANG00000004501
xenopus_tropicalis ENSXETG00000000052
latimeria_chalumnae ENSLACG00000001709
lepisosteus_oculatus ENSLOCG00000011682
lepisosteus_oculatus ENSLOCG00000014700
tetraodon_nigroviridis ENSTNIG00000002599
tetraodon_nigroviridis ENSTNIG00000002639
takifugu_rubripes ENSTRUG00000010003
mola_mola ENSMMOG00000020240
labrus_bergylta ENSLBEG00000024362
gasterosteus_aculeatus ENSGACG00000003907
scophthalmus_maximus ENSSMAG00000002269
cynoglossus_semilaevis ENSCSEG00000012013
seriola_dumerili ENSSDUG00000018685
seriola_lalandi_dorsalis ENSSLDG00000010591
mastacembelus_armatus ENSMAMG00000005499
monopterus_albus ENSMALG00000008950
anabas_testudineus ENSATEG00000013957
amphiprion_ocellaris ENSAOCG00000019296
amphiprion_percula ENSAPEG00000001920
acanthochromis_polyacanthus ENSAPOG00000011175
stegastes_partitus ENSSPAG00000003789
astatotilapia_calliptera ENSACLG00000016238
maylandia_zebra ENSMZEG00005027532
haplochromis_burtoni ENSHBUG00000005543
pundamilia_nyererei ENSPNYG00000009180
oreochromis_niloticus ENSONIG00000011751
neolamprologus_brichardi ENSNBRG00000006213
amphilophus_citrinellus ENSACIG00000022877
cyprinodon_variegatus ENSCVAG00000010428
fundulus_heteroclitus ENSFHEG00000004173
xiphophorus_maculatus ENSXMAG00000004939
xiphophorus_couchianus ENSXCOG00000005505
gambusia_affinis ENSGAFG00000011562
poecilia_latipinna ENSPLAG00000009942
poecilia_formosa ENSPFOG00000008469
poecilia_mexicana ENSPMEG00000007287
poecilia_reticulata ENSPREG00000004587
kryptolebias_marmoratus ENSKMAG00000007600
oryzias_latipes ENSORLG00000010056
oryzias_latipes_asm223469v1 ENSORLG00015021749
oryzias_latipes ENSORLG00020001808
oryzias_melastigma ENSOMEG00000020823
acanthochromis_polyacanthus ENSAPOG00000019344
fundulus_heteroclitus ENSFHEG00000006014
hippocampus_comes ENSHCOG00000021144
periophthalmus_magnuspinnatus ENSPMGG00000004374
gadus_morhua ENSGMOG00000013831
esox_lucius ENSELUG00000002758
pygocentrus_nattereri ENSPNAG00000008345
astyanax_mexicanus ENSAMXG00000000312
ictalurus_punctatus ENSIPUG00000001585
danio_rerio ENSDARG00000005356
scleropages_formosus ENSSFOG00015019936
paramormyrops_kingsleyae ENSPKIG00000022526
latimeria_chalumnae ENSLACG00000000827
ciona_savignyi ENSCSAVG00000007251
