xiphophorus_maculatus ENSXMAG00000022689
junco_hyemalis ENSJHYG00000010382
parus_major ENSPMJG00000016659
cyanistes_caeruleus ENSCCEG00000019551
ficedula_albicollis ENSFALG00000005984
lepidothrix_coronata ENSLCOG00000015782
manacus_vitellinus ENSMVIG00005002349
melopsittacus_undulatus ENSMUNG00000011665
calidris_pygmaea ENSCPGG00000005458
calidris_pugnax ENSCPUG00000002564
gallus_gallus ENSGALG00000010034
coturnix_japonica ENSCJPG00005017700
meleagris_gallopavo ENSMGAG00000012478
numida_meleagris ENSNMEG00000022311
anser_brachyrhynchus ENSABRG00000015727
anas_platyrhynchos_platyrhynchos ENSAPLG00000010109
dromaius_novaehollandiae ENSDNVG00000011338
nothoprocta_perdicaria ENSNPEG00000006108
apteryx_haastii ENSAHAG00000015111
apteryx_rowi ENSARWG00000011058
apteryx_owenii ENSAOWG00000005422
crocodylus_porosus ENSCPRG00005003622
gopherus_agassizii ENSGAGG00000014756
chelonoidis_abingdonii ENSCABG00000021745
chrysemys_picta_bellii ENSCPBG00000026194
pelodiscus_sinensis ENSPSIG00000018036
latimeria_chalumnae ENSLACG00000017921
petromyzon_marinus ENSPMAG00000006533
caenorhabditis_elegans_strain_n2 WBGene00015450
