cyanistes_caeruleus ENSCCEG00000003907
macaca_fascicularis ENSMFAG00000046374
theropithecus_gelada ENSTGEG00000009466
piliocolobus_tephrosceles ENSPTEG00000038042
cercocebus_atys ENSCATG00000031010
macaca_nemestrina ENSMNEG00000037905
papio_anubis ENSPANG00000033665
rhinopithecus_roxellana ENSRROG00000026840
colobus_angolensis_palliatus ENSCANG00000029815
piliocolobus_tephrosceles ENSPTEG00000009631
rhinopithecus_bieti ENSRBIG00000039934
cercocebus_atys ENSCATG00000006216
macaca_mulatta ENSMMUG00000043208
papio_anubis ENSPANG00000029979
macaca_fascicularis ENSMFAG00000002077
mandrillus_leucophaeus ENSMLEG00000030257
rhinopithecus_roxellana ENSRROG00000044739
saimiri_boliviensis_boliviensis ENSSBOG00000027548
callithrix_jacchus ENSCJAG00000015364
cebus_capucinus ENSCCAG00000023481
aotus_nancymaae ENSANAG00000037006
spermophilus_dauricus ENSSDAG00000024231
ursus_americanus ENSUAMG00000022688
prolemur_simus ENSPSMG00000013200
rhinopithecus_bieti ENSRBIG00000033628
rhinopithecus_roxellana ENSRROG00000037213
colobus_angolensis_palliatus ENSCANG00000041428
bos_mutus ENSBMUG00000001462
echinops_telfairi ENSETEG00000013549
erinaceus_europaeus ENSEEUG00000008660
ailuropoda_melanoleuca ENSAMEG00000007542
ursus_maritimus ENSUMAG00000018771
neovison_vison ENSNVIG00000008013
canis_lupus_familiaris ENSCAFG00000029835
canis_lupus_dingo ENSCAFG00020020230
vulpes_vulpes ENSVVUG00000017160
vulpes_vulpes ENSVVUG00000008406
vulpes_vulpes ENSVVUG00000008405
panthera_pardus ENSPPRG00000009719
panthera_tigris_altaica ENSPTIG00000010113
felis_catus ENSFCAG00000013574
ovis_aries ENSOARG00000003558
capra_hircus ENSCHIG00000019332
bos_taurus ENSBTAG00000001666
bison_bison_bison ENSBBBG00000016618
tursiops_truncatus ENSTTRG00000010012
sus_scrofa ENSSSCG00000033741
vicugna_pacos ENSVPAG00000003991
equus_asinus_asinus ENSEASG00005021312
equus_caballus ENSECAG00000036727
pteropus_vampyrus ENSPVAG00000015980
canis_lupus_dingo ENSCAFG00020026886
capra_hircus ENSCHIG00000022808
mesocricetus_auratus ENSMAUG00000000776
mesocricetus_auratus ENSMAUG00000009082
heterocephalus_glaber_male ENSHGLG00100008729
prolemur_simus ENSPSMG00000008751
chlorocebus_sabaeus ENSCSAG00000015707
pan_troglodytes ENSPTRG00000051330
pan_paniscus ENSPPAG00000006091
gorilla_gorilla ENSGGOG00000007747
carlito_syrichta ENSTSYG00000032526
propithecus_coquereli ENSPCOG00000011060
heterocephalus_glaber_female ENSHGLG00000017478
heterocephalus_glaber_male ENSHGLG00100005353
fukomys_damarensis ENSFDAG00000015970
octodon_degus ENSODEG00000014849
octodon_degus ENSODEG00000000559
chinchilla_lanigera ENSCLAG00000007579
cricetulus_griseus_crigri-picr ENSCGRG00015018095
cricetulus_griseus_crigri ENSCGRG00000000567
cricetulus_griseus_chok1gshd ENSCGRG00001010780
cricetulus_griseus_chok1gshd ENSCGRG00001020027
cricetulus_griseus_crigri-picr ENSCGRG00015027180
cricetulus_griseus_chok1gshd ENSCGRG00001008966
cricetulus_griseus_crigri ENSCGRG00000001344
cricetulus_griseus_crigri-picr ENSCGRG00015009362
peromyscus_maniculatus_bairdii ENSPEMG00000011304
mesocricetus_auratus ENSMAUG00000019255
microtus_ochrogaster ENSMOCG00000020110
rattus_norvegicus ENSRNOG00000020391
meriones_unguiculatus ENSMUGG00000017451
cricetulus_griseus_crigri ENSCGRG00000007805
nannospalax_galili ENSNGAG00000006098
nannospalax_galili ENSNGAG00000012129
jaculus_jaculus ENSJJAG00000017333
jaculus_jaculus ENSJJAG00000018787
jaculus_jaculus ENSJJAG00000013266
jaculus_jaculus ENSJJAG00000001553
dipodomys_ordii ENSDORG00000027163
otolemur_garnettii ENSOGAG00000008066
choloepus_hoffmanni ENSCHOG00000010787
microcebus_murinus ENSMICG00000009664
castor_canadensis ENSCCNG00000030922
myotis_lucifugus ENSMLUG00000011835
dasypus_novemcinctus ENSDNOG00000006821
loxodonta_africana ENSLAFG00000004830
phascolarctos_cinereus ENSPCIG00000012768
notamacropus_eugenii ENSMEUG00000002818
monodelphis_domestica ENSMODG00000002782
ornithorhynchus_anatinus ENSOANG00000009999
pogona_vitticeps ENSPVIG00000011365
anolis_carolinensis ENSACAG00000003476
notechis_scutatus ENSNSUG00000020393
salvator_merianae ENSSMRG00000007229
sphenodon_punctatus ENSSPUG00000005858
gallus_gallus ENSGALG00000000650
coturnix_japonica ENSCJPG00005015212
meleagris_gallopavo ENSMGAG00000008556
numida_meleagris ENSNMEG00000005446
anas_platyrhynchos_platyrhynchos ENSAPLG00000007407
parus_major ENSPMJG00000013710
cyanistes_caeruleus ENSCCEG00000004267
taeniopygia_guttata ENSTGUG00000008073
lonchura_striata_domestica ENSLSDG00000004627
ficedula_albicollis ENSFALG00000002761
lepidothrix_coronata ENSLCOG00000012527
melopsittacus_undulatus ENSMUNG00000016406
calidris_pygmaea ENSCPGG00000018508
calidris_pugnax ENSCPUG00000011023
apteryx_haastii ENSAHAG00000012347
apteryx_owenii ENSAOWG00000000563
apteryx_rowi ENSARWG00000008347
dromaius_novaehollandiae ENSDNVG00000004511
nothoprocta_perdicaria ENSNPEG00000005194
crocodylus_porosus ENSCPRG00005008418
chelonoidis_abingdonii ENSCABG00000012891
gopherus_agassizii ENSGAGG00000000314
