cyanistes_caeruleus ENSCCEG00000011800
theropithecus_gelada ENSTGEG00000026852
papio_anubis ENSPANG00000000754
chlorocebus_sabaeus ENSCSAG00000004044
cebus_capucinus ENSCCAG00000025464
callithrix_jacchus ENSCJAG00000043402
dasypus_novemcinctus ENSDNOG00000014054
sus_scrofa ENSSSCG00000009164
vicugna_pacos ENSVPAG00000000285
bison_bison_bison ENSBBBG00000000463
felis_catus ENSFCAG00000039353
panthera_pardus ENSPPRG00000009799
erinaceus_europaeus ENSEEUG00000008886
myotis_lucifugus ENSMLUG00000006014
equus_caballus ENSECAG00000020631
jaculus_jaculus ENSJJAG00000005022
jaculus_jaculus ENSJJAG00000016758
microtus_ochrogaster ENSMOCG00000007267
microcebus_murinus ENSMICG00000026546
microcebus_murinus ENSMICG00000035347
microcebus_murinus ENSMICG00000047325
procavia_capensis ENSPCAG00000010502
echinops_telfairi ENSETEG00000000783
urocitellus_parryii ENSUPAG00010012367
marmota_marmota_marmota ENSMMMG00000008837
ictidomys_tridecemlineatus ENSSTOG00000001408
mus_musculus ENSMUSG00000028165
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025658
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026612
mus_pahari MGP_PahariEiJ_G0027107
rattus_norvegicus ENSRNOG00000048258
meriones_unguiculatus ENSMUGG00000007824
cricetulus_griseus_crigri-picr ENSCGRG00015007843
cricetulus_griseus_chok1gshd ENSCGRG00001009884
mesocricetus_auratus ENSMAUG00000018110
peromyscus_maniculatus_bairdii ENSPEMG00000012367
microtus_ochrogaster ENSMOCG00000010945
oryctolagus_cuniculus ENSOCUG00000013943
ochotona_princeps ENSOPRG00000016516
loxodonta_africana ENSLAFG00000012073
fukomys_damarensis ENSFDAG00000014190
heterocephalus_glaber_female ENSHGLG00000004201
chinchilla_lanigera ENSCLAG00000001906
octodon_degus ENSODEG00000004362
cavia_porcellus ENSCPOG00000037595
carlito_syrichta ENSTSYG00000014065
neovison_vison ENSNVIG00000005264
mustela_putorius_furo ENSMPUG00000009365
ursus_americanus ENSUAMG00000017392
vulpes_vulpes ENSVVUG00000009300
canis_lupus_familiaris ENSCAFG00000010779
panthera_tigris_altaica ENSPTIG00000006007
panthera_pardus ENSPPRG00000024527
felis_catus ENSFCAG00000028054
pteropus_vampyrus ENSPVAG00000006378
bos_mutus ENSBMUG00000019183
bos_taurus ENSBTAG00000027630
capra_hircus ENSCHIG00000023844
prolemur_simus ENSPSMG00000008448
propithecus_coquereli ENSPCOG00000018322
otolemur_garnettii ENSOGAG00000012865
homo_sapiens ENSG00000145354
pongo_abelii ENSPPYG00000014968
phascolarctos_cinereus ENSPCIG00000012817
sarcophilus_harrisii ENSSHAG00000002054
monodelphis_domestica ENSMODG00000020661
microtus_ochrogaster ENSMOCG00000013955
heterocephalus_glaber_male ENSHGLG00100013299
propithecus_coquereli ENSPCOG00000020424
ovis_aries ENSOARG00000012122
ursus_maritimus ENSUMAG00000005372
sorex_araneus ENSSARG00000009324
pan_paniscus ENSPPAG00000033279
pan_troglodytes ENSPTRG00000016325
gorilla_gorilla ENSGGOG00000001371
nomascus_leucogenys ENSNLEG00000026930
macaca_nemestrina ENSMNEG00000041045
macaca_mulatta ENSMMUG00000040944
macaca_fascicularis ENSMFAG00000033046
papio_anubis ENSPANG00000014203
cercocebus_atys ENSCATG00000040750
mandrillus_leucophaeus ENSMLEG00000039455
rhinopithecus_roxellana ENSRROG00000035747
rhinopithecus_bieti ENSRBIG00000034388
ailuropoda_melanoleuca ENSAMEG00000008999
spermophilus_dauricus ENSSDAG00000018564
ornithorhynchus_anatinus ENSOANG00000013463
manacus_vitellinus ENSMVIG00005000010
coturnix_japonica ENSCJPG00005007011
nothoprocta_perdicaria ENSNPEG00000002787
apteryx_owenii ENSAOWG00000004709
crocodylus_porosus ENSCPRG00005011986
salvator_merianae ENSSMRG00000014616
xenopus_tropicalis ENSXETG00000021322
latimeria_chalumnae ENSLACG00000004537
scleropages_formosus ENSSFOG00015019208
paramormyrops_kingsleyae ENSPKIG00000010875
astyanax_mexicanus ENSAMXG00000042295
pygocentrus_nattereri ENSPNAG00000029003
ictalurus_punctatus ENSIPUG00000015976
danio_rerio ENSDARG00000052703
gasterosteus_aculeatus ENSGACG00000017930
hippocampus_comes ENSHCOG00000017967
cynoglossus_semilaevis ENSCSEG00000009437
poecilia_mexicana ENSPMEG00000000785
poecilia_formosa ENSPFOG00000005678
poecilia_latipinna ENSPLAG00000005275
poecilia_reticulata ENSPREG00000009328
xiphophorus_maculatus ENSXMAG00000005961
xiphophorus_couchianus ENSXCOG00000001653
gambusia_affinis ENSGAFG00000020480
fundulus_heteroclitus ENSFHEG00000007789
cyprinodon_variegatus ENSCVAG00000013109
scophthalmus_maximus ENSSMAG00000008641
mola_mola ENSMMOG00000007074
takifugu_rubripes ENSTRUG00000010955
amphiprion_percula ENSAPEG00000017513
amphiprion_ocellaris ENSAOCG00000008375
acanthochromis_polyacanthus ENSAPOG00000007221
stegastes_partitus ENSSPAG00000013427
neolamprologus_brichardi ENSNBRG00000014387
oreochromis_niloticus ENSONIG00000014565
astatotilapia_calliptera ENSACLG00000018463
maylandia_zebra ENSMZEG00005023611
pundamilia_nyererei ENSPNYG00000018194
haplochromis_burtoni ENSHBUG00000009391
amphilophus_citrinellus ENSACIG00000001566
seriola_dumerili ENSSDUG00000000891
seriola_lalandi_dorsalis ENSSLDG00000004561
mastacembelus_armatus ENSMAMG00000018551
labrus_bergylta ENSLBEG00000021113
monopterus_albus ENSMALG00000004119
anabas_testudineus ENSATEG00000017657
oryzias_latipes ENSORLG00000006106
oryzias_latipes ENSORLG00020021638
oryzias_latipes_asm223469v1 ENSORLG00015022247
oryzias_melastigma ENSOMEG00000008665
kryptolebias_marmoratus ENSKMAG00000000109
periophthalmus_magnuspinnatus ENSPMGG00000012460
esox_lucius ENSELUG00000003862
gadus_morhua ENSGMOG00000009357
lepisosteus_oculatus ENSLOCG00000012043
petromyzon_marinus ENSPMAG00000005042
