cyprinodon_variegatus ENSCVAG00000019841
anas_platyrhynchos_platyrhynchos ENSAPLG00000013147
anser_brachyrhynchus ENSABRG00000019849
taeniopygia_guttata ENSTGUG00000001527
taeniopygia_guttata ENSTGUG00000014025
lonchura_striata_domestica ENSLSDG00000012318
serinus_canaria ENSSCAG00000009383
junco_hyemalis ENSJHYG00000006889
zonotrichia_albicollis ENSZALG00000016585
ficedula_albicollis ENSFALG00000009682
parus_major ENSPMJG00000014541
cyanistes_caeruleus ENSCCEG00000016609
manacus_vitellinus ENSMVIG00005018566
lepidothrix_coronata ENSLCOG00000012495
calidris_pygmaea ENSCPGG00000008296
calidris_pugnax ENSCPUG00000006871
crocodylus_porosus ENSCPRG00005003769
gopherus_agassizii ENSGAGG00000007841
chelonoidis_abingdonii ENSCABG00000008111
chrysemys_picta_bellii ENSCPBG00000021156
pelodiscus_sinensis ENSPSIG00000017702
phascolarctos_cinereus ENSPCIG00000017119
notamacropus_eugenii ENSMEUG00000016352
sarcophilus_harrisii ENSSHAG00000018028
monodelphis_domestica ENSMODG00000007086
mus_musculus ENSMUSG00000069910
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017045
mus_spicilegus ENSMSIG00000007689
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016204
mus_pahari MGP_PahariEiJ_G0017340
rattus_norvegicus ENSRNOG00000007292
meriones_unguiculatus ENSMUGG00000015754
cricetulus_griseus_chok1gshd ENSCGRG00001020544
cricetulus_griseus_crigri ENSCGRG00000005304
cricetulus_griseus_crigri-picr ENSCGRG00015021776
mesocricetus_auratus ENSMAUG00000016538
peromyscus_maniculatus_bairdii ENSPEMG00000009912
microtus_ochrogaster ENSMOCG00000014400
jaculus_jaculus ENSJJAG00000012981
castor_canadensis ENSCCNG00000029935
dipodomys_ordii ENSDORG00000006325
cavia_porcellus ENSCPOG00000010816
cavia_aperea ENSCAPG00000009484
chinchilla_lanigera ENSCLAG00000014912
heterocephalus_glaber_male ENSHGLG00100010726
heterocephalus_glaber_female ENSHGLG00000014739
heterocephalus_glaber_male ENSHGLG00100003131
fukomys_damarensis ENSFDAG00000006915
marmota_marmota_marmota ENSMMMG00000010830
spermophilus_dauricus ENSSDAG00000017797
oryctolagus_cuniculus ENSOCUG00000005503
ochotona_princeps ENSOPRG00000014410
propithecus_coquereli ENSPCOG00000025644
prolemur_simus ENSPSMG00000016289
otolemur_garnettii ENSOGAG00000002804
carlito_syrichta ENSTSYG00000006230
carlito_syrichta ENSTSYG00000027178
pan_troglodytes ENSPTRG00000017512
pan_paniscus ENSPPAG00000036469
homo_sapiens ENSG00000040275
gorilla_gorilla ENSGGOG00000003325
pongo_abelii ENSPPYG00000016026
nomascus_leucogenys ENSNLEG00000004947
piliocolobus_tephrosceles ENSPTEG00000033512
colobus_angolensis_palliatus ENSCANG00000031477
rhinopithecus_roxellana ENSRROG00000037237
theropithecus_gelada ENSTGEG00000011026
macaca_mulatta ENSMMUG00000009365
cercocebus_atys ENSCATG00000033519
mandrillus_leucophaeus ENSMLEG00000027659
chlorocebus_sabaeus ENSCSAG00000010121
cebus_capucinus ENSCCAG00000035090
saimiri_boliviensis_boliviensis ENSSBOG00000033764
callithrix_jacchus ENSCJAG00000004745
aotus_nancymaae ENSANAG00000034230
macaca_nemestrina ENSMNEG00000040206
macaca_fascicularis ENSMFAG00000026820
papio_anubis ENSPANG00000012364
rhinopithecus_bieti ENSRBIG00000026108
microcebus_murinus ENSMICG00000035310
pteropus_vampyrus ENSPVAG00000005956
myotis_lucifugus ENSMLUG00000016129
ailuropoda_melanoleuca ENSAMEG00000013777
ursus_maritimus ENSUMAG00000024679
mustela_putorius_furo ENSMPUG00000013010
neovison_vison ENSNVIG00000006556
canis_lupus_familiaris ENSCAFG00000016992
canis_lupus_dingo ENSCAFG00020004634
vulpes_vulpes ENSVVUG00000002947
panthera_tigris_altaica ENSPTIG00000008392
panthera_pardus ENSPPRG00000003639
felis_catus ENSFCAG00000030561
equus_caballus ENSECAG00000018544
equus_asinus_asinus ENSEASG00005013116
ovis_aries ENSOARG00000002888
capra_hircus ENSCHIG00000015214
bos_taurus ENSBTAG00000008180
bos_mutus ENSBMUG00000005094
bison_bison_bison ENSBBBG00000024260
sus_scrofa ENSSSCG00000025965
tursiops_truncatus ENSTTRG00000014555
vicugna_pacos ENSVPAG00000006511
sorex_araneus ENSSARG00000002802
erinaceus_europaeus ENSEEUG00000008248
tupaia_belangeri ENSTBEG00000006440
choloepus_hoffmanni ENSCHOG00000013141
dasypus_novemcinctus ENSDNOG00000013149
loxodonta_africana ENSLAFG00000028816
procavia_capensis ENSPCAG00000006073
echinops_telfairi ENSETEG00000017911
xenopus_tropicalis ENSXETG00000019919
latimeria_chalumnae ENSLACG00000017510
petromyzon_marinus ENSPMAG00000006554
eptatretus_burgeri ENSEBUG00000014476
ciona_intestinalis ENSCING00000012346
