tursiops_truncatus ENSTTRG00000002494
mus_musculus ENSMUSG00000034829
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031193
mus_pahari MGP_PahariEiJ_G0021658
rattus_norvegicus ENSRNOG00000042658
meriones_unguiculatus ENSMUGG00000014739
microtus_ochrogaster ENSMOCG00000008986
nannospalax_galili ENSNGAG00000012171
nannospalax_galili ENSNGAG00000010593
octodon_degus ENSODEG00000001748
chinchilla_lanigera ENSCLAG00000007147
heterocephalus_glaber_female ENSHGLG00000003565
ochotona_princeps ENSOPRG00000002690
loxodonta_africana ENSLAFG00000002507
procavia_capensis ENSPCAG00000004547
sorex_araneus ENSSARG00000006862
phascolarctos_cinereus ENSPCIG00000018880
sarcophilus_harrisii ENSSHAG00000011777
monodelphis_domestica ENSMODG00000004441
latimeria_chalumnae ENSLACG00000017286
xenopus_tropicalis ENSXETG00000020568
anabas_testudineus ENSATEG00000010201
mastacembelus_armatus ENSMAMG00000013512
cyprinodon_variegatus ENSCVAG00000006621
fundulus_heteroclitus ENSFHEG00000011256
xiphophorus_maculatus ENSXMAG00000012098
xiphophorus_couchianus ENSXCOG00000014563
gambusia_affinis ENSGAFG00000017035
poecilia_latipinna ENSPLAG00000002805
poecilia_mexicana ENSPMEG00000005737
poecilia_formosa ENSPFOG00000001922
poecilia_reticulata ENSPREG00000000324
kryptolebias_marmoratus ENSKMAG00000019218
oryzias_latipes ENSORLG00000027134
oryzias_latipes ENSORLG00020018439
oryzias_latipes_asm223469v1 ENSORLG00015019333
oryzias_melastigma ENSOMEG00000005978
seriola_lalandi_dorsalis ENSSLDG00000014916
seriola_dumerili ENSSDUG00000008905
gasterosteus_aculeatus ENSGACG00000018785
hippocampus_comes ENSHCOG00000000953
astatotilapia_calliptera ENSACLG00000024436
maylandia_zebra ENSMZEG00005004194
pundamilia_nyererei ENSPNYG00000003753
haplochromis_burtoni ENSHBUG00000015557
neolamprologus_brichardi ENSNBRG00000001789
oreochromis_niloticus ENSONIG00000016362
amphiprion_percula ENSAPEG00000007120
acanthochromis_polyacanthus ENSAPOG00000008658
monopterus_albus ENSMALG00000004152
takifugu_rubripes ENSTRUG00000011505
tetraodon_nigroviridis ENSTNIG00000014105
mola_mola ENSMMOG00000021548
labrus_bergylta ENSLBEG00000012861
gadus_morhua ENSGMOG00000010590
mola_mola ENSMMOG00000021549
tetraodon_nigroviridis ENSTNIG00000014106
fundulus_heteroclitus ENSFHEG00000011263
cyprinodon_variegatus ENSCVAG00000006595
poecilia_formosa ENSPFOG00000001896
poecilia_latipinna ENSPLAG00000002809
poecilia_mexicana ENSPMEG00000005745
poecilia_reticulata ENSPREG00000000323
xiphophorus_maculatus ENSXMAG00000025429
kryptolebias_marmoratus ENSKMAG00000019250
oryzias_latipes_asm223469v1 ENSORLG00015019326
oryzias_latipes ENSORLG00020018420
oryzias_latipes ENSORLG00000017573
oryzias_melastigma ENSOMEG00000000128
seriola_dumerili ENSSDUG00000008930
seriola_lalandi_dorsalis ENSSLDG00000014904
scophthalmus_maximus ENSSMAG00000002388
cynoglossus_semilaevis ENSCSEG00000013231
gasterosteus_aculeatus ENSGACG00000018783
labrus_bergylta ENSLBEG00000012872
pundamilia_nyererei ENSPNYG00000003727
haplochromis_burtoni ENSHBUG00000015566
astatotilapia_calliptera ENSACLG00000024463
maylandia_zebra ENSMZEG00005004186
oreochromis_niloticus ENSONIG00000016361
neolamprologus_brichardi ENSNBRG00000001801
amphilophus_citrinellus ENSACIG00000015065
mastacembelus_armatus ENSMAMG00000013524
anabas_testudineus ENSATEG00000010193
acanthochromis_polyacanthus ENSAPOG00000008672
amphiprion_percula ENSAPEG00000007111
amphiprion_ocellaris ENSAOCG00000016755
stegastes_partitus ENSSPAG00000006733
hippocampus_comes ENSHCOG00000000959
periophthalmus_magnuspinnatus ENSPMGG00000023528
gadus_morhua ENSGMOG00000002415
esox_lucius ENSELUG00000013362
pygocentrus_nattereri ENSPNAG00000000283
astyanax_mexicanus ENSAMXG00000040522
danio_rerio ENSDARG00000052035
ictalurus_punctatus ENSIPUG00000010865
scleropages_formosus ENSSFOG00015020903
paramormyrops_kingsleyae ENSPKIG00000010197
lepisosteus_oculatus ENSLOCG00000008533
pogona_vitticeps ENSPVIG00000024384
anolis_carolinensis ENSACAG00000004907
notechis_scutatus ENSNSUG00000000316
salvator_merianae ENSSMRG00000000185
sphenodon_punctatus ENSSPUG00000007302
sphenodon_punctatus ENSSPUG00000007287
apteryx_haastii ENSAHAG00000009014
apteryx_rowi ENSARWG00000011904
apteryx_owenii ENSAOWG00000000387
dromaius_novaehollandiae ENSDNVG00000002385
nothoprocta_perdicaria ENSNPEG00000006728
meleagris_gallopavo ENSMGAG00000003735
coturnix_japonica ENSCJPG00005001803
gallus_gallus ENSGALG00000038506
numida_meleagris ENSNMEG00000012924
anser_brachyrhynchus ENSABRG00000003211
lepidothrix_coronata ENSLCOG00000009689
manacus_vitellinus ENSMVIG00005000825
calidris_pygmaea ENSCPGG00000003792
crocodylus_porosus ENSCPRG00005013392
chelonoidis_abingdonii ENSCABG00000021311
gopherus_agassizii ENSGAGG00000013782
chrysemys_picta_bellii ENSCPBG00000014227
pelodiscus_sinensis ENSPSIG00000016184
lonchura_striata_domestica ENSLSDG00000012462
petromyzon_marinus ENSPMAG00000002968
