ochotona_princeps ENSOPRG00000008713
numida_meleagris ENSNMEG00000006208
cyanistes_caeruleus ENSCCEG00000015873
melopsittacus_undulatus ENSMUNG00000013603
calidris_pygmaea ENSCPGG00000016724
calidris_pugnax ENSCPUG00000015158
gallus_gallus ENSGALG00000014872
apteryx_rowi ENSARWG00000015214
apteryx_owenii ENSAOWG00000009398
apteryx_haastii ENSAHAG00000000905
dromaius_novaehollandiae ENSDNVG00000004166
nothoprocta_perdicaria ENSNPEG00000001014
crocodylus_porosus ENSCPRG00005016607
pogona_vitticeps ENSPVIG00000008922
anolis_carolinensis ENSACAG00000011129
notechis_scutatus ENSNSUG00000017340
salvator_merianae ENSSMRG00000018897
sphenodon_punctatus ENSSPUG00000014110
xenopus_tropicalis ENSXETG00000025130
tetraodon_nigroviridis ENSTNIG00000009130
takifugu_rubripes ENSTRUG00000023059
gasterosteus_aculeatus ENSGACG00000017290
periophthalmus_magnuspinnatus ENSPMGG00000023936
seriola_dumerili ENSSDUG00000016482
maylandia_zebra ENSMZEG00005018005
haplochromis_burtoni ENSHBUG00000015713
astatotilapia_calliptera ENSACLG00000019449
pundamilia_nyererei ENSPNYG00000011927
neolamprologus_brichardi ENSNBRG00000000279
oreochromis_niloticus ENSONIG00000003669
amphilophus_citrinellus ENSACIG00000019332
seriola_lalandi_dorsalis ENSSLDG00000016717
scophthalmus_maximus ENSSMAG00000020257
monopterus_albus ENSMALG00000016746
mastacembelus_armatus ENSMAMG00000009611
anabas_testudineus ENSATEG00000018747
mola_mola ENSMMOG00000021333
labrus_bergylta ENSLBEG00000023527
amphiprion_percula ENSAPEG00000008395
amphiprion_ocellaris ENSAOCG00000001142
acanthochromis_polyacanthus ENSAPOG00000004462
stegastes_partitus ENSSPAG00000003075
cyprinodon_variegatus ENSCVAG00000014519
fundulus_heteroclitus ENSFHEG00000022199
gambusia_affinis ENSGAFG00000007870
xiphophorus_maculatus ENSXMAG00000023995
poecilia_formosa ENSPFOG00000019716
poecilia_reticulata ENSPREG00000009587
poecilia_mexicana ENSPMEG00000013513
poecilia_latipinna ENSPLAG00000005267
xiphophorus_couchianus ENSXCOG00000005138
kryptolebias_marmoratus ENSKMAG00000010292
oryzias_latipes_asm223469v1 ENSORLG00015002082
oryzias_latipes ENSORLG00000027985
oryzias_latipes ENSORLG00020013832
oryzias_melastigma ENSOMEG00000001612
cynoglossus_semilaevis ENSCSEG00000017732
hippocampus_comes ENSHCOG00000003348
gadus_morhua ENSGMOG00000016405
esox_lucius ENSELUG00000002111
pygocentrus_nattereri ENSPNAG00000001336
astyanax_mexicanus ENSAMXG00000043492
ictalurus_punctatus ENSIPUG00000004119
danio_rerio ENSDARG00000030932
paramormyrops_kingsleyae ENSPKIG00000020575
astyanax_mexicanus ENSAMXG00000036397
astyanax_mexicanus ENSAMXG00000037240
pygocentrus_nattereri ENSPNAG00000010827
ictalurus_punctatus ENSIPUG00000023587
danio_rerio ENSDARG00000100475
seriola_dumerili ENSSDUG00000022580
seriola_lalandi_dorsalis ENSSLDG00000003715
scophthalmus_maximus ENSSMAG00000007781
mastacembelus_armatus ENSMAMG00000012194
amphiprion_percula ENSAPEG00000015990
amphiprion_ocellaris ENSAOCG00000006632
acanthochromis_polyacanthus ENSAPOG00000006359
stegastes_partitus ENSSPAG00000009567
poecilia_mexicana ENSPMEG00000003142
poecilia_formosa ENSPFOG00000015144
xiphophorus_maculatus ENSXMAG00000010136
fundulus_heteroclitus ENSFHEG00000006463
cyprinodon_variegatus ENSCVAG00000019980
kryptolebias_marmoratus ENSKMAG00000005117
mola_mola ENSMMOG00000010892
takifugu_rubripes ENSTRUG00000016593
haplochromis_burtoni ENSHBUG00000012382
maylandia_zebra ENSMZEG00005010917
pundamilia_nyererei ENSPNYG00000005984
astatotilapia_calliptera ENSACLG00000009462
neolamprologus_brichardi ENSNBRG00000021129
amphilophus_citrinellus ENSACIG00000020228
poecilia_reticulata ENSPREG00000010036
poecilia_latipinna ENSPLAG00000011770
xiphophorus_couchianus ENSXCOG00000009388
gambusia_affinis ENSGAFG00000017217
anabas_testudineus ENSATEG00000021814
monopterus_albus ENSMALG00000021709
tetraodon_nigroviridis ENSTNIG00000015936
cynoglossus_semilaevis ENSCSEG00000020050
cynoglossus_semilaevis ENSCSEG00000009752
hippocampus_comes ENSHCOG00000006595
oryzias_latipes ENSORLG00000029413
oryzias_latipes_asm223469v1 ENSORLG00015016632
oryzias_latipes ENSORLG00020007090
oryzias_melastigma ENSOMEG00000016202
labrus_bergylta ENSLBEG00000023727
periophthalmus_magnuspinnatus ENSPMGG00000012374
gasterosteus_aculeatus ENSGACG00000004522
gadus_morhua ENSGMOG00000007362
esox_lucius ENSELUG00000003653
scleropages_formosus ENSSFOG00015019663
lepisosteus_oculatus ENSLOCG00000012296
petromyzon_marinus ENSPMAG00000005052
eptatretus_burgeri ENSEBUG00000013816
