esox_lucius ENSELUG00000007443
felis_catus ENSFCAG00000010143
equus_caballus ENSECAG00000025083
ovis_aries ENSOARG00000000640
ovis_aries ENSOARG00000012770
capra_hircus ENSCHIG00000013500
bos_indicus ENSBIXG00000004029
bos_indicus ENSBIXG00005013330
bos_taurus ENSBTAG00000003476
bos_mutus ENSBMUG00000010317
bison_bison ENSBBBG00000022081
sus_scrofa ENSSSCG00000037153
pteropus_vampyrus ENSPVAG00000016718
myotis_lucifugus ENSMLUG00000011483
dasypus_novemcinctus ENSDNOG00000038112
dasypus_novemcinctus ENSDNOG00000043866
loxodonta_africana ENSLAFG00000010650
vombatus_ursinus ENSVURG00010024599
phascolarctos_cinereus ENSPCIG00000012426
monodelphis_domestica ENSMODG00000001058
ornithorhynchus_anatinus ENSOANG00000030800
latimeria_chalumnae ENSLACG00000017622
callorhinchus_milii ENSCMIG00000019424
eptatretus_burgeri ENSEBUG00000007161
