tupaia_belangeri ENSTBEG00000015755
cricetulus_griseus_crigri-picr ENSCGRG00015002138
mesocricetus_auratus ENSMAUG00000005811
nannospalax_galili ENSNGAG00000023369
jaculus_jaculus ENSJJAG00000000524
urocitellus_parryii ENSUPAG00010016570
marmota_marmota_marmota ENSMMMG00000015961
ictidomys_tridecemlineatus ENSSTOG00000008274
octodon_degus ENSODEG00000005771
cavia_porcellus ENSCPOG00000011722
chinchilla_lanigera ENSCLAG00000003793
heterocephalus_glaber_male ENSHGLG00100004697
heterocephalus_glaber_female ENSHGLG00000004243
fukomys_damarensis ENSFDAG00000012580
oryctolagus_cuniculus ENSOCUG00000007251
pteropus_vampyrus ENSPVAG00000006109
myotis_lucifugus ENSMLUG00000014627
ursus_americanus ENSUAMG00000014386
ursus_maritimus ENSUMAG00000017888
mustela_putorius_furo ENSMPUG00000000692
neovison_vison ENSNVIG00000019951
canis_lupus_familiaris ENSCAFG00000009846
canis_lupus_dingo ENSCAFG00020012980
vulpes_vulpes ENSVVUG00000003816
panthera_tigris_altaica ENSPTIG00000006154
panthera_pardus ENSPPRG00000002215
felis_catus ENSFCAG00000032610
bos_taurus ENSBTAG00000021554
bos_mutus ENSBMUG00000025366
bison_bison_bison ENSBBBG00000012382
ovis_aries ENSOARG00000013334
capra_hircus ENSCHIG00000020887
sus_scrofa ENSSSCG00000040816
tursiops_truncatus ENSTTRG00000007796
equus_asinus_asinus ENSEASG00005011840
monodelphis_domestica ENSMODG00000010641
ornithorhynchus_anatinus ENSOANG00000019878
chelonoidis_abingdonii ENSCABG00000001546
gopherus_agassizii ENSGAGG00000000863
chrysemys_picta_bellii ENSCPBG00000016731
pelodiscus_sinensis ENSPSIG00000009804
anser_brachyrhynchus ENSABRG00000011422
anas_platyrhynchos_platyrhynchos ENSAPLG00000005122
gallus_gallus ENSGALG00000012695
coturnix_japonica ENSCJPG00005017300
taeniopygia_guttata ENSTGUG00000006127
lonchura_striata_domestica ENSLSDG00000010689
ficedula_albicollis ENSFALG00000013480
parus_major ENSPMJG00000018203
serinus_canaria ENSSCAG00000000996
lepidothrix_coronata ENSLCOG00000004310
melopsittacus_undulatus ENSMUNG00000009224
calidris_pygmaea ENSCPGG00000013925
apteryx_owenii ENSAOWG00000001694
apteryx_rowi ENSARWG00000014494
apteryx_haastii ENSAHAG00000000463
dromaius_novaehollandiae ENSDNVG00000015638
pogona_vitticeps ENSPVIG00000005282
anolis_carolinensis ENSACAG00000028554
notechis_scutatus ENSNSUG00000017035
salvator_merianae ENSSMRG00000005722
sphenodon_punctatus ENSSPUG00000009958
latimeria_chalumnae ENSLACG00000006749
seriola_lalandi_dorsalis ENSSLDG00000000916
mastacembelus_armatus ENSMAMG00000014577
labrus_bergylta ENSLBEG00000022992
gasterosteus_aculeatus ENSGACG00000017989
hippocampus_comes ENSHCOG00000011325
fundulus_heteroclitus ENSFHEG00000004742
cyprinodon_variegatus ENSCVAG00000000768
xiphophorus_maculatus ENSXMAG00000020878
xiphophorus_couchianus ENSXCOG00000019968
gambusia_affinis ENSGAFG00000018586
poecilia_formosa ENSPFOG00000000700
poecilia_reticulata ENSPREG00000020471
poecilia_latipinna ENSPLAG00000009132
kryptolebias_marmoratus ENSKMAG00000000564
oryzias_latipes ENSORLG00000006271
oryzias_latipes ENSORLG00020020343
oryzias_latipes_asm223469v1 ENSORLG00015019857
oryzias_melastigma ENSOMEG00000020030
acanthochromis_polyacanthus ENSAPOG00000024363
amphiprion_percula ENSAPEG00000002647
seriola_dumerili ENSSDUG00000005398
monopterus_albus ENSMALG00000019218
astatotilapia_calliptera ENSACLG00000024521
maylandia_zebra ENSMZEG00005003849
pundamilia_nyererei ENSPNYG00000019707
haplochromis_burtoni ENSHBUG00000001172
neolamprologus_brichardi ENSNBRG00000000897
oreochromis_niloticus ENSONIG00000001469
amphilophus_citrinellus ENSACIG00000003537
anabas_testudineus ENSATEG00000013704
stegastes_partitus ENSSPAG00000015775
scophthalmus_maximus ENSSMAG00000005027
tetraodon_nigroviridis ENSTNIG00000007997
periophthalmus_magnuspinnatus ENSPMGG00000016546
esox_lucius ENSELUG00000017668
astyanax_mexicanus ENSAMXG00000014164
pygocentrus_nattereri ENSPNAG00000025956
ictalurus_punctatus ENSIPUG00000003294
danio_rerio ENSDARG00000075795
paramormyrops_kingsleyae ENSPKIG00000008152
scleropages_formosus ENSSFOG00015020387
lepisosteus_oculatus ENSLOCG00000011505
