ANOLISCAROLINENSIS	anolis_carolinensis
GORILLAGORILLA	gorilla_gorilla
PONGOABELII	pongo_abelii
NOMASCUSLEUCOGENYS	nomascus_leucogenys
MACACAMULATTA	macaca_mulatta
MACACAFASCICULARIS	macaca_fascicularis
MACACANEMESTRINA	macaca_nemestrina
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
PAPIOANUBIS	papio_anubis
CERCOCEBUSATYS	cercocebus_atys
THEROPITHECUSGELADA	theropithecus_gelada
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
RHINOPITHECUSBIETI	rhinopithecus_bieti
COLOBUSANGOLENSIS	colobus_angolensis
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
CALLITHRIXJACCHUS	callithrix_jacchus
SAIMIRIBOLIVIENSIS	saimiri_boliviensis
CEBUSCAPUCINUS	cebus_capucinus
AOTUSNANCYMAAE	aotus_nancymaae
CARLITOSYRICHTA	carlito_syrichta
URSUSMARITIMUS	ursus_maritimus
URSUSAMERICANUS	ursus_americanus
AILUROPODAMELANOLEUCA	ailuropoda_melanoleuca
MUSTELAPUTORIUS	mustela_putorius
NEOVISONVISON	neovison_vison
CANISLUPUS	canis_lupus
CANISLUPUS	canis_lupus
VULPESVULPES	vulpes_vulpes
PANTHERATIGRIS	panthera_tigris
PANTHERAPARDUS	panthera_pardus
FELISCATUS	felis_catus
PTEROPUSVAMPYRUS	pteropus_vampyrus
MYOTISLUCIFUGUS	myotis_lucifugus
ERINACEUSEUROPAEUS	erinaceus_europaeus
EQUUSCABALLUS	equus_caballus
EQUUSASINUS	equus_asinus
BOSINDICUS	bos_indicus
BOSINDICUS	bos_indicus
BOSTAURUS	bos_taurus
BOSMUTUS	bos_mutus
BISONBISON	bison_bison
OVISARIES	ovis_aries
CAPRAHIRCUS	capra_hircus
TURSIOPSTRUNCATUS	tursiops_truncatus
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
CHOLOEPUSHOFFMANNI	choloepus_hoffmanni
LOXODONTAAFRICANA	loxodonta_africana
PROCAVIACAPENSIS	procavia_capensis
ECHINOPSTELFAIRI	echinops_telfairi
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
AMPHIPRIONPERCULA	amphiprion_percula
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
PARAMBASSISRANGA	parambassis_ranga
HAPLOCHROMISBURTONI	haplochromis_burtoni
MAYLANDIAZEBRA	maylandia_zebra
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
PUNDAMILIANYEREREI	pundamilia_nyererei
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
CYPRINODONVARIEGATUS	cyprinodon_variegatus
POECILIAMEXICANA	poecilia_mexicana
POECILIAFORMOSA	poecilia_formosa
POECILIARETICULATA	poecilia_reticulata
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
GAMBUSIAAFFINIS	gambusia_affinis
COTTOPERCAGOBIO	cottoperca_gobio
MONOPTERUSALBUS	monopterus_albus
MASTACEMBELUSARMATUS	mastacembelus_armatus
ANABASTESTUDINEUS	anabas_testudineus
BETTASPLENDENS	betta_splendens
SERIOLADUMERILI	seriola_dumerili
SERIOLALALANDI	seriola_lalandi
LATESCALCARIFER	lates_calcarifer
MOLAMOLA	mola_mola
LABRUSBERGYLTA	labrus_bergylta
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
TAKIFUGURUBRIPES	takifugu_rubripes
TETRAODONNIGROVIRIDIS	tetraodon_nigroviridis
LARIMICHTHYSCROCEA	larimichthys_crocea
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASMELASTIGMA	oryzias_melastigma
GOUANIAWILLDENOWI	gouania_willdenowi
HIPPOCAMPUSCOMES	hippocampus_comes
PERIOPHTHALMUSMAGNUSPINNATUS	periophthalmus_magnuspinnatus
GADUSMORHUA	gadus_morhua
HUCHOHUCHO	hucho_hucho
ESOXLUCIUS	esox_lucius
ASTYANAXMEXICANUS	astyanax_mexicanus
ASTYANAXMEXICANUS	astyanax_mexicanus
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ELECTROPHORUSELECTRICUS	electrophorus_electricus
ICTALURUSPUNCTATUS	ictalurus_punctatus
DANIORERIO	danio_rerio
DENTICEPSCLUPEOIDES	denticeps_clupeoides
CLUPEAHARENGUS	clupea_harengus
SCLEROPAGESFORMOSUS	scleropages_formosus
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
LEPISOSTEUSOCULATUS	lepisosteus_oculatus
ERPETOICHTHYSCALABARICUS	erpetoichthys_calabaricus
