GOPHERUSAGASSIZII	gopherus_agassizii
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
LABRUSBERGYLTA	labrus_bergylta
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
AMPHIPRIONPERCULA	amphiprion_percula
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
SERIOLALALANDIDORSALIS	seriola_lalandi_dorsalis
SERIOLADUMERILI	seriola_dumerili
TETRAODONNIGROVIRIDIS	tetraodon_nigroviridis
TAKIFUGURUBRIPES	takifugu_rubripes
MOLAMOLA	mola_mola
MONOPTERUSALBUS	monopterus_albus
MASTACEMBELUSARMATUS	mastacembelus_armatus
ANABASTESTUDINEUS	anabas_testudineus
CYPRINODONVARIEGATUS	cyprinodon_variegatus
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
POECILIAMEXICANA	poecilia_mexicana
POECILIAFORMOSA	poecilia_formosa
POECILIALATIPINNA	poecilia_latipinna
POECILIARETICULATA	poecilia_reticulata
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
XIPHOPHORUSCOUCHIANUS	xiphophorus_couchianus
GAMBUSIAAFFINIS	gambusia_affinis
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPESASM223469V1	oryzias_latipes_asm223469v1
ORYZIASMELASTIGMA	oryzias_melastigma
PUNDAMILIANYEREREI	pundamilia_nyererei
HAPLOCHROMISBURTONI	haplochromis_burtoni
MAYLANDIAZEBRA	maylandia_zebra
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
OREOCHROMISNILOTICUS	oreochromis_niloticus
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
GASTEROSTEUSACULEATUS	gasterosteus_aculeatus
LABRUSBERGYLTA	labrus_bergylta
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
PERIOPHTHALMUSMAGNUSPINNATUS	periophthalmus_magnuspinnatus
HIPPOCAMPUSCOMES	hippocampus_comes
ESOXLUCIUS	esox_lucius
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ASTYANAXMEXICANUS	astyanax_mexicanus
ICTALURUSPUNCTATUS	ictalurus_punctatus
DANIORERIO	danio_rerio
MONOPTERUSALBUS	monopterus_albus
MASTACEMBELUSARMATUS	mastacembelus_armatus
ANABASTESTUDINEUS	anabas_testudineus
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
SERIOLALALANDIDORSALIS	seriola_lalandi_dorsalis
SERIOLADUMERILI	seriola_dumerili
TETRAODONNIGROVIRIDIS	tetraodon_nigroviridis
TAKIFUGURUBRIPES	takifugu_rubripes
MOLAMOLA	mola_mola
LABRUSBERGYLTA	labrus_bergylta
GASTEROSTEUSACULEATUS	gasterosteus_aculeatus
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
AMPHIPRIONPERCULA	amphiprion_percula
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
GAMBUSIAAFFINIS	gambusia_affinis
POECILIAFORMOSA	poecilia_formosa
POECILIAMEXICANA	poecilia_mexicana
POECILIALATIPINNA	poecilia_latipinna
POECILIARETICULATA	poecilia_reticulata
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
CYPRINODONVARIEGATUS	cyprinodon_variegatus
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
ORYZIASLATIPESASM223469V1	oryzias_latipes_asm223469v1
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASMELASTIGMA	oryzias_melastigma
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
MAYLANDIAZEBRA	maylandia_zebra
HAPLOCHROMISBURTONI	haplochromis_burtoni
PUNDAMILIANYEREREI	pundamilia_nyererei
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
OREOCHROMISNILOTICUS	oreochromis_niloticus
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
HIPPOCAMPUSCOMES	hippocampus_comes
PERIOPHTHALMUSMAGNUSPINNATUS	periophthalmus_magnuspinnatus
GADUSMORHUA	gadus_morhua
ESOXLUCIUS	esox_lucius
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ASTYANAXMEXICANUS	astyanax_mexicanus
ICTALURUSPUNCTATUS	ictalurus_punctatus
DANIORERIO	danio_rerio
SCLEROPAGESFORMOSUS	scleropages_formosus
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
LEPISOSTEUSOCULATUS	lepisosteus_oculatus
EPTATRETUSBURGERI	eptatretus_burgeri
PETROMYZONMARINUS	petromyzon_marinus
