POGONAVITTICEPS	pogona_vitticeps
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
SPERMOPHILUSDAURICUS	spermophilus_dauricus
MARMOTAMARMOTA	marmota_marmota
CASTORCANADENSIS	castor_canadensis
DIPODOMYSORDII	dipodomys_ordii
MUSMUSCULUS	mus_musculus
MUSSPICILEGUS	mus_spicilegus
MUSSPRETUS	mus_spretus
MUSCAROLI	mus_caroli
MUSPAHARI	mus_pahari
RATTUSNORVEGICUS	rattus_norvegicus
MERIONESUNGUICULATUS	meriones_unguiculatus
CRICETULUSGRISEUS	cricetulus_griseus
CRICETULUSGRISEUS	cricetulus_griseus
CRICETULUSGRISEUS	cricetulus_griseus
MESOCRICETUSAURATUS	mesocricetus_auratus
MICROTUSOCHROGASTER	microtus_ochrogaster
PEROMYSCUSMANICULATUS	peromyscus_maniculatus
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
MICROCEBUSMURINUS	microcebus_murinus
PROPITHECUSCOQUERELI	propithecus_coquereli
PROLEMURSIMUS	prolemur_simus
OTOLEMURGARNETTII	otolemur_garnettii
CARLITOSYRICHTA	carlito_syrichta
BISONBISON	bison_bison
BOSMUTUS	bos_mutus
BOSINDICUS	bos_indicus
BOSINDICUS	bos_indicus
BOSTAURUS	bos_taurus
OVISARIES	ovis_aries
CAPRAHIRCUS	capra_hircus
TURSIOPSTRUNCATUS	tursiops_truncatus
SUSSCROFA	sus_scrofa
VICUGNAPACOS	vicugna_pacos
PTEROPUSVAMPYRUS	pteropus_vampyrus
MYOTISLUCIFUGUS	myotis_lucifugus
PANTHERATIGRIS	panthera_tigris
PANTHERAPARDUS	panthera_pardus
FELISCATUS	felis_catus
CANISLUPUS	canis_lupus
VULPESVULPES	vulpes_vulpes
CANISLUPUS	canis_lupus
MUSTELAPUTORIUS	mustela_putorius
NEOVISONVISON	neovison_vison
URSUSAMERICANUS	ursus_americanus
URSUSMARITIMUS	ursus_maritimus
AILUROPODAMELANOLEUCA	ailuropoda_melanoleuca
ECHINOPSTELFAIRI	echinops_telfairi
CALLITHRIXJACCHUS	callithrix_jacchus
CEBUSCAPUCINUS	cebus_capucinus
SAIMIRIBOLIVIENSIS	saimiri_boliviensis
AOTUSNANCYMAAE	aotus_nancymaae
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
RHINOPITHECUSBIETI	rhinopithecus_bieti
COLOBUSANGOLENSIS	colobus_angolensis
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
CERCOCEBUSATYS	cercocebus_atys
THEROPITHECUSGELADA	theropithecus_gelada
PAPIOANUBIS	papio_anubis
MACACAMULATTA	macaca_mulatta
MACACANEMESTRINA	macaca_nemestrina
MACACAFASCICULARIS	macaca_fascicularis
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
PANTROGLODYTES	pan_troglodytes
PANPANISCUS	pan_paniscus
GORILLAGORILLA	gorilla_gorilla
HOMOSAPIENS	homo_sapiens
PONGOABELII	pongo_abelii
NOMASCUSLEUCOGENYS	nomascus_leucogenys
TUPAIABELANGERI	tupaia_belangeri
EQUUSCABALLUS	equus_caballus
EQUUSASINUS	equus_asinus
CHOLOEPUSHOFFMANNI	choloepus_hoffmanni
PROCAVIACAPENSIS	procavia_capensis
ERINACEUSEUROPAEUS	erinaceus_europaeus
OCHOTONAPRINCEPS	ochotona_princeps
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
VOMBATUSURSINUS	vombatus_ursinus
NOTAMACROPUSEUGENII	notamacropus_eugenii
MONODELPHISDOMESTICA	monodelphis_domestica
SARCOPHILUSHARRISII	sarcophilus_harrisii
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
XENOPUSTROPICALIS	xenopus_tropicalis
PTEROPUSVAMPYRUS	pteropus_vampyrus
MYOTISLUCIFUGUS	myotis_lucifugus
CAPRAHIRCUS	capra_hircus
OVISARIES	ovis_aries
BOSINDICUS	bos_indicus
BOSINDICUS	bos_indicus
BOSTAURUS	bos_taurus
BOSMUTUS	bos_mutus
BISONBISON	bison_bison
TURSIOPSTRUNCATUS	tursiops_truncatus
SUSSCROFA	sus_scrofa
EQUUSASINUS	equus_asinus
EQUUSCABALLUS	equus_caballus
ERINACEUSEUROPAEUS	erinaceus_europaeus
URSUSAMERICANUS	ursus_americanus
URSUSMARITIMUS	ursus_maritimus
AILUROPODAMELANOLEUCA	ailuropoda_melanoleuca
NEOVISONVISON	neovison_vison
MUSTELAPUTORIUS	mustela_putorius
CANISLUPUS	canis_lupus
CANISLUPUS	canis_lupus
VULPESVULPES	vulpes_vulpes
PANTHERAPARDUS	panthera_pardus
PANTHERATIGRIS	panthera_tigris
FELISCATUS	felis_catus
CASTORCANADENSIS	castor_canadensis
DIPODOMYSORDII	dipodomys_ordii
MUSSPICILEGUS	mus_spicilegus
MUSMUSCULUS	mus_musculus
MUSSPRETUS	mus_spretus
MUSCAROLI	mus_caroli
MUSPAHARI	mus_pahari
RATTUSNORVEGICUS	rattus_norvegicus
MERIONESUNGUICULATUS	meriones_unguiculatus
CRICETULUSGRISEUS	cricetulus_griseus
CRICETULUSGRISEUS	cricetulus_griseus
CRICETULUSGRISEUS	cricetulus_griseus
MESOCRICETUSAURATUS	mesocricetus_auratus
MICROTUSOCHROGASTER	microtus_ochrogaster
PEROMYSCUSMANICULATUS	peromyscus_maniculatus
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
CHINCHILLALANIGERA	chinchilla_lanigera
OCTODONDEGUS	octodon_degus
CAVIAPORCELLUS	cavia_porcellus
CAVIAAPEREA	cavia_aperea
HETEROCEPHALUSGLABER	heterocephalus_glaber
HETEROCEPHALUSGLABER	heterocephalus_glaber
FUKOMYSDAMARENSIS	fukomys_damarensis
UROCITELLUSPARRYII	urocitellus_parryii
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
SPERMOPHILUSDAURICUS	spermophilus_dauricus
MARMOTAMARMOTA	marmota_marmota
TUPAIABELANGERI	tupaia_belangeri
PANTROGLODYTES	pan_troglodytes
PANPANISCUS	pan_paniscus
GORILLAGORILLA	gorilla_gorilla
HOMOSAPIENS	homo_sapiens
PONGOABELII	pongo_abelii
NOMASCUSLEUCOGENYS	nomascus_leucogenys
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
COLOBUSANGOLENSIS	colobus_angolensis
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
RHINOPITHECUSBIETI	rhinopithecus_bieti
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
CERCOCEBUSATYS	cercocebus_atys
THEROPITHECUSGELADA	theropithecus_gelada
PAPIOANUBIS	papio_anubis
MACACAFASCICULARIS	macaca_fascicularis
MACACAMULATTA	macaca_mulatta
MACACANEMESTRINA	macaca_nemestrina
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
CALLITHRIXJACCHUS	callithrix_jacchus
CEBUSCAPUCINUS	cebus_capucinus
AOTUSNANCYMAAE	aotus_nancymaae
CARLITOSYRICHTA	carlito_syrichta
PROPITHECUSCOQUERELI	propithecus_coquereli
PROLEMURSIMUS	prolemur_simus
MICROCEBUSMURINUS	microcebus_murinus
OTOLEMURGARNETTII	otolemur_garnettii
PROCAVIACAPENSIS	procavia_capensis
LOXODONTAAFRICANA	loxodonta_africana
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
VOMBATUSURSINUS	vombatus_ursinus
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
NOTAMACROPUSEUGENII	notamacropus_eugenii
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
GALLUSGALLUS	gallus_gallus
NUMIDAMELEAGRIS	numida_meleagris
ANASPLATYRHYNCHOS	anas_platyrhynchos
JUNCOHYEMALIS	junco_hyemalis
CROCODYLUSPOROSUS	crocodylus_porosus
CHRYSEMYSPICTA	chrysemys_picta
CHELONOIDISABINGDONII	chelonoidis_abingdonii
PELODISCUSSINENSIS	pelodiscus_sinensis
SPHENODONPUNCTATUS	sphenodon_punctatus
NOTECHISSCUTATUS	notechis_scutatus
OCHOTONAPRINCEPS	ochotona_princeps
CALLORHINCHUSMILII	callorhinchus_milii
SCLEROPAGESFORMOSUS	scleropages_formosus
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
MASTACEMBELUSARMATUS	mastacembelus_armatus
MONOPTERUSALBUS	monopterus_albus
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
LATESCALCARIFER	lates_calcarifer
ANABASTESTUDINEUS	anabas_testudineus
LARIMICHTHYSCROCEA	larimichthys_crocea
LABRUSBERGYLTA	labrus_bergylta
TAKIFUGURUBRIPES	takifugu_rubripes
TETRAODONNIGROVIRIDIS	tetraodon_nigroviridis
MOLAMOLA	mola_mola
COTTOPERCAGOBIO	cottoperca_gobio
GASTEROSTEUSACULEATUS	gasterosteus_aculeatus
BETTASPLENDENS	betta_splendens
SERIOLADUMERILI	seriola_dumerili
SERIOLALALANDI	seriola_lalandi
XIPHOPHORUSCOUCHIANUS	xiphophorus_couchianus
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
GAMBUSIAAFFINIS	gambusia_affinis
POECILIALATIPINNA	poecilia_latipinna
POECILIAFORMOSA	poecilia_formosa
POECILIAMEXICANA	poecilia_mexicana
POECILIARETICULATA	poecilia_reticulata
CYPRINODONVARIEGATUS	cyprinodon_variegatus
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASMELASTIGMA	oryzias_melastigma
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
MAYLANDIAZEBRA	maylandia_zebra
PUNDAMILIANYEREREI	pundamilia_nyererei
HAPLOCHROMISBURTONI	haplochromis_burtoni
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
OREOCHROMISNILOTICUS	oreochromis_niloticus
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
AMPHIPRIONPERCULA	amphiprion_percula
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
GOUANIAWILLDENOWI	gouania_willdenowi
PERIOPHTHALMUSMAGNUSPINNATUS	periophthalmus_magnuspinnatus
PARAMBASSISRANGA	parambassis_ranga
HIPPOCAMPUSCOMES	hippocampus_comes
GADUSMORHUA	gadus_morhua
HUCHOHUCHO	hucho_hucho
HUCHOHUCHO	hucho_hucho
ESOXLUCIUS	esox_lucius
ASTYANAXMEXICANUS	astyanax_mexicanus
ASTYANAXMEXICANUS	astyanax_mexicanus
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ICTALURUSPUNCTATUS	ictalurus_punctatus
ELECTROPHORUSELECTRICUS	electrophorus_electricus
DANIORERIO	danio_rerio
CLUPEAHARENGUS	clupea_harengus
DENTICEPSCLUPEOIDES	denticeps_clupeoides
ERPETOICHTHYSCALABARICUS	erpetoichthys_calabaricus
LATIMERIACHALUMNAE	latimeria_chalumnae
CALLORHINCHUSMILII	callorhinchus_milii
