NOTAMACROPUSEUGENII	notamacropus_eugenii
MERIONESUNGUICULATUS	meriones_unguiculatus
CRICETULUSGRISEUSCHOK1GSHD	cricetulus_griseus_chok1gshd
CRICETULUSGRISEUSCRIGRIPICR	cricetulus_griseus_crigri-picr
MESOCRICETUSAURATUS	mesocricetus_auratus
PEROMYSCUSMANICULATUSBAIRDII	peromyscus_maniculatus_bairdii
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
UROCITELLUSPARRYII	urocitellus_parryii
CALLITHRIXJACCHUS	callithrix_jacchus
CEBUSCAPUCINUS	cebus_capucinus
AOTUSNANCYMAAE	aotus_nancymaae
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
RHINOPITHECUSBIETI	rhinopithecus_bieti
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
MACACAMULATTA	macaca_mulatta
MACACAFASCICULARIS	macaca_fascicularis
MACACANEMESTRINA	macaca_nemestrina
THEROPITHECUSGELADA	theropithecus_gelada
CERCOCEBUSATYS	cercocebus_atys
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
PANTROGLODYTES	pan_troglodytes
PANTROGLODYTES	pan_troglodytes
PANPANISCUS	pan_paniscus
GORILLAGORILLA	gorilla_gorilla
HOMOSAPIENS	homo_sapiens
PONGOABELII	pongo_abelii
CARLITOSYRICHTA	carlito_syrichta
MICROCEBUSMURINUS	microcebus_murinus
PROPITHECUSCOQUERELI	propithecus_coquereli
PROLEMURSIMUS	prolemur_simus
OTOLEMURGARNETTII	otolemur_garnettii
CAVIAPORCELLUS	cavia_porcellus
OCTODONDEGUS	octodon_degus
HETEROCEPHALUSGLABERFEMALE	heterocephalus_glaber_female
CASTORCANADENSIS	castor_canadensis
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
LONCHURASTRIATADOMESTICA	lonchura_striata_domestica
LEPIDOTHRIXCORONATA	lepidothrix_coronata
ANASPLATYRHYNCHOSPLATYRHYNCHOS	anas_platyrhynchos_platyrhynchos
CALIDRISPYGMAEA	calidris_pygmaea
COTURNIXJAPONICA	coturnix_japonica
CROCODYLUSPOROSUS	crocodylus_porosus
CHRYSEMYSPICTABELLII	chrysemys_picta_bellii
NOTECHISSCUTATUS	notechis_scutatus
ANOLISCAROLINENSIS	anolis_carolinensis
SALVATORMERIANAE	salvator_merianae
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
SCLEROPAGESFORMOSUS	scleropages_formosus
MASTACEMBELUSARMATUS	mastacembelus_armatus
MONOPTERUSALBUS	monopterus_albus
ANABASTESTUDINEUS	anabas_testudineus
HIPPOCAMPUSCOMES	hippocampus_comes
POECILIAFORMOSA	poecilia_formosa
POECILIAMEXICANA	poecilia_mexicana
POECILIALATIPINNA	poecilia_latipinna
POECILIARETICULATA	poecilia_reticulata
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
XIPHOPHORUSCOUCHIANUS	xiphophorus_couchianus
GAMBUSIAAFFINIS	gambusia_affinis
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
CYPRINODONVARIEGATUS	cyprinodon_variegatus
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPESASM223469V1	oryzias_latipes_asm223469v1
ORYZIASLATIPES	oryzias_latipes
ORYZIASMELASTIGMA	oryzias_melastigma
GASTEROSTEUSACULEATUS	gasterosteus_aculeatus
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
MOLAMOLA	mola_mola
TAKIFUGURUBRIPES	takifugu_rubripes
LABRUSBERGYLTA	labrus_bergylta
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
AMPHIPRIONPERCULA	amphiprion_percula
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
MAYLANDIAZEBRA	maylandia_zebra
HAPLOCHROMISBURTONI	haplochromis_burtoni
PUNDAMILIANYEREREI	pundamilia_nyererei
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
OREOCHROMISNILOTICUS	oreochromis_niloticus
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
SERIOLADUMERILI	seriola_dumerili
SERIOLALALANDIDORSALIS	seriola_lalandi_dorsalis
GADUSMORHUA	gadus_morhua
ASTYANAXMEXICANUS	astyanax_mexicanus
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ICTALURUSPUNCTATUS	ictalurus_punctatus
DANIORERIO	danio_rerio
SERIOLADUMERILI	seriola_dumerili
SERIOLALALANDIDORSALIS	seriola_lalandi_dorsalis
HAPLOCHROMISBURTONI	haplochromis_burtoni
PUNDAMILIANYEREREI	pundamilia_nyererei
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
MAYLANDIAZEBRA	maylandia_zebra
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
OREOCHROMISNILOTICUS	oreochromis_niloticus
ANABASTESTUDINEUS	anabas_testudineus
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
AMPHIPRIONPERCULA	amphiprion_percula
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
ORYZIASLATIPES	oryzias_latipes
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
MASTACEMBELUSARMATUS	mastacembelus_armatus
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPESASM223469V1	oryzias_latipes_asm223469v1
MONOPTERUSALBUS	monopterus_albus
LABRUSBERGYLTA	labrus_bergylta
TETRAODONNIGROVIRIDIS	tetraodon_nigroviridis
TAKIFUGURUBRIPES	takifugu_rubripes
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
POECILIALATIPINNA	poecilia_latipinna
POECILIAFORMOSA	poecilia_formosa
POECILIAMEXICANA	poecilia_mexicana
POECILIARETICULATA	poecilia_reticulata
XIPHOPHORUSCOUCHIANUS	xiphophorus_couchianus
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
GAMBUSIAAFFINIS	gambusia_affinis
CYPRINODONVARIEGATUS	cyprinodon_variegatus
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
ORYZIASMELASTIGMA	oryzias_melastigma
HIPPOCAMPUSCOMES	hippocampus_comes
MOLAMOLA	mola_mola
GASTEROSTEUSACULEATUS	gasterosteus_aculeatus
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
PERIOPHTHALMUSMAGNUSPINNATUS	periophthalmus_magnuspinnatus
GADUSMORHUA	gadus_morhua
ESOXLUCIUS	esox_lucius
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
ESOXLUCIUS	esox_lucius
LEPISOSTEUSOCULATUS	lepisosteus_oculatus
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ASTYANAXMEXICANUS	astyanax_mexicanus
ICTALURUSPUNCTATUS	ictalurus_punctatus
DANIORERIO	danio_rerio
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
SCLEROPAGESFORMOSUS	scleropages_formosus
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
XIPHOPHORUSCOUCHIANUS	xiphophorus_couchianus
POECILIAFORMOSA	poecilia_formosa
POECILIALATIPINNA	poecilia_latipinna
POECILIAMEXICANA	poecilia_mexicana
POECILIARETICULATA	poecilia_reticulata
GAMBUSIAAFFINIS	gambusia_affinis
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
CYPRINODONVARIEGATUS	cyprinodon_variegatus
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
ORYZIASLATIPESASM223469V1	oryzias_latipes_asm223469v1
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASMELASTIGMA	oryzias_melastigma
LABRUSBERGYLTA	labrus_bergylta
LABRUSBERGYLTA	labrus_bergylta
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
MONOPTERUSALBUS	monopterus_albus
ANABASTESTUDINEUS	anabas_testudineus
AMPHIPRIONPERCULA	amphiprion_percula
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
HAPLOCHROMISBURTONI	haplochromis_burtoni
MAYLANDIAZEBRA	maylandia_zebra
PUNDAMILIANYEREREI	pundamilia_nyererei
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
OREOCHROMISNILOTICUS	oreochromis_niloticus
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
MASTACEMBELUSARMATUS	mastacembelus_armatus
SERIOLADUMERILI	seriola_dumerili
SERIOLALALANDIDORSALIS	seriola_lalandi_dorsalis
MOLAMOLA	mola_mola
TAKIFUGURUBRIPES	takifugu_rubripes
HIPPOCAMPUSCOMES	hippocampus_comes
PERIOPHTHALMUSMAGNUSPINNATUS	periophthalmus_magnuspinnatus
GADUSMORHUA	gadus_morhua
ESOXLUCIUS	esox_lucius
DANIORERIO	danio_rerio
ICTALURUSPUNCTATUS	ictalurus_punctatus
TETRAODONNIGROVIRIDIS	tetraodon_nigroviridis
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
LEPISOSTEUSOCULATUS	lepisosteus_oculatus
POGONAVITTICEPS	pogona_vitticeps
ANOLISCAROLINENSIS	anolis_carolinensis
NOTECHISSCUTATUS	notechis_scutatus
SALVATORMERIANAE	salvator_merianae
SPHENODONPUNCTATUS	sphenodon_punctatus
CALIDRISPUGNAX	calidris_pugnax
MANACUSVITELLINUS	manacus_vitellinus
MELOPSITTACUSUNDULATUS	melopsittacus_undulatus
CALIDRISPYGMAEA	calidris_pygmaea
GALLUSGALLUS	gallus_gallus
COTURNIXJAPONICA	coturnix_japonica
NUMIDAMELEAGRIS	numida_meleagris
APTERYXOWENII	apteryx_owenii
APTERYXHAASTII	apteryx_haastii
APTERYXROWI	apteryx_rowi
DROMAIUSNOVAEHOLLANDIAE	dromaius_novaehollandiae
LEPIDOTHRIXCORONATA	lepidothrix_coronata
JUNCOHYEMALIS	junco_hyemalis
CYANISTESCAERULEUS	cyanistes_caeruleus
PARUSMAJOR	parus_major
LONCHURASTRIATADOMESTICA	lonchura_striata_domestica
TAENIOPYGIAGUTTATA	taeniopygia_guttata
SERINUSCANARIA	serinus_canaria
ANSERBRACHYRHYNCHUS	anser_brachyrhynchus
ANASPLATYRHYNCHOSPLATYRHYNCHOS	anas_platyrhynchos_platyrhynchos
NOTHOPROCTAPERDICARIA	nothoprocta_perdicaria
CROCODYLUSPOROSUS	crocodylus_porosus
GOPHERUSAGASSIZII	gopherus_agassizii
CHELONOIDISABINGDONII	chelonoidis_abingdonii
CHRYSEMYSPICTABELLII	chrysemys_picta_bellii
PELODISCUSSINENSIS	pelodiscus_sinensis
CRICETULUSGRISEUSCRIGRI	cricetulus_griseus_crigri
MESOCRICETUSAURATUS	mesocricetus_auratus
MICROTUSOCHROGASTER	microtus_ochrogaster
MUSMUSCULUS	mus_musculus
MUSSPRETUSSTRAINSPRETEIJ	mus_spretus_strain_spret/eij
MUSCAROLISTRAINCAROLIEIJ	mus_caroli_strain_caroli_eij
MUSPAHARI	mus_pahari
RATTUSNORVEGICUS	rattus_norvegicus
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
DIPODOMYSORDII	dipodomys_ordii
CAVIAPORCELLUS	cavia_porcellus
CAVIAAPEREA	cavia_aperea
OCTODONDEGUS	octodon_degus
HETEROCEPHALUSGLABERFEMALE	heterocephalus_glaber_female
HETEROCEPHALUSGLABERMALE	heterocephalus_glaber_male
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
PROPITHECUSCOQUERELI	propithecus_coquereli
OTOLEMURGARNETTII	otolemur_garnettii
HOMOSAPIENS	homo_sapiens
NOMASCUSLEUCOGENYS	nomascus_leucogenys
MACACAMULATTA	macaca_mulatta
PAPIOANUBIS	papio_anubis
CEBUSCAPUCINUS	cebus_capucinus
MYOTISLUCIFUGUS	myotis_lucifugus
BISONBISONBISON	bison_bison_bison
URSUSAMERICANUS	ursus_americanus
AILUROPODAMELANOLEUCA	ailuropoda_melanoleuca
NEOVISONVISON	neovison_vison
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
LOXODONTAAFRICANA	loxodonta_africana
FUKOMYSDAMARENSIS	fukomys_damarensis
CHINCHILLALANIGERA	chinchilla_lanigera
CASTORCANADENSIS	castor_canadensis
CRICETULUSGRISEUSCRIGRIPICR	cricetulus_griseus_crigri-picr
CRICETULUSGRISEUSCHOK1GSHD	cricetulus_griseus_chok1gshd
PONGOABELII	pongo_abelii
SAIMIRIBOLIVIENSISBOLIVIENSIS	saimiri_boliviensis_boliviensis
VICUGNAPACOS	vicugna_pacos
TURSIOPSTRUNCATUS	tursiops_truncatus
CAPRAHIRCUS	capra_hircus
OVISARIES	ovis_aries
ERINACEUSEUROPAEUS	erinaceus_europaeus
PANTHERAPARDUS	panthera_pardus
PANTHERATIGRISALTAICA	panthera_tigris_altaica
PANPANISCUS	pan_paniscus
PANTROGLODYTES	pan_troglodytes
GORILLAGORILLA	gorilla_gorilla
THEROPITHECUSGELADA	theropithecus_gelada
CERCOCEBUSATYS	cercocebus_atys
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
MACACAFASCICULARIS	macaca_fascicularis
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
AOTUSNANCYMAAE	aotus_nancymaae
CALLITHRIXJACCHUS	callithrix_jacchus
CARLITOSYRICHTA	carlito_syrichta
PROLEMURSIMUS	prolemur_simus
MICROCEBUSMURINUS	microcebus_murinus
SPERMOPHILUSDAURICUS	spermophilus_dauricus
UROCITELLUSPARRYII	urocitellus_parryii
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
MARMOTAMARMOTAMARMOTA	marmota_marmota_marmota
MUSSPICILEGUS	mus_spicilegus
MERIONESUNGUICULATUS	meriones_unguiculatus
EQUUSASINUSASINUS	equus_asinus_asinus
EQUUSCABALLUS	equus_caballus
PTEROPUSVAMPYRUS	pteropus_vampyrus
OCHOTONAPRINCEPS	ochotona_princeps
TUPAIABELANGERI	tupaia_belangeri
PEROMYSCUSMANICULATUSBAIRDII	peromyscus_maniculatus_bairdii
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
RHINOPITHECUSBIETI	rhinopithecus_bieti
MACACANEMESTRINA	macaca_nemestrina
ECHINOPSTELFAIRI	echinops_telfairi
CHOLOEPUSHOFFMANNI	choloepus_hoffmanni
SUSSCROFA	sus_scrofa
BOSTAURUS	bos_taurus
URSUSMARITIMUS	ursus_maritimus
MUSTELAPUTORIUSFURO	mustela_putorius_furo
CANISLUPUSDINGO	canis_lupus_dingo
CANISLUPUSFAMILIARIS	canis_lupus_familiaris
VULPESVULPES	vulpes_vulpes
FELISCATUS	felis_catus
BOSMUTUS	bos_mutus
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
NOTAMACROPUSEUGENII	notamacropus_eugenii
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
CIONAINTESTINALIS	ciona_intestinalis
CIONASAVIGNYI	ciona_savignyi
CAENORHABDITISELEGANSSTRAINN2	caenorhabditis_elegans_strain_n2
CAENORHABDITISELEGANSSTRAINN2	caenorhabditis_elegans_strain_n2
DROSOPHILAMELANOGASTER	drosophila_melanogaster
