PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
MARMOTAMARMOTAMARMOTA	marmota_marmota_marmota
UROCITELLUSPARRYII	urocitellus_parryii
SPERMOPHILUSDAURICUS	spermophilus_dauricus
TUPAIABELANGERI	tupaia_belangeri
MICROCEBUSMURINUS	microcebus_murinus
PROPITHECUSCOQUERELI	propithecus_coquereli
PROLEMURSIMUS	prolemur_simus
OTOLEMURGARNETTII	otolemur_garnettii
MYOTISLUCIFUGUS	myotis_lucifugus
MYOTISLUCIFUGUS	myotis_lucifugus
PTEROPUSVAMPYRUS	pteropus_vampyrus
LOXODONTAAFRICANA	loxodonta_africana
ERINACEUSEUROPAEUS	erinaceus_europaeus
SOREXARANEUS	sorex_araneus
PANTHERAPARDUS	panthera_pardus
ECHINOPSTELFAIRI	echinops_telfairi
CAVIAPORCELLUS	cavia_porcellus
OCTODONDEGUS	octodon_degus
JACULUSJACULUS	jaculus_jaculus
CHOLOEPUSHOFFMANNI	choloepus_hoffmanni
CHOLOEPUSHOFFMANNI	choloepus_hoffmanni
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
APTERYXROWI	apteryx_rowi
APTERYXHAASTII	apteryx_haastii
APTERYXOWENII	apteryx_owenii
DROMAIUSNOVAEHOLLANDIAE	dromaius_novaehollandiae
NOTHOPROCTAPERDICARIA	nothoprocta_perdicaria
CALIDRISPUGNAX	calidris_pugnax
CALIDRISPUGNAX	calidris_pugnax
CALIDRISPYGMAEA	calidris_pygmaea
MELOPSITTACUSUNDULATUS	melopsittacus_undulatus
LEPIDOTHRIXCORONATA	lepidothrix_coronata
MANACUSVITELLINUS	manacus_vitellinus
LONCHURASTRIATADOMESTICA	lonchura_striata_domestica
TAENIOPYGIAGUTTATA	taeniopygia_guttata
SERINUSCANARIA	serinus_canaria
JUNCOHYEMALIS	junco_hyemalis
ZONOTRICHIAALBICOLLIS	zonotrichia_albicollis
CYANISTESCAERULEUS	cyanistes_caeruleus
PARUSMAJOR	parus_major
FICEDULAALBICOLLIS	ficedula_albicollis
ANSERBRACHYRHYNCHUS	anser_brachyrhynchus
ANASPLATYRHYNCHOSPLATYRHYNCHOS	anas_platyrhynchos_platyrhynchos
GALLUSGALLUS	gallus_gallus
COTURNIXJAPONICA	coturnix_japonica
MELEAGRISGALLOPAVO	meleagris_gallopavo
NUMIDAMELEAGRIS	numida_meleagris
CROCODYLUSPOROSUS	crocodylus_porosus
CHELONOIDISABINGDONII	chelonoidis_abingdonii
GOPHERUSAGASSIZII	gopherus_agassizii
CHRYSEMYSPICTABELLII	chrysemys_picta_bellii
PELODISCUSSINENSIS	pelodiscus_sinensis
POGONAVITTICEPS	pogona_vitticeps
ANOLISCAROLINENSIS	anolis_carolinensis
SALVATORMERIANAE	salvator_merianae
NOTECHISSCUTATUS	notechis_scutatus
SPHENODONPUNCTATUS	sphenodon_punctatus
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
PETROMYZONMARINUS	petromyzon_marinus
EPTATRETUSBURGERI	eptatretus_burgeri
CIONASAVIGNYI	ciona_savignyi
CIONAINTESTINALIS	ciona_intestinalis
