CAENORHABDITISELEGANSSTRAINN2	caenorhabditis_elegans_strain_n2
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ASTYANAXMEXICANUS	astyanax_mexicanus
ICTALURUSPUNCTATUS	ictalurus_punctatus
DANIORERIO	danio_rerio
SCLEROPAGESFORMOSUS	scleropages_formosus
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
LEPISOSTEUSOCULATUS	lepisosteus_oculatus
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
NOTAMACROPUSEUGENII	notamacropus_eugenii
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
CAPRAHIRCUS	capra_hircus
OVISARIES	ovis_aries
BOSMUTUS	bos_mutus
BOSTAURUS	bos_taurus
BISONBISONBISON	bison_bison_bison
TURSIOPSTRUNCATUS	tursiops_truncatus
VICUGNAPACOS	vicugna_pacos
SUSSCROFA	sus_scrofa
EQUUSASINUSASINUS	equus_asinus_asinus
EQUUSCABALLUS	equus_caballus
PTEROPUSVAMPYRUS	pteropus_vampyrus
MYOTISLUCIFUGUS	myotis_lucifugus
URSUSAMERICANUS	ursus_americanus
URSUSMARITIMUS	ursus_maritimus
AILUROPODAMELANOLEUCA	ailuropoda_melanoleuca
URSUSMARITIMUS	ursus_maritimus
URSUSAMERICANUS	ursus_americanus
NEOVISONVISON	neovison_vison
MUSTELAPUTORIUSFURO	mustela_putorius_furo
CANISLUPUSDINGO	canis_lupus_dingo
CANISLUPUSFAMILIARIS	canis_lupus_familiaris
VULPESVULPES	vulpes_vulpes
PANTHERAPARDUS	panthera_pardus
PANTHERATIGRISALTAICA	panthera_tigris_altaica
FELISCATUS	felis_catus
ERINACEUSEUROPAEUS	erinaceus_europaeus
CHINCHILLALANIGERA	chinchilla_lanigera
OCTODONDEGUS	octodon_degus
CAVIAPORCELLUS	cavia_porcellus
CAVIAAPEREA	cavia_aperea
HETEROCEPHALUSGLABERMALE	heterocephalus_glaber_male
HETEROCEPHALUSGLABERFEMALE	heterocephalus_glaber_female
FUKOMYSDAMARENSIS	fukomys_damarensis
MARMOTAMARMOTAMARMOTA	marmota_marmota_marmota
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
SPERMOPHILUSDAURICUS	spermophilus_dauricus
UROCITELLUSPARRYII	urocitellus_parryii
MUSMUSCULUS	mus_musculus
MUSSPRETUSSTRAINSPRETEIJ	mus_spretus_strain_spret/eij
MUSSPICILEGUS	mus_spicilegus
MUSCAROLISTRAINCAROLIEIJ	mus_caroli_strain_caroli_eij
MUSPAHARI	mus_pahari
RATTUSNORVEGICUS	rattus_norvegicus
MERIONESUNGUICULATUS	meriones_unguiculatus
MERIONESUNGUICULATUS	meriones_unguiculatus
CRICETULUSGRISEUSCHOK1GSHD	cricetulus_griseus_chok1gshd
CRICETULUSGRISEUSCRIGRI	cricetulus_griseus_crigri
CRICETULUSGRISEUSCRIGRIPICR	cricetulus_griseus_crigri-picr
MESOCRICETUSAURATUS	mesocricetus_auratus
MICROTUSOCHROGASTER	microtus_ochrogaster
PEROMYSCUSMANICULATUSBAIRDII	peromyscus_maniculatus_bairdii
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
DIPODOMYSORDII	dipodomys_ordii
CASTORCANADENSIS	castor_canadensis
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
OCHOTONAPRINCEPS	ochotona_princeps
MACACAFASCICULARIS	macaca_fascicularis
MACACAMULATTA	macaca_mulatta
MACACANEMESTRINA	macaca_nemestrina
THEROPITHECUSGELADA	theropithecus_gelada
PAPIOANUBIS	papio_anubis
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
CERCOCEBUSATYS	cercocebus_atys
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
RHINOPITHECUSBIETI	rhinopithecus_bieti
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
GORILLAGORILLA	gorilla_gorilla
HOMOSAPIENS	homo_sapiens
PANPANISCUS	pan_paniscus
PANTROGLODYTES	pan_troglodytes
PONGOABELII	pongo_abelii
NOMASCUSLEUCOGENYS	nomascus_leucogenys
SAIMIRIBOLIVIENSISBOLIVIENSIS	saimiri_boliviensis_boliviensis
CEBUSCAPUCINUS	cebus_capucinus
CALLITHRIXJACCHUS	callithrix_jacchus
AOTUSNANCYMAAE	aotus_nancymaae
CARLITOSYRICHTA	carlito_syrichta
CARLITOSYRICHTA	carlito_syrichta
PROLEMURSIMUS	prolemur_simus
MICROCEBUSMURINUS	microcebus_murinus
PROPITHECUSCOQUERELI	propithecus_coquereli
OTOLEMURGARNETTII	otolemur_garnettii
TUPAIABELANGERI	tupaia_belangeri
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
LOXODONTAAFRICANA	loxodonta_africana
PROCAVIACAPENSIS	procavia_capensis
ECHINOPSTELFAIRI	echinops_telfairi
SOREXARANEUS	sorex_araneus
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
ANOLISCAROLINENSIS	anolis_carolinensis
POGONAVITTICEPS	pogona_vitticeps
NOTECHISSCUTATUS	notechis_scutatus
SALVATORMERIANAE	salvator_merianae
SPHENODONPUNCTATUS	sphenodon_punctatus
APTERYXOWENII	apteryx_owenii
APTERYXROWI	apteryx_rowi
APTERYXHAASTII	apteryx_haastii
DROMAIUSNOVAEHOLLANDIAE	dromaius_novaehollandiae
NOTHOPROCTAPERDICARIA	nothoprocta_perdicaria
COTURNIXJAPONICA	coturnix_japonica
MELEAGRISGALLOPAVO	meleagris_gallopavo
GALLUSGALLUS	gallus_gallus
NUMIDAMELEAGRIS	numida_meleagris
ANSERBRACHYRHYNCHUS	anser_brachyrhynchus
ANASPLATYRHYNCHOSPLATYRHYNCHOS	anas_platyrhynchos_platyrhynchos
LONCHURASTRIATADOMESTICA	lonchura_striata_domestica
TAENIOPYGIAGUTTATA	taeniopygia_guttata
JUNCOHYEMALIS	junco_hyemalis
ZONOTRICHIAALBICOLLIS	zonotrichia_albicollis
SERINUSCANARIA	serinus_canaria
PARUSMAJOR	parus_major
CYANISTESCAERULEUS	cyanistes_caeruleus
FICEDULAALBICOLLIS	ficedula_albicollis
MANACUSVITELLINUS	manacus_vitellinus
MANACUSVITELLINUS	manacus_vitellinus
LEPIDOTHRIXCORONATA	lepidothrix_coronata
MELOPSITTACUSUNDULATUS	melopsittacus_undulatus
CALIDRISPYGMAEA	calidris_pygmaea
CALIDRISPUGNAX	calidris_pugnax
CROCODYLUSPOROSUS	crocodylus_porosus
GOPHERUSAGASSIZII	gopherus_agassizii
CHELONOIDISABINGDONII	chelonoidis_abingdonii
CHRYSEMYSPICTABELLII	chrysemys_picta_bellii
PELODISCUSSINENSIS	pelodiscus_sinensis
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
MOLAMOLA	mola_mola
TETRAODONNIGROVIRIDIS	tetraodon_nigroviridis
HIPPOCAMPUSCOMES	hippocampus_comes
HIPPOCAMPUSCOMES	hippocampus_comes
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
CYPRINODONVARIEGATUS	cyprinodon_variegatus
POECILIAFORMOSA	poecilia_formosa
POECILIAMEXICANA	poecilia_mexicana
POECILIARETICULATA	poecilia_reticulata
POECILIALATIPINNA	poecilia_latipinna
XIPHOPHORUSCOUCHIANUS	xiphophorus_couchianus
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
GAMBUSIAAFFINIS	gambusia_affinis
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPESASM223469V1	oryzias_latipes_asm223469v1
ORYZIASMELASTIGMA	oryzias_melastigma
PUNDAMILIANYEREREI	pundamilia_nyererei
MAYLANDIAZEBRA	maylandia_zebra
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
HAPLOCHROMISBURTONI	haplochromis_burtoni
OREOCHROMISNILOTICUS	oreochromis_niloticus
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
AMPHIPRIONPERCULA	amphiprion_percula
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
GASTEROSTEUSACULEATUS	gasterosteus_aculeatus
LABRUSBERGYLTA	labrus_bergylta
SERIOLALALANDIDORSALIS	seriola_lalandi_dorsalis
SERIOLADUMERILI	seriola_dumerili
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
MASTACEMBELUSARMATUS	mastacembelus_armatus
MONOPTERUSALBUS	monopterus_albus
ANABASTESTUDINEUS	anabas_testudineus
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
PERIOPHTHALMUSMAGNUSPINNATUS	periophthalmus_magnuspinnatus
GADUSMORHUA	gadus_morhua
ESOXLUCIUS	esox_lucius
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ASTYANAXMEXICANUS	astyanax_mexicanus
ICTALURUSPUNCTATUS	ictalurus_punctatus
DANIORERIO	danio_rerio
SCLEROPAGESFORMOSUS	scleropages_formosus
EPTATRETUSBURGERI	eptatretus_burgeri
CIONASAVIGNYI	ciona_savignyi
CIONAINTESTINALIS	ciona_intestinalis
