SCLEROPAGESFORMOSUS	scleropages_formosus
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
CYPRINODONVARIEGATUS	cyprinodon_variegatus
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
XIPHOPHORUSCOUCHIANUS	xiphophorus_couchianus
GAMBUSIAAFFINIS	gambusia_affinis
POECILIAFORMOSA	poecilia_formosa
POECILIAMEXICANA	poecilia_mexicana
POECILIALATIPINNA	poecilia_latipinna
POECILIARETICULATA	poecilia_reticulata
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPESASM223469V1	oryzias_latipes_asm223469v1
ORYZIASMELASTIGMA	oryzias_melastigma
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
MAYLANDIAZEBRA	maylandia_zebra
PUNDAMILIANYEREREI	pundamilia_nyererei
HAPLOCHROMISBURTONI	haplochromis_burtoni
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
MONOPTERUSALBUS	monopterus_albus
MASTACEMBELUSARMATUS	mastacembelus_armatus
ANABASTESTUDINEUS	anabas_testudineus
SERIOLADUMERILI	seriola_dumerili
SERIOLALALANDIDORSALIS	seriola_lalandi_dorsalis
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
LABRUSBERGYLTA	labrus_bergylta
GADUSMORHUA	gadus_morhua
ESOXLUCIUS	esox_lucius
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
ASTYANAXMEXICANUS	astyanax_mexicanus
ICTALURUSPUNCTATUS	ictalurus_punctatus
DANIORERIO	danio_rerio
LEPISOSTEUSOCULATUS	lepisosteus_oculatus
APTERYXHAASTII	apteryx_haastii
APTERYXOWENII	apteryx_owenii
APTERYXROWI	apteryx_rowi
DROMAIUSNOVAEHOLLANDIAE	dromaius_novaehollandiae
NOTHOPROCTAPERDICARIA	nothoprocta_perdicaria
ANASPLATYRHYNCHOSPLATYRHYNCHOS	anas_platyrhynchos_platyrhynchos
ANSERBRACHYRHYNCHUS	anser_brachyrhynchus
MELEAGRISGALLOPAVO	meleagris_gallopavo
COTURNIXJAPONICA	coturnix_japonica
GALLUSGALLUS	gallus_gallus
NUMIDAMELEAGRIS	numida_meleagris
LEPIDOTHRIXCORONATA	lepidothrix_coronata
MANACUSVITELLINUS	manacus_vitellinus
LONCHURASTRIATADOMESTICA	lonchura_striata_domestica
TAENIOPYGIAGUTTATA	taeniopygia_guttata
SERINUSCANARIA	serinus_canaria
FICEDULAALBICOLLIS	ficedula_albicollis
CYANISTESCAERULEUS	cyanistes_caeruleus
PARUSMAJOR	parus_major
ZONOTRICHIAALBICOLLIS	zonotrichia_albicollis
JUNCOHYEMALIS	junco_hyemalis
CALIDRISPUGNAX	calidris_pugnax
CALIDRISPYGMAEA	calidris_pygmaea
MELOPSITTACUSUNDULATUS	melopsittacus_undulatus
CROCODYLUSPOROSUS	crocodylus_porosus
GOPHERUSAGASSIZII	gopherus_agassizii
CHELONOIDISABINGDONII	chelonoidis_abingdonii
CHRYSEMYSPICTABELLII	chrysemys_picta_bellii
PELODISCUSSINENSIS	pelodiscus_sinensis
POGONAVITTICEPS	pogona_vitticeps
ANOLISCAROLINENSIS	anolis_carolinensis
NOTECHISSCUTATUS	notechis_scutatus
SALVATORMERIANAE	salvator_merianae
SPHENODONPUNCTATUS	sphenodon_punctatus
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
NOTAMACROPUSEUGENII	notamacropus_eugenii
MONODELPHISDOMESTICA	monodelphis_domestica
SARCOPHILUSHARRISII	sarcophilus_harrisii
LOXODONTAAFRICANA	loxodonta_africana
PROCAVIACAPENSIS	procavia_capensis
ECHINOPSTELFAIRI	echinops_telfairi
CHOLOEPUSHOFFMANNI	choloepus_hoffmanni
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
URSUSMARITIMUS	ursus_maritimus
URSUSAMERICANUS	ursus_americanus
AILUROPODAMELANOLEUCA	ailuropoda_melanoleuca
MUSTELAPUTORIUSFURO	mustela_putorius_furo
NEOVISONVISON	neovison_vison
CANISLUPUSDINGO	canis_lupus_dingo
CANISLUPUSFAMILIARIS	canis_lupus_familiaris
VULPESVULPES	vulpes_vulpes
PANTHERATIGRISALTAICA	panthera_tigris_altaica
PANTHERAPARDUS	panthera_pardus
FELISCATUS	felis_catus
EQUUSASINUSASINUS	equus_asinus_asinus
EQUUSCABALLUS	equus_caballus
SUSSCROFA	sus_scrofa
VICUGNAPACOS	vicugna_pacos
BOSTAURUS	bos_taurus
BOSMUTUS	bos_mutus
BISONBISONBISON	bison_bison_bison
OVISARIES	ovis_aries
CAPRAHIRCUS	capra_hircus
TURSIOPSTRUNCATUS	tursiops_truncatus
MYOTISLUCIFUGUS	myotis_lucifugus
PTEROPUSVAMPYRUS	pteropus_vampyrus
ERINACEUSEUROPAEUS	erinaceus_europaeus
SOREXARANEUS	sorex_araneus
PANTROGLODYTES	pan_troglodytes
PANPANISCUS	pan_paniscus
GORILLAGORILLA	gorilla_gorilla
HOMOSAPIENS	homo_sapiens
PONGOABELII	pongo_abelii
NOMASCUSLEUCOGENYS	nomascus_leucogenys
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
RHINOPITHECUSBIETI	rhinopithecus_bieti
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
PAPIOANUBIS	papio_anubis
THEROPITHECUSGELADA	theropithecus_gelada
CERCOCEBUSATYS	cercocebus_atys
MACACAFASCICULARIS	macaca_fascicularis
MACACAMULATTA	macaca_mulatta
MACACANEMESTRINA	macaca_nemestrina
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
CEBUSCAPUCINUS	cebus_capucinus
CALLITHRIXJACCHUS	callithrix_jacchus
SAIMIRIBOLIVIENSISBOLIVIENSIS	saimiri_boliviensis_boliviensis
AOTUSNANCYMAAE	aotus_nancymaae
CARLITOSYRICHTA	carlito_syrichta
PROLEMURSIMUS	prolemur_simus
PROPITHECUSCOQUERELI	propithecus_coquereli
MICROCEBUSMURINUS	microcebus_murinus
OTOLEMURGARNETTII	otolemur_garnettii
CASTORCANADENSIS	castor_canadensis
DIPODOMYSORDII	dipodomys_ordii
PEROMYSCUSMANICULATUSBAIRDII	peromyscus_maniculatus_bairdii
MICROTUSOCHROGASTER	microtus_ochrogaster
CRICETULUSGRISEUSCRIGRI	cricetulus_griseus_crigri
CRICETULUSGRISEUSCHOK1GSHD	cricetulus_griseus_chok1gshd
CRICETULUSGRISEUSCRIGRIPICR	cricetulus_griseus_crigri-picr
MESOCRICETUSAURATUS	mesocricetus_auratus
MUSSPICILEGUS	mus_spicilegus
MUSSPRETUSSTRAINSPRETEIJ	mus_spretus_strain_spret/eij
MUSMUSCULUS	mus_musculus
MUSCAROLISTRAINCAROLIEIJ	mus_caroli_strain_caroli_eij
MUSPAHARI	mus_pahari
RATTUSNORVEGICUS	rattus_norvegicus
MERIONESUNGUICULATUS	meriones_unguiculatus
MERIONESUNGUICULATUS	meriones_unguiculatus
NANNOSPALAXGALILI	nannospalax_galili
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
SPERMOPHILUSDAURICUS	spermophilus_dauricus
MARMOTAMARMOTAMARMOTA	marmota_marmota_marmota
CHINCHILLALANIGERA	chinchilla_lanigera
OCTODONDEGUS	octodon_degus
CAVIAPORCELLUS	cavia_porcellus
CAVIAAPEREA	cavia_aperea
HETEROCEPHALUSGLABERFEMALE	heterocephalus_glaber_female
HETEROCEPHALUSGLABERMALE	heterocephalus_glaber_male
FUKOMYSDAMARENSIS	fukomys_damarensis
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
OCHOTONAPRINCEPS	ochotona_princeps
TUPAIABELANGERI	tupaia_belangeri
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
EPTATRETUSBURGERI	eptatretus_burgeri
EPTATRETUSBURGERI	eptatretus_burgeri
PETROMYZONMARINUS	petromyzon_marinus
CIONAINTESTINALIS	ciona_intestinalis
DROSOPHILAMELANOGASTER	drosophila_melanogaster
