PYGOCENTRUSNATTERERI	pygocentrus_nattereri
MYOTISLUCIFUGUS	myotis_lucifugus
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
GORILLAGORILLA	gorilla_gorilla
NOMASCUSLEUCOGENYS	nomascus_leucogenys
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
PANPANISCUS	pan_paniscus
HOMOSAPIENS	homo_sapiens
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
MICROCEBUSMURINUS	microcebus_murinus
OTOLEMURGARNETTII	otolemur_garnettii
DIPODOMYSORDII	dipodomys_ordii
MUSTELAPUTORIUSFURO	mustela_putorius_furo
CANISLUPUSDINGO	canis_lupus_dingo
CAPRAHIRCUS	capra_hircus
EQUUSCABALLUS	equus_caballus
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
RHINOPITHECUSBIETI	rhinopithecus_bieti
MACACAFASCICULARIS	macaca_fascicularis
MACACAMULATTA	macaca_mulatta
CERCOCEBUSATYS	cercocebus_atys
MACACAFASCICULARIS	macaca_fascicularis
MACACAMULATTA	macaca_mulatta
MACACANEMESTRINA	macaca_nemestrina
PAPIOANUBIS	papio_anubis
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
MICROCEBUSMURINUS	microcebus_murinus
CASTORCANADENSIS	castor_canadensis
URSUSMARITIMUS	ursus_maritimus
VULPESVULPES	vulpes_vulpes
OVISARIES	ovis_aries
MELEAGRISGALLOPAVO	meleagris_gallopavo
GALLUSGALLUS	gallus_gallus
PARUSMAJOR	parus_major
CYANISTESCAERULEUS	cyanistes_caeruleus
TAENIOPYGIAGUTTATA	taeniopygia_guttata
FICEDULAALBICOLLIS	ficedula_albicollis
LOXODONTAAFRICANA	loxodonta_africana
CHRYSEMYSPICTABELLII	chrysemys_picta_bellii
CHRYSEMYSPICTABELLII	chrysemys_picta_bellii
SPHENODONPUNCTATUS	sphenodon_punctatus
CHELONOIDISABINGDONII	chelonoidis_abingdonii
CROCODYLUSPOROSUS	crocodylus_porosus
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
PELODISCUSSINENSIS	pelodiscus_sinensis
RATTUSNORVEGICUS	rattus_norvegicus
URSUSMARITIMUS	ursus_maritimus
CANISLUPUSFAMILIARIS	canis_lupus_familiaris
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
STEGASTESPARTITUS	stegastes_partitus
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
SCLEROPAGESFORMOSUS	scleropages_formosus
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
PETROMYZONMARINUS	petromyzon_marinus
EPTATRETUSBURGERI	eptatretus_burgeri
