PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
ANOLISCAROLINENSIS	anolis_carolinensis
POGONAVITTICEPS	pogona_vitticeps
NOTECHISSCUTATUS	notechis_scutatus
SALVATORMERIANAE	salvator_merianae
SPHENODONPUNCTATUS	sphenodon_punctatus
MANACUSVITELLINUS	manacus_vitellinus
LEPIDOTHRIXCORONATA	lepidothrix_coronata
TAENIOPYGIAGUTTATA	taeniopygia_guttata
LONCHURASTRIATADOMESTICA	lonchura_striata_domestica
SERINUSCANARIA	serinus_canaria
PARUSMAJOR	parus_major
CYANISTESCAERULEUS	cyanistes_caeruleus
FICEDULAALBICOLLIS	ficedula_albicollis
JUNCOHYEMALIS	junco_hyemalis
ZONOTRICHIAALBICOLLIS	zonotrichia_albicollis
MELOPSITTACUSUNDULATUS	melopsittacus_undulatus
CALIDRISPYGMAEA	calidris_pygmaea
CALIDRISPUGNAX	calidris_pugnax
ANASPLATYRHYNCHOSPLATYRHYNCHOS	anas_platyrhynchos_platyrhynchos
ANSERBRACHYRHYNCHUS	anser_brachyrhynchus
MELEAGRISGALLOPAVO	meleagris_gallopavo
COTURNIXJAPONICA	coturnix_japonica
GALLUSGALLUS	gallus_gallus
NUMIDAMELEAGRIS	numida_meleagris
APTERYXOWENII	apteryx_owenii
APTERYXHAASTII	apteryx_haastii
APTERYXROWI	apteryx_rowi
DROMAIUSNOVAEHOLLANDIAE	dromaius_novaehollandiae
NOTHOPROCTAPERDICARIA	nothoprocta_perdicaria
CROCODYLUSPOROSUS	crocodylus_porosus
GOPHERUSAGASSIZII	gopherus_agassizii
CHELONOIDISABINGDONII	chelonoidis_abingdonii
CHRYSEMYSPICTABELLII	chrysemys_picta_bellii
PELODISCUSSINENSIS	pelodiscus_sinensis
EQUUSASINUSASINUS	equus_asinus_asinus
EQUUSCABALLUS	equus_caballus
MUSTELAPUTORIUSFURO	mustela_putorius_furo
NEOVISONVISON	neovison_vison
URSUSAMERICANUS	ursus_americanus
URSUSMARITIMUS	ursus_maritimus
AILUROPODAMELANOLEUCA	ailuropoda_melanoleuca
CANISLUPUSFAMILIARIS	canis_lupus_familiaris
CANISLUPUSDINGO	canis_lupus_dingo
VULPESVULPES	vulpes_vulpes
PANTHERATIGRISALTAICA	panthera_tigris_altaica
PANTHERAPARDUS	panthera_pardus
FELISCATUS	felis_catus
BOSMUTUS	bos_mutus
BOSTAURUS	bos_taurus
BISONBISONBISON	bison_bison_bison
CAPRAHIRCUS	capra_hircus
OVISARIES	ovis_aries
TURSIOPSTRUNCATUS	tursiops_truncatus
SUSSCROFA	sus_scrofa
VICUGNAPACOS	vicugna_pacos
PTEROPUSVAMPYRUS	pteropus_vampyrus
MYOTISLUCIFUGUS	myotis_lucifugus
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
SAIMIRIBOLIVIENSISBOLIVIENSIS	saimiri_boliviensis_boliviensis
CEBUSCAPUCINUS	cebus_capucinus
CALLITHRIXJACCHUS	callithrix_jacchus
AOTUSNANCYMAAE	aotus_nancymaae
PANPANISCUS	pan_paniscus
PANTROGLODYTES	pan_troglodytes
HOMOSAPIENS	homo_sapiens
GORILLAGORILLA	gorilla_gorilla
NOMASCUSLEUCOGENYS	nomascus_leucogenys
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
RHINOPITHECUSBIETI	rhinopithecus_bieti
COLOBUSANGOLENSISPALLIATUS	colobus_angolensis_palliatus
RHINOPITHECUSROXELLANA	rhinopithecus_roxellana
RHINOPITHECUSBIETI	rhinopithecus_bieti
PAPIOANUBIS	papio_anubis
THEROPITHECUSGELADA	theropithecus_gelada
MANDRILLUSLEUCOPHAEUS	mandrillus_leucophaeus
MACACAFASCICULARIS	macaca_fascicularis
CHLOROCEBUSSABAEUS	chlorocebus_sabaeus
MACACAMULATTA	macaca_mulatta
CERCOCEBUSATYS	cercocebus_atys
MACACANEMESTRINA	macaca_nemestrina
PILIOCOLOBUSTEPHROSCELES	piliocolobus_tephrosceles
PONGOABELII	pongo_abelii
CARLITOSYRICHTA	carlito_syrichta
PROPITHECUSCOQUERELI	propithecus_coquereli
PROLEMURSIMUS	prolemur_simus
MICROCEBUSMURINUS	microcebus_murinus
OTOLEMURGARNETTII	otolemur_garnettii
SPERMOPHILUSDAURICUS	spermophilus_dauricus
UROCITELLUSPARRYII	urocitellus_parryii
MARMOTAMARMOTAMARMOTA	marmota_marmota_marmota
CASTORCANADENSIS	castor_canadensis
MUSSPRETUSSTRAINSPRETEIJ	mus_spretus_strain_spret/eij
MUSSPICILEGUS	mus_spicilegus
MUSMUSCULUS	mus_musculus
MUSCAROLISTRAINCAROLIEIJ	mus_caroli_strain_caroli_eij
MUSPAHARI	mus_pahari
RATTUSNORVEGICUS	rattus_norvegicus
RATTUSNORVEGICUS	rattus_norvegicus
MERIONESUNGUICULATUS	meriones_unguiculatus
CRICETULUSGRISEUSCHOK1GSHD	cricetulus_griseus_chok1gshd
CRICETULUSGRISEUSCRIGRI	cricetulus_griseus_crigri
CRICETULUSGRISEUSCRIGRIPICR	cricetulus_griseus_crigri-picr
PEROMYSCUSMANICULATUSBAIRDII	peromyscus_maniculatus_bairdii
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
CAVIAPORCELLUS	cavia_porcellus
CAVIAAPEREA	cavia_aperea
OCTODONDEGUS	octodon_degus
FUKOMYSDAMARENSIS	fukomys_damarensis
HETEROCEPHALUSGLABERMALE	heterocephalus_glaber_male
TUPAIABELANGERI	tupaia_belangeri
ERINACEUSEUROPAEUS	erinaceus_europaeus
CHOLOEPUSHOFFMANNI	choloepus_hoffmanni
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
LOXODONTAAFRICANA	loxodonta_africana
PROCAVIACAPENSIS	procavia_capensis
ECHINOPSTELFAIRI	echinops_telfairi
OCHOTONAPRINCEPS	ochotona_princeps
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
NOTAMACROPUSEUGENII	notamacropus_eugenii
SARCOPHILUSHARRISII	sarcophilus_harrisii
MONODELPHISDOMESTICA	monodelphis_domestica
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
EPTATRETUSBURGERI	eptatretus_burgeri
CIONASAVIGNYI	ciona_savignyi
CIONAINTESTINALIS	ciona_intestinalis
DROSOPHILAMELANOGASTER	drosophila_melanogaster
DROSOPHILAMELANOGASTER	drosophila_melanogaster
SACCHAROMYCESCEREVISIAE	saccharomyces_cerevisiae
