ANOLISCAROLINENSIS	anolis_carolinensis
SAIMIRIBOLIVIENSISBOLIVIENSIS	saimiri_boliviensis_boliviensis
CALLITHRIXJACCHUS	callithrix_jacchus
CEBUSCAPUCINUS	cebus_capucinus
AOTUSNANCYMAAE	aotus_nancymaae
CARLITOSYRICHTA	carlito_syrichta
PROPITHECUSCOQUERELI	propithecus_coquereli
PROLEMURSIMUS	prolemur_simus
MICROCEBUSMURINUS	microcebus_murinus
OTOLEMURGARNETTII	otolemur_garnettii
TUPAIABELANGERI	tupaia_belangeri
BOSMUTUS	bos_mutus
BOSTAURUS	bos_taurus
BISONBISONBISON	bison_bison_bison
CAPRAHIRCUS	capra_hircus
OVISARIES	ovis_aries
TURSIOPSTRUNCATUS	tursiops_truncatus
VICUGNAPACOS	vicugna_pacos
SUSSCROFA	sus_scrofa
URSUSAMERICANUS	ursus_americanus
URSUSMARITIMUS	ursus_maritimus
AILUROPODAMELANOLEUCA	ailuropoda_melanoleuca
MUSTELAPUTORIUSFURO	mustela_putorius_furo
NEOVISONVISON	neovison_vison
CANISLUPUSDINGO	canis_lupus_dingo
CANISLUPUSFAMILIARIS	canis_lupus_familiaris
VULPESVULPES	vulpes_vulpes
PANTHERATIGRISALTAICA	panthera_tigris_altaica
PANTHERAPARDUS	panthera_pardus
FELISCATUS	felis_catus
EQUUSCABALLUS	equus_caballus
EQUUSASINUSASINUS	equus_asinus_asinus
MYOTISLUCIFUGUS	myotis_lucifugus
PTEROPUSVAMPYRUS	pteropus_vampyrus
ERINACEUSEUROPAEUS	erinaceus_europaeus
SOREXARANEUS	sorex_araneus
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
SCLEROPAGESFORMOSUS	scleropages_formosus
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
GADUSMORHUA	gadus_morhua
GASTEROSTEUSACULEATUS	gasterosteus_aculeatus
LABRUSBERGYLTA	labrus_bergylta
TAKIFUGURUBRIPES	takifugu_rubripes
TETRAODONNIGROVIRIDIS	tetraodon_nigroviridis
MOLAMOLA	mola_mola
SCOPHTHALMUSMAXIMUS	scophthalmus_maximus
CYNOGLOSSUSSEMILAEVIS	cynoglossus_semilaevis
SERIOLADUMERILI	seriola_dumerili
SERIOLALALANDIDORSALIS	seriola_lalandi_dorsalis
MONOPTERUSALBUS	monopterus_albus
MASTACEMBELUSARMATUS	mastacembelus_armatus
ANABASTESTUDINEUS	anabas_testudineus
AMPHIPRIONOCELLARIS	amphiprion_ocellaris
AMPHIPRIONPERCULA	amphiprion_percula
ACANTHOCHROMISPOLYACANTHUS	acanthochromis_polyacanthus
STEGASTESPARTITUS	stegastes_partitus
MAYLANDIAZEBRA	maylandia_zebra
ASTATOTILAPIACALLIPTERA	astatotilapia_calliptera
PUNDAMILIANYEREREI	pundamilia_nyererei
HAPLOCHROMISBURTONI	haplochromis_burtoni
NEOLAMPROLOGUSBRICHARDI	neolamprologus_brichardi
OREOCHROMISNILOTICUS	oreochromis_niloticus
AMPHILOPHUSCITRINELLUS	amphilophus_citrinellus
POECILIAFORMOSA	poecilia_formosa
POECILIAMEXICANA	poecilia_mexicana
POECILIALATIPINNA	poecilia_latipinna
POECILIARETICULATA	poecilia_reticulata
XIPHOPHORUSCOUCHIANUS	xiphophorus_couchianus
XIPHOPHORUSMACULATUS	xiphophorus_maculatus
GAMBUSIAAFFINIS	gambusia_affinis
CYPRINODONVARIEGATUS	cyprinodon_variegatus
FUNDULUSHETEROCLITUS	fundulus_heteroclitus
KRYPTOLEBIASMARMORATUS	kryptolebias_marmoratus
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPES	oryzias_latipes
ORYZIASLATIPESASM223469V1	oryzias_latipes_asm223469v1
ORYZIASMELASTIGMA	oryzias_melastigma
PERIOPHTHALMUSMAGNUSPINNATUS	periophthalmus_magnuspinnatus
HIPPOCAMPUSCOMES	hippocampus_comes
ESOXLUCIUS	esox_lucius
DANIORERIO	danio_rerio
ICTALURUSPUNCTATUS	ictalurus_punctatus
PARAMORMYROPSKINGSLEYAE	paramormyrops_kingsleyae
SCLEROPAGESFORMOSUS	scleropages_formosus
LEPISOSTEUSOCULATUS	lepisosteus_oculatus
ASTYANAXMEXICANUS	astyanax_mexicanus
PYGOCENTRUSNATTERERI	pygocentrus_nattereri
PETROMYZONMARINUS	petromyzon_marinus
PETROMYZONMARINUS	petromyzon_marinus
EPTATRETUSBURGERI	eptatretus_burgeri
