SCLEROPAGESFORMOSUS	scleropages_formosus
SAIMIRIBOLIVIENSIS	saimiri_boliviensis
CEBUSCAPUCINUS	cebus_capucinus
CALLITHRIXJACCHUS	callithrix_jacchus
AOTUSNANCYMAAE	aotus_nancymaae
DIPODOMYSORDII	dipodomys_ordii
TUPAIABELANGERI	tupaia_belangeri
CHINCHILLALANIGERA	chinchilla_lanigera
OCTODONDEGUS	octodon_degus
CAVIAPORCELLUS	cavia_porcellus
CAVIAAPEREA	cavia_aperea
HETEROCEPHALUSGLABER	heterocephalus_glaber
HETEROCEPHALUSGLABER	heterocephalus_glaber
HETEROCEPHALUSGLABER	heterocephalus_glaber
HETEROCEPHALUSGLABER	heterocephalus_glaber
FUKOMYSDAMARENSIS	fukomys_damarensis
ICTIDOMYSTRIDECEMLINEATUS	ictidomys_tridecemlineatus
UROCITELLUSPARRYII	urocitellus_parryii
MARMOTAMARMOTA	marmota_marmota
SPERMOPHILUSDAURICUS	spermophilus_dauricus
MUSMUSCULUS	mus_musculus
MUSSPICILEGUS	mus_spicilegus
MUSSPRETUS	mus_spretus
MUSCAROLI	mus_caroli
MUSPAHARI	mus_pahari
RATTUSNORVEGICUS	rattus_norvegicus
MERIONESUNGUICULATUS	meriones_unguiculatus
CRICETULUSGRISEUS	cricetulus_griseus
CRICETULUSGRISEUS	cricetulus_griseus
CRICETULUSGRISEUS	cricetulus_griseus
MESOCRICETUSAURATUS	mesocricetus_auratus
MICROTUSOCHROGASTER	microtus_ochrogaster
PEROMYSCUSMANICULATUS	peromyscus_maniculatus
NANNOSPALAXGALILI	nannospalax_galili
JACULUSJACULUS	jaculus_jaculus
CASTORCANADENSIS	castor_canadensis
OCHOTONAPRINCEPS	ochotona_princeps
ORYCTOLAGUSCUNICULUS	oryctolagus_cuniculus
CAPRAHIRCUS	capra_hircus
OVISARIES	ovis_aries
BOSINDICUS	bos_indicus
BOSINDICUS	bos_indicus
BOSTAURUS	bos_taurus
BOSMUTUS	bos_mutus
BISONBISON	bison_bison
TURSIOPSTRUNCATUS	tursiops_truncatus
SUSSCROFA	sus_scrofa
VICUGNAPACOS	vicugna_pacos
AILUROPODAMELANOLEUCA	ailuropoda_melanoleuca
URSUSMARITIMUS	ursus_maritimus
MUSTELAPUTORIUS	mustela_putorius
NEOVISONVISON	neovison_vison
CANISLUPUS	canis_lupus
CANISLUPUS	canis_lupus
VULPESVULPES	vulpes_vulpes
PANTHERAPARDUS	panthera_pardus
PANTHERATIGRIS	panthera_tigris
FELISCATUS	felis_catus
PTEROPUSVAMPYRUS	pteropus_vampyrus
MYOTISLUCIFUGUS	myotis_lucifugus
EQUUSCABALLUS	equus_caballus
EQUUSASINUS	equus_asinus
LOXODONTAAFRICANA	loxodonta_africana
PROCAVIACAPENSIS	procavia_capensis
ECHINOPSTELFAIRI	echinops_telfairi
CHOLOEPUSHOFFMANNI	choloepus_hoffmanni
DASYPUSNOVEMCINCTUS	dasypus_novemcinctus
PHASCOLARCTOSCINEREUS	phascolarctos_cinereus
VOMBATUSURSINUS	vombatus_ursinus
SARCOPHILUSHARRISII	sarcophilus_harrisii
CALLORHINCHUSMILII	callorhinchus_milii
EPTATRETUSBURGERI	eptatretus_burgeri
EPTATRETUSBURGERI	eptatretus_burgeri
