SCLEROPAGESFORMOSUS	scleropages_formosus
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
ORNITHORHYNCHUSANATINUS	ornithorhynchus_anatinus
XENOPUSTROPICALIS	xenopus_tropicalis
LATIMERIACHALUMNAE	latimeria_chalumnae
PETROMYZONMARINUS	petromyzon_marinus
CIONAINTESTINALIS	ciona_intestinalis
CIONASAVIGNYI	ciona_savignyi
EPTATRETUSBURGERI	eptatretus_burgeri
XENOPUSTROPICALIS	xenopus_tropicalis
CAENORHABDITISELEGANSSTRAINN2	caenorhabditis_elegans_strain_n2
