geneTreeID ,  nbLeaves  ,  NbSharedLeaves , AU_TreeBest  , AU_Ensembl , TreeBestPassTest   , EnsemblTreePassTest, TreeBestBetter   , EnsemblBetter , REC_TreeBest  ,  REC_Ensembl  , Treebest_REC_is_best     , Ensembl_REC_is_best ,
ENSGT00940000161512,6,100,"0,858","0,216",1,1,1,0,2,2,0,0,
ENSGT00940000167505,5,80,"0,506","0,594",1,1,0,1,2,0,0,1,
ENSGT00390000008744,16,100,"0,965","0,035",1,0,1,0,2,3,1,0,
ENSGT00940000156549,8,100,"0,105","0,922",1,1,0,1,4,5,1,0,
ENSGT00390000006227,8,"87,5","0,03","0,971",0,1,0,1,5,5,0,0,
ENSGT00940000153472,9,"88,89","0,959","0,129",1,1,1,0,4,2,0,1,
ENSGT00940000158027,8,"62,5","0,16","0,84",1,1,0,1,6,6,0,0,
ENSGT00910000147528,7,100,"0,717","0,424",1,1,1,0,5,5,0,0,
ENSGT00950000183248,6,100,"0,629","0,32",1,1,1,0,1,1,0,0,
ENSGT00940000157805,7,"85,71","0,689","0,645",1,1,1,0,5,5,0,0,
ENSGT00940000159007,6,100,"0,834","0,152",1,1,1,0,2,2,0,0,
ENSGT00390000007890,6,"83,33","0,493","0,507",1,1,0,1,3,3,0,0,
ENSGT00940000158046,15,"66,67","0,421","0,579",1,1,0,1,0,3,1,0,
ENSGT00940000162075,15,100,"0,986","0,014",1,0,1,0,2,4,1,0,
ENSGT00940000160970,4,50,"0,5","0,5",1,1,0,0,1,1,0,0,
ENSGT00940000174692,11,100,"0,415","0,758",1,1,0,1,2,3,1,0,
ENSGT00940000166658,16,"81,25","0,478","0,522",1,1,0,1,3,4,1,0,
ENSGT00910000146899,10,80,1,2E-10,1,0,1,0,8,7,0,1,
ENSGT00940000178224,4,100,"0,563","0,633",1,1,0,1,1,2,1,0,
ENSGT00940000157459,19,"94,74","0,923","0,077",1,1,1,0,16,16,0,0,
ENSGT00390000010512,10,80,"0,394","0,606",1,1,0,1,6,5,0,1,
ENSGT00900000143393,17,100,"0,816","0,184",1,1,1,0,4,4,0,0,
ENSGT00940000159129,8,100,"0,0001","0,00000004",0,0,1,0,5,4,0,1,
ENSGT00390000003308,6,"33,33","0,702","0,312",1,1,1,0,4,4,0,0,
ENSGT00940000155347,7,"42,86","0,222","0,778",1,1,0,1,3,3,0,0,
ENSGT00940000167924,8,100,"0,59","0,608",1,1,0,1,0,2,1,0,
ENSGT00720000108834,11,"81,82","0,417","0,583",1,1,0,1,4,4,0,0,
ENSGT00940000164532,14,"85,71","0,002","0,998",0,1,0,1,10,10,0,0,
ENSGT00690000103118,14,100,"0,751","0,249",1,1,1,0,0,2,1,0,
ENSGT00940000154956,19,"84,21","0,9",1E-56,1,0,1,0,15,16,1,0,
ENSGT00940000163213,12,100,"0,551","0,449",1,1,1,0,10,10,0,0,
ENSGT00950000183312,11,100,"0,718","0,284",1,1,1,0,8,9,1,0,
ENSGT00940000178277,4,100,"0,492","0,501",1,1,0,1,2,2,0,0,
ENSGT00940000169756,3,"66,67","0,49","0,481",1,1,1,0,2,2,0,0,
ENSGT00390000003337,10,90,"0,803","0,197",1,1,1,0,6,4,0,1,
ENSGT00940000156022,3,100,"0,506","0,477",1,1,1,0,1,1,0,0,
ENSGT00940000161450,15,"73,33","0,519","0,481",1,1,1,0,0,3,1,0,
ENSGT00940000160474,17,100,"0,387","0,613",1,1,0,1,3,6,1,0,
ENSGT00940000178375,3,100,"0,486","0,459",1,1,1,0,2,2,0,0,
ENSGT00940000178042,9,"88,89","0,416","0,584",1,1,0,1,0,2,1,0,
ENSGT00960000186606,7,"57,14","0,154","0,903",1,1,0,1,0,1,1,0,
ENSGT00940000163885,13,"76,92","0,995","0,005",1,0,1,0,11,10,0,1,
ENSGT00530000063255,4,100,"0,58","0,643",1,1,0,1,3,3,0,0,
ENSGT00940000177785,5,100,"0,193","0,445",1,1,0,1,0,1,1,0,
ENSGT00940000177296,3,100,"0,524","0,487",1,1,1,0,1,1,0,0,
ENSGT00940000177143,3,100,0,0,0,0,0,0,2,2,0,0,
ENSGT00910000146517,7,100,"0,034","0,966",0,1,0,1,5,5,0,0,
ENSGT00940000178325,6,100,"0,727","0,501",1,1,1,0,0,1,1,0,
ENSGT00390000008931,10,80,"0,568","0,605",1,1,0,1,8,8,0,0,
ENSGT00390000016470,11,"63,64","0,599","0,401",1,1,1,0,9,9,0,0,
ENSGT00940000178526,13,100,"0,018","0,982",0,1,0,1,7,8,1,0,
ENSGT00940000159656,7,100,"0,541","0,48",1,1,1,0,4,5,1,0,
ENSGT00860000135092,17,100,"0,512","0,488",1,1,1,0,0,2,1,0,
ENSGT00940000155474,14,"85,71","0,405","0,6",1,1,0,1,4,4,0,0,
ENSGT00940000178658,3,100,"0,716","0,495",1,1,1,0,0,1,1,0,
ENSGT00940000168285,3,"66,67","0,489","0,474",1,1,1,0,1,0,0,1,
ENSGT00640000091497,4,50,"0,491","0,474",1,1,1,0,1,0,0,1,
ENSGT00390000003246,4,75,"0,503","0,456",1,1,1,0,1,0,0,1,
ENSGT00940000156489,7,"71,43","0,979","0,021",1,0,1,0,2,3,1,0,
ENSGT00940000176078,13,100,"0,801","0,199",1,1,1,0,3,2,0,1,
ENSGT00940000163053,9,"55,56","0,163","0,213",1,1,0,1,5,4,0,1,
ENSGT00940000167593,8,100,0,0,0,0,0,0,5,0,0,1,
ENSGT00390000012605,10,60,"0,516","0,484",1,1,1,0,7,7,0,0,
ENSGT00940000167230,5,40,"0,51","0,49",1,1,1,0,3,2,0,1,
ENSGT00950000183132,25,96,"0,987","0,017",1,0,1,0,7,9,1,0,
ENSGT00940000168688,7,100,"0,141","0,859",1,1,0,1,1,1,0,0,
ENSGT00530000063787,10,90,"0,51","0,49",1,1,1,0,8,8,0,0,
,,"83,9214851485","0,5432287129","0,4390994063",91,82,57,40,"3,9900990099","4,1485148515",32,23,46
,,"15,7892657583","0,2364360749","0,2405314219","90,099009901","81,1881188119","58,7628865979","41,2371134021","2,7344205009","2,7019996117","31,6831683168","22,7722772277","45,5445544554"
