manacus_vitellinus ENSMVIG00005006279
astyanax_mexicanus ENSAMXG00000030800
ictalurus_punctatus ENSIPUG00000014698
danio_rerio ENSDARG00000102071
takifugu_rubripes ENSTRUG00000022202
tetraodon_nigroviridis ENSTNIG00000010972
mola_mola ENSMMOG00000015021
gasterosteus_aculeatus ENSGACG00000012923
scophthalmus_maximus ENSSMAG00000007099
cynoglossus_semilaevis ENSCSEG00000000494
seriola_dumerili ENSSDUG00000009885
seriola_lalandi_dorsalis ENSSLDG00000000590
anabas_testudineus ENSATEG00000001008
labrus_bergylta ENSLBEG00000024175
xiphophorus_maculatus ENSXMAG00000013521
xiphophorus_couchianus ENSXCOG00000007571
gambusia_affinis ENSGAFG00000006686
poecilia_formosa ENSPFOG00000015116
poecilia_mexicana ENSPMEG00000008499
poecilia_latipinna ENSPLAG00000012288
poecilia_reticulata ENSPREG00000013911
cyprinodon_variegatus ENSCVAG00000004822
fundulus_heteroclitus ENSFHEG00000020166
kryptolebias_marmoratus ENSKMAG00000019396
oryzias_latipes ENSORLG00000017562
oryzias_latipes ENSORLG00020018871
oryzias_latipes_asm223469v1 ENSORLG00015017380
oryzias_melastigma ENSOMEG00000023264
amphiprion_ocellaris ENSAOCG00000023939
amphiprion_percula ENSAPEG00000023150
acanthochromis_polyacanthus ENSAPOG00000019936
stegastes_partitus ENSSPAG00000013928
stegastes_partitus ENSSPAG00000021834
astatotilapia_calliptera ENSACLG00000005913
maylandia_zebra ENSMZEG00005012432
haplochromis_burtoni ENSHBUG00000022491
pundamilia_nyererei ENSPNYG00000002897
neolamprologus_brichardi ENSNBRG00000021997
oreochromis_niloticus ENSONIG00000000791
amphilophus_citrinellus ENSACIG00000002178
periophthalmus_magnuspinnatus ENSPMGG00000000171
hippocampus_comes ENSHCOG00000014703
gadus_morhua ENSGMOG00000008808
esox_lucius ENSELUG00000011395
danio_rerio ENSDARG00000059923
paramormyrops_kingsleyae ENSPKIG00000000789
scleropages_formosus ENSSFOG00015018013
lepisosteus_oculatus ENSLOCG00000011606
