amphiprion_percula ENSAPEG00000001095
panthera_pardus ENSPPRG00000013511
felis_catus ENSFCAG00000012237
vicugna_pacos ENSVPAG00000005461
microcebus_murinus ENSMICG00000011121
microcebus_murinus ENSMICG00000036088
microcebus_murinus ENSMICG00000029924
prolemur_simus ENSPSMG00000016310
microcebus_murinus ENSMICG00000045979
propithecus_coquereli ENSPCOG00000021383
otolemur_garnettii ENSOGAG00000004168
echinops_telfairi ENSETEG00000005293
pan_troglodytes ENSPTRG00000021184
pan_paniscus ENSPPAG00000008809
gorilla_gorilla ENSGGOG00000004205
homo_sapiens ENSG00000106803
pongo_abelii ENSPPYG00000019441
nomascus_leucogenys ENSNLEG00000017055
macaca_mulatta ENSMMUG00000010661
macaca_fascicularis ENSMFAG00000002167
macaca_nemestrina ENSMNEG00000043625
theropithecus_gelada ENSTGEG00000002455
papio_anubis ENSPANG00000036053
cercocebus_atys ENSCATG00000032111
mandrillus_leucophaeus ENSMLEG00000041359
cercocebus_atys ENSCATG00000034497
papio_anubis ENSPANG00000004206
mandrillus_leucophaeus ENSMLEG00000026973
macaca_fascicularis ENSMFAG00000030645
chlorocebus_sabaeus ENSCSAG00000011083
rhinopithecus_bieti ENSRBIG00000039021
rhinopithecus_roxellana ENSRROG00000040905
colobus_angolensis ENSCANG00000036180
piliocolobus_tephrosceles ENSPTEG00000026295
nomascus_leucogenys ENSNLEG00000033967
callithrix_jacchus ENSCJAG00000011279
saimiri_boliviensis ENSSBOG00000030698
callithrix_jacchus ENSCJAG00000021748
cebus_capucinus ENSCCAG00000023650
aotus_nancymaae ENSANAG00000024320
carlito_syrichta ENSTSYG00000025436
meriones_unguiculatus ENSMUGG00000002357
meriones_unguiculatus ENSMUGG00000002435
mus_spretus MGP_SPRETEiJ_G0021180
mus_spicilegus ENSMSIG00000015853
mus_musculus ENSMUSG00000053317
mus_musculus ENSMUSG00000092116
mus_caroli MGP_CAROLIEiJ_G0025998
mus_pahari MGP_PahariEiJ_G0028334
rattus_norvegicus ENSRNOG00000006345
cricetulus_griseus ENSCGRG00001009825
cricetulus_griseus ENSCGRG00015027868
cricetulus_griseus ENSCGRG00000004419
cricetulus_griseus ENSCGRG00015024165
mesocricetus_auratus ENSMAUG00000020997
microtus_ochrogaster ENSMOCG00000021914
peromyscus_maniculatus ENSPEMG00000017921
nannospalax_galili ENSNGAG00000018821
jaculus_jaculus ENSJJAG00000003174
jaculus_jaculus ENSJJAG00000011328
castor_canadensis ENSCCNG00000002513
castor_canadensis ENSCCNG00000016927
dipodomys_ordii ENSDORG00000028368
loxodonta_africana ENSLAFG00000008578
dasypus_novemcinctus ENSDNOG00000011813
myotis_lucifugus ENSMLUG00000001097
pteropus_vampyrus ENSPVAG00000008783
sorex_araneus ENSSARG00000011854
choloepus_hoffmanni ENSCHOG00000009906
cavia_aperea ENSCAPG00000013005
chelonoidis_abingdonii ENSCABG00000007012
gopherus_agassizii ENSGAGG00000014692
crocodylus_porosus ENSCPRG00005000954
xenopus_tropicalis ENSXETG00000004142
callorhinchus_milii ENSCMIG00000017784
eptatretus_burgeri ENSEBUG00000014862
ciona_savignyi ENSCSAVG00000002561
ciona_intestinalis ENSCING00000024472
drosophila_melanogaster FBgn0010638
caenorhabditis_elegans WBGene00021427
