monodelphis_domestica ENSMODG00000002937
taeniopygia_guttata ENSTGUG00000009701
serinus_canaria ENSSCAG00000003891
junco_hyemalis ENSJHYG00000009515
ficedula_albicollis ENSFALG00000007488
cyanistes_caeruleus ENSCCEG00000003128
parus_major ENSPMJG00000018012
manacus_vitellinus ENSMVIG00005005506
lepidothrix_coronata ENSLCOG00000015025
calidris_pugnax ENSCPUG00000010011
calidris_pygmaea ENSCPGG00000018320
apteryx_rowi ENSARWG00000003811
apteryx_owenii ENSAOWG00000011544
apteryx_haastii ENSAHAG00000002821
nothoprocta_perdicaria ENSNPEG00000006660
dromaius_novaehollandiae ENSDNVG00000009381
crocodylus_porosus ENSCPRG00005004742
gopherus_agassizii ENSGAGG00000020270
chelonoidis_abingdonii ENSCABG00000018993
chrysemys_picta_bellii ENSCPBG00000011291
pelodiscus_sinensis ENSPSIG00000012937
sphenodon_punctatus ENSSPUG00000015354
salvator_merianae ENSSMRG00000008457
pogona_vitticeps ENSPVIG00000010645
latimeria_chalumnae ENSLACG00000017895
xenopus_tropicalis ENSXETG00000024906
hippocampus_comes ENSHCOG00000011858
cynoglossus_semilaevis ENSCSEG00000011068
oryzias_latipes ENSORLG00000014721
oryzias_latipes ENSORLG00020001180
oryzias_melastigma ENSOMEG00000017584
tetraodon_nigroviridis ENSTNIG00000011467
takifugu_rubripes ENSTRUG00000020815
mola_mola ENSMMOG00000010481
amphiprion_percula ENSAPEG00000006811
amphiprion_ocellaris ENSAOCG00000009109
acanthochromis_polyacanthus ENSAPOG00000023575
stegastes_partitus ENSSPAG00000015363
maylandia_zebra ENSMZEG00005000170
astatotilapia_calliptera ENSACLG00000000104
haplochromis_burtoni ENSHBUG00000011819
pundamilia_nyererei ENSPNYG00000002583
neolamprologus_brichardi ENSNBRG00000000885
oreochromis_niloticus ENSONIG00000011176
amphilophus_citrinellus ENSACIG00000018315
xiphophorus_maculatus ENSXMAG00000021704
gambusia_affinis ENSGAFG00000005885
poecilia_latipinna ENSPLAG00000014037
poecilia_formosa ENSPFOG00000023492
poecilia_mexicana ENSPMEG00000012821
fundulus_heteroclitus ENSFHEG00000022357
cyprinodon_variegatus ENSCVAG00000009128
mastacembelus_armatus ENSMAMG00000002210
anabas_testudineus ENSATEG00000016977
scophthalmus_maximus ENSSMAG00000018853
monopterus_albus ENSMALG00000017847
seriola_dumerili ENSSDUG00000001198
seriola_lalandi_dorsalis ENSSLDG00000016950
labrus_bergylta ENSLBEG00000008762
periophthalmus_magnuspinnatus ENSPMGG00000000587
esox_lucius ENSELUG00000023188
danio_rerio ENSDARG00000046141
astyanax_mexicanus ENSAMXG00000005676
paramormyrops_kingsleyae ENSPKIG00000023529
scleropages_formosus ENSSFOG00015005218
eptatretus_burgeri ENSEBUG00000012152
ciona_intestinalis ENSCING00000021812
