meleagris_gallopavo ENSMGAG00000008937
cricetulus_griseus_crigri ENSCGRG00000014797
cricetulus_griseus_chok1gshd ENSCGRG00001014088
mesocricetus_auratus ENSMAUG00000018256
microtus_ochrogaster ENSMOCG00000018836
peromyscus_maniculatus_bairdii ENSPEMG00000010279
mus_spicilegus ENSMSIG00000018231
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032668
mus_musculus ENSMUSG00000031732
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031550
mus_pahari MGP_PahariEiJ_G0023149
rattus_norvegicus ENSRNOG00000016108
meriones_unguiculatus ENSMUGG00000018443
nannospalax_galili ENSNGAG00000020098
jaculus_jaculus ENSJJAG00000018183
oryctolagus_cuniculus ENSOCUG00000009972
ochotona_princeps ENSOPRG00000001264
pan_troglodytes ENSPTRG00000008326
pan_paniscus ENSPPAG00000039108
homo_sapiens ENSG00000040199
gorilla_gorilla ENSGGOG00000008841
pongo_abelii ENSPPYG00000007526
nomascus_leucogenys ENSNLEG00000005761
piliocolobus_tephrosceles ENSPTEG00000006423
colobus_angolensis_palliatus ENSCANG00000029828
rhinopithecus_bieti ENSRBIG00000042103
rhinopithecus_roxellana ENSRROG00000041478
papio_anubis ENSPANG00000016383
theropithecus_gelada ENSTGEG00000011320
cercocebus_atys ENSCATG00000040091
mandrillus_leucophaeus ENSMLEG00000031082
macaca_mulatta ENSMMUG00000012007
macaca_fascicularis ENSMFAG00000037146
macaca_nemestrina ENSMNEG00000014597
chlorocebus_sabaeus ENSCSAG00000004273
cebus_capucinus ENSCCAG00000020735
saimiri_boliviensis_boliviensis ENSSBOG00000024623
callithrix_jacchus ENSCJAG00000015005
aotus_nancymaae ENSANAG00000022421
carlito_syrichta ENSTSYG00000001574
prolemur_simus ENSPSMG00000007250
propithecus_coquereli ENSPCOG00000015521
microcebus_murinus ENSMICG00000001901
otolemur_garnettii ENSOGAG00000002853
tupaia_belangeri ENSTBEG00000014547
loxodonta_africana ENSLAFG00000007685
procavia_capensis ENSPCAG00000014504
echinops_telfairi ENSETEG00000002055
dasypus_novemcinctus ENSDNOG00000014098
choloepus_hoffmanni ENSCHOG00000006281
sorex_araneus ENSSARG00000004607
phascolarctos_cinereus ENSPCIG00000001921
notamacropus_eugenii ENSMEUG00000001174
sarcophilus_harrisii ENSSHAG00000017410
monodelphis_domestica ENSMODG00000002299
ornithorhynchus_anatinus ENSOANG00000008185
xenopus_tropicalis ENSXETG00000019856
latimeria_chalumnae ENSLACG00000004505
hippocampus_comes ENSHCOG00000000099
periophthalmus_magnuspinnatus ENSPMGG00000006055
monopterus_albus ENSMALG00000021253
mastacembelus_armatus ENSMAMG00000021455
anabas_testudineus ENSATEG00000004103
scophthalmus_maximus ENSSMAG00000000182
cynoglossus_semilaevis ENSCSEG00000001715
seriola_dumerili ENSSDUG00000017609
seriola_lalandi_dorsalis ENSSLDG00000013454
amphiprion_ocellaris ENSAOCG00000023951
amphiprion_percula ENSAPEG00000011743
acanthochromis_polyacanthus ENSAPOG00000022554
stegastes_partitus ENSSPAG00000005726
maylandia_zebra ENSMZEG00005014038
astatotilapia_calliptera ENSACLG00000002203
haplochromis_burtoni ENSHBUG00000012983
pundamilia_nyererei ENSPNYG00000013561
neolamprologus_brichardi ENSNBRG00000010528
oreochromis_niloticus ENSONIG00000005888
amphilophus_citrinellus ENSACIG00000000884
gambusia_affinis ENSGAFG00000017289
xiphophorus_maculatus ENSXMAG00000029315
poecilia_formosa ENSPFOG00000002492
poecilia_mexicana ENSPMEG00000022044
poecilia_latipinna ENSPLAG00000018763
poecilia_reticulata ENSPREG00000023219
fundulus_heteroclitus ENSFHEG00000013739
cyprinodon_variegatus ENSCVAG00000023332
kryptolebias_marmoratus ENSKMAG00000007032
oryzias_latipes_asm223469v1 ENSORLG00015007656
oryzias_latipes ENSORLG00020009454
oryzias_latipes ENSORLG00000007937
oryzias_melastigma ENSOMEG00000000899
takifugu_rubripes ENSTRUG00000017657
tetraodon_nigroviridis ENSTNIG00000009340
mola_mola ENSMMOG00000016518
labrus_bergylta ENSLBEG00000026073
gasterosteus_aculeatus ENSGACG00000015791
gadus_morhua ENSGMOG00000015211
esox_lucius ENSELUG00000014020
pygocentrus_nattereri ENSPNAG00000015065
astyanax_mexicanus ENSAMXG00000017101
ictalurus_punctatus ENSIPUG00000005759
scleropages_formosus ENSSFOG00015015313
paramormyrops_kingsleyae ENSPKIG00000009212
lepisosteus_oculatus ENSLOCG00000004332
