parus_major ENSPMJG00000001265
theropithecus_gelada ENSTGEG00000028928
chlorocebus_sabaeus ENSCSAG00000012257
rhinopithecus_roxellana ENSRROG00000037865
macaca_mulatta ENSMMUG00000049158
homo_sapiens ENSG00000112531
cebus_capucinus ENSCCAG00000025230
equus_caballus ENSECAG00000017504
capra_hircus ENSCHIG00000018891
mandrillus_leucophaeus ENSMLEG00000033347
piliocolobus_tephrosceles ENSPTEG00000026002
otolemur_garnettii ENSOGAG00000003634
urocitellus_parryii ENSUPAG00010011918
castor_canadensis ENSCCNG00000020367
cricetulus_griseus_crigri-picr ENSCGRG00015012973
heterocephalus_glaber_female ENSHGLG00000003074
fukomys_damarensis ENSFDAG00000006081
equus_asinus_asinus ENSEASG00005019724
prolemur_simus ENSPSMG00000005558
callithrix_jacchus ENSCJAG00000012368
mus_pahari MGP_PahariEiJ_G0023373
felis_catus ENSFCAG00000019399
panthera_pardus ENSPPRG00000013383
vulpes_vulpes ENSVVUG00000001467
bos_taurus ENSBTAG00000011593
vicugna_pacos ENSVPAG00000009566
monodelphis_domestica ENSMODG00000006434
phascolarctos_cinereus ENSPCIG00000020191
oryctolagus_cuniculus ENSOCUG00000026117
chinchilla_lanigera ENSCLAG00000002777
macaca_fascicularis ENSMFAG00000032632
macaca_mulatta ENSMMUG00000042133
macaca_nemestrina ENSMNEG00000015913
cercocebus_atys ENSCATG00000030029
papio_anubis ENSPANG00000030846
theropithecus_gelada ENSTGEG00000027699
mandrillus_leucophaeus ENSMLEG00000035836
propithecus_coquereli ENSPCOG00000007664
tursiops_truncatus ENSTTRG00000012050
bison_bison_bison ENSBBBG00000015623
panthera_tigris_altaica ENSPTIG00000008797
choloepus_hoffmanni ENSCHOG00000006651
echinops_telfairi ENSETEG00000007676
notamacropus_eugenii ENSMEUG00000008112
anser_brachyrhynchus ENSABRG00000008649
numida_meleagris ENSNMEG00000020158
ficedula_albicollis ENSFALG00000012183
serinus_canaria ENSSCAG00000016699
cyanistes_caeruleus ENSCCEG00000003185
junco_hyemalis ENSJHYG00000003839
melopsittacus_undulatus ENSMUNG00000011249
calidris_pugnax ENSCPUG00000012083
meleagris_gallopavo ENSMGAG00000012341
astyanax_mexicanus ENSAMXG00000042623
pygocentrus_nattereri ENSPNAG00000026483
ictalurus_punctatus ENSIPUG00000014732
danio_rerio ENSDARG00000010018
maylandia_zebra ENSMZEG00005004737
astatotilapia_calliptera ENSACLG00000026838
haplochromis_burtoni ENSHBUG00000009123
pundamilia_nyererei ENSPNYG00000004751
neolamprologus_brichardi ENSNBRG00000007549
oreochromis_niloticus ENSONIG00000008011
kryptolebias_marmoratus ENSKMAG00000009024
stegastes_partitus ENSSPAG00000002875
oryzias_melastigma ENSOMEG00000007147
oryzias_latipes ENSORLG00000027996
scophthalmus_maximus ENSSMAG00000006070
gasterosteus_aculeatus ENSGACG00000003206
seriola_lalandi_dorsalis ENSSLDG00000017943
seriola_dumerili ENSSDUG00000013691
fundulus_heteroclitus ENSFHEG00000009423
cyprinodon_variegatus ENSCVAG00000013803
poecilia_formosa ENSPFOG00000014078
poecilia_latipinna ENSPLAG00000020354
poecilia_mexicana ENSPMEG00000004997
poecilia_reticulata ENSPREG00000009154
xiphophorus_maculatus ENSXMAG00000017056
xiphophorus_couchianus ENSXCOG00000004131
gambusia_affinis ENSGAFG00000011092
labrus_bergylta ENSLBEG00000027428
mastacembelus_armatus ENSMAMG00000003069
anabas_testudineus ENSATEG00000004355
monopterus_albus ENSMALG00000015261
cynoglossus_semilaevis ENSCSEG00000013480
mola_mola ENSMMOG00000020767
takifugu_rubripes ENSTRUG00000018041
tetraodon_nigroviridis ENSTNIG00000011099
hippocampus_comes ENSHCOG00000015404
amphiprion_percula ENSAPEG00000008210
amphiprion_ocellaris ENSAOCG00000014271
acanthochromis_polyacanthus ENSAPOG00000002713
periophthalmus_magnuspinnatus ENSPMGG00000010555
gadus_morhua ENSGMOG00000004107
esox_lucius ENSELUG00000002282
scleropages_formosus ENSSFOG00015003466
paramormyrops_kingsleyae ENSPKIG00000010813
esox_lucius ENSELUG00000016698
xenopus_tropicalis ENSXETG00000015705
monopterus_albus ENSMALG00000009475
anabas_testudineus ENSATEG00000022584
seriola_dumerili ENSSDUG00000013229
seriola_lalandi_dorsalis ENSSLDG00000001293
mola_mola ENSMMOG00000007933
labrus_bergylta ENSLBEG00000022702
astatotilapia_calliptera ENSACLG00000007900
maylandia_zebra ENSMZEG00005018363
haplochromis_burtoni ENSHBUG00000015851
oreochromis_niloticus ENSONIG00000007133
mastacembelus_armatus ENSMAMG00000022446
astyanax_mexicanus ENSAMXG00000015808
amphiprion_ocellaris ENSAOCG00000021661
amphilophus_citrinellus ENSACIG00000009517
amphilophus_citrinellus ENSACIG00000008834
pygocentrus_nattereri ENSPNAG00000010638
paramormyrops_kingsleyae ENSPKIG00000002778
scleropages_formosus ENSSFOG00015000145
ictalurus_punctatus ENSIPUG00000012637
danio_rerio ENSDARG00000002026
amphilophus_citrinellus ENSACIG00000004082
lepisosteus_oculatus ENSLOCG00000016506
