dipodomys_ordii ENSDORG00000025837
calidris_pygmaea ENSCPGG00000007347
calidris_pugnax ENSCPUG00000002050
melopsittacus_undulatus ENSMUNG00000011636
manacus_vitellinus ENSMVIG00005006269
lepidothrix_coronata ENSLCOG00000012109
cyanistes_caeruleus ENSCCEG00000020117
parus_major ENSPMJG00000015388
ficedula_albicollis ENSFALG00000013183
lonchura_striata ENSLSDG00000010816
taeniopygia_guttata ENSTGUG00000005090
serinus_canaria ENSSCAG00000003918
junco_hyemalis ENSJHYG00000014710
zonotrichia_albicollis ENSZALG00000004645
coturnix_japonica ENSCJPG00005012922
gallus_gallus ENSGALG00000003765
meleagris_gallopavo ENSMGAG00000001507
numida_meleagris ENSNMEG00000000740
anser_brachyrhynchus ENSABRG00000019924
anas_platyrhynchos ENSAPLG00000002964
crocodylus_porosus ENSCPRG00005009937
chelonoidis_abingdonii ENSCABG00000011097
gopherus_agassizii ENSGAGG00000016508
chrysemys_picta ENSCPBG00000026464
pelodiscus_sinensis ENSPSIG00000010318
pogona_vitticeps ENSPVIG00000002199
anolis_carolinensis ENSACAG00000015269
notechis_scutatus ENSNSUG00000008529
salvator_merianae ENSSMRG00000012861
sphenodon_punctatus ENSSPUG00000006797
xenopus_tropicalis ENSXETG00000006867
latimeria_chalumnae ENSLACG00000008061
astyanax_mexicanus ENSAMXG00005014595
astyanax_mexicanus ENSAMXG00000018180
pygocentrus_nattereri ENSPNAG00000007704
ictalurus_punctatus ENSIPUG00000010367
electrophorus_electricus ENSEEEG00000002573
danio_rerio ENSDARG00000002968
hucho_hucho ENSHHUG00000024304
hucho_hucho ENSHHUG00000046739
esox_lucius ENSELUG00000003159
takifugu_rubripes ENSTRUG00000001982
tetraodon_nigroviridis ENSTNIG00000003580
mola_mola ENSMMOG00000009422
cynoglossus_semilaevis ENSCSEG00000002361
seriola_dumerili ENSSDUG00000013930
seriola_lalandi ENSSLDG00000004290
lates_calcarifer ENSLCAG00010026800
scophthalmus_maximus ENSSMAG00000013271
stegastes_partitus ENSSPAG00000017066
mastacembelus_armatus ENSMAMG00000010402
monopterus_albus ENSMALG00000012992
amphiprion_ocellaris ENSAOCG00000023744
amphiprion_percula ENSAPEG00000009537
acanthochromis_polyacanthus ENSAPOG00000008259
parambassis_ranga ENSPRNG00000011167
cyprinodon_variegatus ENSCVAG00000010520
fundulus_heteroclitus ENSFHEG00000019652
xiphophorus_maculatus ENSXMAG00000016703
xiphophorus_couchianus ENSXCOG00000003302
gambusia_affinis ENSGAFG00000014868
poecilia_formosa ENSPFOG00000006683
poecilia_formosa ENSPFOG00000007437
poecilia_latipinna ENSPLAG00000001210
poecilia_latipinna ENSPLAG00000000026
poecilia_mexicana ENSPMEG00000015529
poecilia_mexicana ENSPMEG00000000921
poecilia_reticulata ENSPREG00000016298
kryptolebias_marmoratus ENSKMAG00000006568
oryzias_latipes ENSORLG00020000586
oryzias_latipes ENSORLG00015018569
oryzias_latipes ENSORLG00000013342
oryzias_melastigma ENSOMEG00000013531
haplochromis_burtoni ENSHBUG00000021959
maylandia_zebra ENSMZEG00005013245
astatotilapia_calliptera ENSACLG00000017428
pundamilia_nyererei ENSPNYG00000017944
neolamprologus_brichardi ENSNBRG00000001712
oreochromis_niloticus ENSONIG00000019105
amphilophus_citrinellus ENSACIG00000008632
anabas_testudineus ENSATEG00000013720
anabas_testudineus ENSATEG00000013677
betta_splendens ENSBSLG00000020969
cottoperca_gobio ENSCGOG00000012421
cottoperca_gobio ENSCGOG00000012431
gasterosteus_aculeatus ENSGACG00000010241
larimichthys_crocea ENSLCRG00005001626
labrus_bergylta ENSLBEG00000020994
gouania_willdenowi ENSGWIG00000014508
hippocampus_comes ENSHCOG00000017669
periophthalmus_magnuspinnatus ENSPMGG00000013359
gadus_morhua ENSGMOG00000018943
clupea_harengus ENSCHAG00000006762
denticeps_clupeoides ENSDCDG00000032513
scleropages_formosus ENSSFOG00015011774
paramormyrops_kingsleyae ENSPKIG00000025176
lepisosteus_oculatus ENSLOCG00000006302
erpetoichthys_calabaricus ENSECRG00000002696
callorhinchus_milii ENSCMIG00000019203
