amphiprion_percula ENSAPEG00000020451
heterocephalus_glaber_female ENSHGLG00000002714
heterocephalus_glaber_male ENSHGLG00100006454
fukomys_damarensis ENSFDAG00000016079
oryctolagus_cuniculus ENSOCUG00000017026
ochotona_princeps ENSOPRG00000010865
ursus_americanus ENSUAMG00000011949
ursus_maritimus ENSUMAG00000022147
ailuropoda_melanoleuca ENSAMEG00000005312
mustela_putorius_furo ENSMPUG00000012337
neovison_vison ENSNVIG00000012371
canis_lupus_familiaris ENSCAFG00000001702
canis_lupus_dingo ENSCAFG00020025490
vulpes_vulpes ENSVVUG00000002291
panthera_pardus ENSPPRG00000013152
felis_catus ENSFCAG00000035848
panthera_tigris_altaica ENSPTIG00000007642
sorex_araneus ENSSARG00000000867
tursiops_truncatus ENSTTRG00000003080
vicugna_pacos ENSVPAG00000003399
sus_scrofa ENSSSCG00000005272
bos_mutus ENSBMUG00000011508
bos_taurus ENSBTAG00000019687
bison_bison_bison ENSBBBG00000003015
capra_hircus ENSCHIG00000014343
ovis_aries ENSOARG00000012574
myotis_lucifugus ENSMLUG00000008290
equus_caballus ENSECAG00000007336
pteropus_vampyrus ENSPVAG00000006121
equus_asinus_asinus ENSEASG00005004722
dasypus_novemcinctus ENSDNOG00000041734
choloepus_hoffmanni ENSCHOG00000010738
ornithorhynchus_anatinus ENSOANG00000011647
anolis_carolinensis ENSACAG00000005328
pogona_vitticeps ENSPVIG00000024765
notechis_scutatus ENSNSUG00000017730
salvator_merianae ENSSMRG00000018976
sphenodon_punctatus ENSSPUG00000015186
taeniopygia_guttata ENSTGUG00000000766
lonchura_striata_domestica ENSLSDG00000017045
serinus_canaria ENSSCAG00000007754
ficedula_albicollis ENSFALG00000012662
parus_major ENSPMJG00000006747
cyanistes_caeruleus ENSCCEG00000009504
zonotrichia_albicollis ENSZALG00000010760
lepidothrix_coronata ENSLCOG00000005026
manacus_vitellinus ENSMVIG00005019573
melopsittacus_undulatus ENSMUNG00000013234
calidris_pygmaea ENSCPGG00000004217
calidris_pugnax ENSCPUG00000005413
coturnix_japonica ENSCJPG00005007841
gallus_gallus ENSGALG00000015156
numida_meleagris ENSNMEG00000016841
apteryx_owenii ENSAOWG00000012280
dromaius_novaehollandiae ENSDNVG00000011266
nothoprocta_perdicaria ENSNPEG00000012777
crocodylus_porosus ENSCPRG00005006370
gopherus_agassizii ENSGAGG00000018135
gopherus_agassizii ENSGAGG00000018132
chelonoidis_abingdonii ENSCABG00000011685
pelodiscus_sinensis ENSPSIG00000015821
xenopus_tropicalis ENSXETG00000031505
latimeria_chalumnae ENSLACG00000010933
