oryctolagus_cuniculus ENSOCUG00000014806
monopterus_albus ENSMALG00000013777
mastacembelus_armatus ENSMAMG00000013443
seriola_lalandi ENSSLDG00000012847
seriola_dumerili ENSSDUG00000010961
scophthalmus_maximus ENSSMAG00000008315
lates_calcarifer ENSLCAG00010013891
anabas_testudineus ENSATEG00000014058
betta_splendens ENSBSLG00000014396
cynoglossus_semilaevis ENSCSEG00000017873
periophthalmus_magnuspinnatus ENSPMGG00000022647
hippocampus_comes ENSHCOG00000019391
gadus_morhua ENSGMOG00000010517
clupea_harengus ENSCHAG00000001814
denticeps_clupeoides ENSDCDG00000004843
electrophorus_electricus ENSEEEG00000008928
ictalurus_punctatus ENSIPUG00000019694
astyanax_mexicanus ENSAMXG00005023334
astyanax_mexicanus ENSAMXG00000039156
pygocentrus_nattereri ENSPNAG00000025686
danio_rerio ENSDARG00000027612
lepisosteus_oculatus ENSLOCG00000010654
erpetoichthys_calabaricus ENSECRG00000014582
latimeria_chalumnae ENSLACG00000012031
xenopus_tropicalis ENSXETG00000002784
callorhinchus_milii ENSCMIG00000018630
eptatretus_burgeri ENSEBUG00000003398
ornithorhynchus_anatinus ENSOANG00000012126
petromyzon_marinus ENSPMAG00000002112
ciona_intestinalis ENSCING00000022426
chelonoidis_abingdonii ENSCABG00000017338
gopherus_agassizii ENSGAGG00000015081
chrysemys_picta ENSCPBG00000008119
pelodiscus_sinensis ENSPSIG00000008568
dromaius_novaehollandiae ENSDNVG00000005389
nothoprocta_perdicaria ENSNPEG00000012081
apteryx_rowi ENSARWG00000006253
apteryx_haastii ENSAHAG00000004657
apteryx_owenii ENSAOWG00000012408
ficedula_albicollis ENSFALG00000010445
lepidothrix_coronata ENSLCOG00000011420
junco_hyemalis ENSJHYG00000016341
zonotrichia_albicollis ENSZALG00000014122
lonchura_striata ENSLSDG00000008864
taeniopygia_guttata ENSTGUG00000001475
parus_major ENSPMJG00000007766
serinus_canaria ENSSCAG00000012227
cyanistes_caeruleus ENSCCEG00000016683
melopsittacus_undulatus ENSMUNG00000003804
calidris_pugnax ENSCPUG00000008713
calidris_pygmaea ENSCPGG00000010984
manacus_vitellinus ENSMVIG00005004185
anser_brachyrhynchus ENSABRG00000009022
anas_platyrhynchos ENSAPLG00000018481
gallus_gallus ENSGALG00000009399
coturnix_japonica ENSCJPG00005009527
meleagris_gallopavo ENSMGAG00000008672
numida_meleagris ENSNMEG00000004962
crocodylus_porosus ENSCPRG00005013523
pogona_vitticeps ENSPVIG00000012211
salvator_merianae ENSSMRG00000011328
anolis_carolinensis ENSACAG00000015498
notechis_scutatus ENSNSUG00000006473
notechis_scutatus ENSNSUG00000006472
dasypus_novemcinctus ENSDNOG00000035296
drosophila_melanogaster FBgn0025634
