myotis_lucifugus ENSMLUG00000011936
sarcophilus_harrisii ENSSHAG00000011845
monodelphis_domestica ENSMODG00000013770
chelonoidis_abingdonii ENSCABG00000012219
gopherus_agassizii ENSGAGG00000022946
chrysemys_picta_bellii ENSCPBG00000023246
pelodiscus_sinensis ENSPSIG00000012152
crocodylus_porosus ENSCPRG00005000129
sphenodon_punctatus ENSSPUG00000000846
pogona_vitticeps ENSPVIG00000015786
xenopus_tropicalis ENSXETG00000001272
latimeria_chalumnae ENSLACG00000003762
amphiprion_percula ENSAPEG00000014668
amphiprion_ocellaris ENSAOCG00000024754
acanthochromis_polyacanthus ENSAPOG00000008062
stegastes_partitus ENSSPAG00000001472
astatotilapia_calliptera ENSACLG00000012277
maylandia_zebra ENSMZEG00005018918
pundamilia_nyererei ENSPNYG00000009826
neolamprologus_brichardi ENSNBRG00000006034
haplochromis_burtoni ENSHBUG00000023143
oreochromis_niloticus ENSONIG00000000205
amphilophus_citrinellus ENSACIG00000019236
fundulus_heteroclitus ENSFHEG00000018192
cyprinodon_variegatus ENSCVAG00000016824
poecilia_mexicana ENSPMEG00000017043
poecilia_formosa ENSPFOG00000019830
poecilia_latipinna ENSPLAG00000016854
xiphophorus_maculatus ENSXMAG00000005467
xiphophorus_couchianus ENSXCOG00000002871
gambusia_affinis ENSGAFG00000010595
poecilia_reticulata ENSPREG00000014784
kryptolebias_marmoratus ENSKMAG00000009439
oryzias_latipes ENSORLG00020019279
oryzias_latipes ENSORLG00000007225
oryzias_latipes_asm223469v1 ENSORLG00015007332
oryzias_melastigma ENSOMEG00000003907
scophthalmus_maximus ENSSMAG00000003527
cynoglossus_semilaevis ENSCSEG00000018528
seriola_dumerili ENSSDUG00000004783
seriola_lalandi_dorsalis ENSSLDG00000009885
mastacembelus_armatus ENSMAMG00000012962
monopterus_albus ENSMALG00000022011
anabas_testudineus ENSATEG00000018296
gasterosteus_aculeatus ENSGACG00000016747
labrus_bergylta ENSLBEG00000017374
takifugu_rubripes ENSTRUG00000018667
tetraodon_nigroviridis ENSTNIG00000009029
mola_mola ENSMMOG00000009774
periophthalmus_magnuspinnatus ENSPMGG00000008830
hippocampus_comes ENSHCOG00000003889
gadus_morhua ENSGMOG00000011083
esox_lucius ENSELUG00000013067
pygocentrus_nattereri ENSPNAG00000027193
astyanax_mexicanus ENSAMXG00000009227
ictalurus_punctatus ENSIPUG00000015952
danio_rerio ENSDARG00000015879
paramormyrops_kingsleyae ENSPKIG00000017901
scleropages_formosus ENSSFOG00015015363
paramormyrops_kingsleyae ENSPKIG00000019903
scleropages_formosus ENSSFOG00015013532
lepisosteus_oculatus ENSLOCG00000015261
