mustela_putorius_furo ENSMPUG00000008308
phascolarctos_cinereus ENSPCIG00000022449
pan_paniscus ENSPPAG00000039568
otolemur_garnettii ENSOGAG00000013088
equus_asinus_asinus ENSEASG00005020216
ursus_maritimus ENSUMAG00000003934
marmota_marmota_marmota ENSMMMG00000024711
heterocephalus_glaber_male ENSHGLG00100013944
oryctolagus_cuniculus ENSOCUG00000024505
homo_sapiens ENSG00000083845
pan_troglodytes ENSPTRG00000011591
rhinopithecus_roxellana ENSRROG00000036995
theropithecus_gelada ENSTGEG00000016185
ursus_americanus ENSUAMG00000019475
ailuropoda_melanoleuca ENSAMEG00000007431
canis_lupus_familiaris ENSCAFG00000002366
vulpes_vulpes ENSVVUG00000002269
neovison_vison ENSNVIG00000013643
felis_catus ENSFCAG00000027978
bos_mutus ENSBMUG00000021999
cercocebus_atys ENSCATG00000030198
tursiops_truncatus ENSTTRG00000001991
ovis_aries ENSOARG00000003848
sorex_araneus ENSSARG00000001506
piliocolobus_tephrosceles ENSPTEG00000006039
mandrillus_leucophaeus ENSMLEG00000028037
gorilla_gorilla ENSGGOG00000004258
callithrix_jacchus ENSCJAG00000000304
fukomys_damarensis ENSFDAG00000010753
heterocephalus_glaber_female ENSHGLG00000007229
chinchilla_lanigera ENSCLAG00000000313
spermophilus_dauricus ENSSDAG00000011772
ochotona_princeps ENSOPRG00000017231
microtus_ochrogaster ENSMOCG00000017884
nomascus_leucogenys ENSNLEG00000033263
cebus_capucinus ENSCCAG00000020744
dasypus_novemcinctus ENSDNOG00000047505
loxodonta_africana ENSLAFG00000008734
vicugna_pacos ENSVPAG00000000903
bison_bison_bison ENSBBBG00000011813
equus_caballus ENSECAG00000016340
panthera_tigris_altaica ENSPTIG00000019819
panthera_pardus ENSPPRG00000003031
canis_lupus_dingo ENSCAFG00020014863
meriones_unguiculatus ENSMUGG00000002960
rattus_norvegicus ENSRNOG00000019453
microtus_ochrogaster ENSMOCG00000022992
peromyscus_maniculatus_bairdii ENSPEMG00000015167
mesocricetus_auratus ENSMAUG00000010731
cricetulus_griseus_chok1gshd ENSCGRG00001014197
cricetulus_griseus_crigri-picr ENSCGRG00015015013
cricetulus_griseus_crigri ENSCGRG00000011329
meriones_unguiculatus ENSMUGG00000002980
nannospalax_galili ENSNGAG00000015766
dipodomys_ordii ENSDORG00000023488
mus_spicilegus ENSMSIG00000015202
mus_musculus ENSMUSG00000012848
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030268
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029192
mus_pahari MGP_PahariEiJ_G0021054
dipodomys_ordii ENSDORG00000002165
ictidomys_tridecemlineatus ENSSTOG00000029731
tupaia_belangeri ENSTBEG00000016955
pan_troglodytes ENSPTRG00000051033
pan_paniscus ENSPPAG00000037203
gorilla_gorilla ENSGGOG00000024360
nomascus_leucogenys ENSNLEG00000018478
aotus_nancymaae ENSANAG00000023153
prolemur_simus ENSPSMG00000008965
propithecus_coquereli ENSPCOG00000016007
rhinopithecus_bieti ENSRBIG00000027783
colobus_angolensis_palliatus ENSCANG00000032591
urocitellus_parryii ENSUPAG00010006418
ictidomys_tridecemlineatus ENSSTOG00000005935
jaculus_jaculus ENSJJAG00000002076
pteropus_vampyrus ENSPVAG00000013966
echinops_telfairi ENSETEG00000013543
phascolarctos_cinereus ENSPCIG00000026774
cavia_porcellus ENSCPOG00000023995
octodon_degus ENSODEG00000000899
castor_canadensis ENSCCNG00000016184
gorilla_gorilla ENSGGOG00000041414
gorilla_gorilla ENSGGOG00000025551
pan_troglodytes ENSPTRG00000049193
nomascus_leucogenys ENSNLEG00000034160
mandrillus_leucophaeus ENSMLEG00000035638
macaca_nemestrina ENSMNEG00000042225
cercocebus_atys ENSCATG00000040451
colobus_angolensis_palliatus ENSCANG00000011369
pongo_abelii ENSPPYG00000010500
macaca_fascicularis ENSMFAG00000002766
macaca_nemestrina ENSMNEG00000039816
macaca_mulatta ENSMMUG00000008729
chlorocebus_sabaeus ENSCSAG00000001598
saimiri_boliviensis_boliviensis ENSSBOG00000030947
aotus_nancymaae ENSANAG00000020231
carlito_syrichta ENSTSYG00000000076
microcebus_murinus ENSMICG00000016512
capra_hircus ENSCHIG00000019536
bos_taurus ENSBTAG00000015989
sus_scrofa ENSSSCG00000004002
myotis_lucifugus ENSMLUG00000012641
procavia_capensis ENSPCAG00000011034
sarcophilus_harrisii ENSSHAG00000000092
gopherus_agassizii ENSGAGG00000008180
chelonoidis_abingdonii ENSCABG00000009325
chrysemys_picta_bellii ENSCPBG00000013028
lepisosteus_oculatus ENSLOCG00000000731
periophthalmus_magnuspinnatus ENSPMGG00000000854
ictalurus_punctatus ENSIPUG00000004835
latimeria_chalumnae ENSLACG00000009935
cynoglossus_semilaevis ENSCSEG00000011153
mola_mola ENSMMOG00000014650
labrus_bergylta ENSLBEG00000019288
mastacembelus_armatus ENSMAMG00000002747
monopterus_albus ENSMALG00000009648
oryzias_latipes_asm223469v1 ENSORLG00015016306
oryzias_latipes ENSORLG00020008989
amphiprion_ocellaris ENSAOCG00000010721
gasterosteus_aculeatus ENSGACG00000002835
seriola_lalandi_dorsalis ENSSLDG00000024207
anabas_testudineus ENSATEG00000007911
acanthochromis_polyacanthus ENSAPOG00000023785
scophthalmus_maximus ENSSMAG00000020321
kryptolebias_marmoratus ENSKMAG00000012994
seriola_dumerili ENSSDUG00000019721
hippocampus_comes ENSHCOG00000007396
fundulus_heteroclitus ENSFHEG00000009134
oryzias_latipes ENSORLG00000022059
astyanax_mexicanus ENSAMXG00000029764
scleropages_formosus ENSSFOG00015016609
paramormyrops_kingsleyae ENSPKIG00000011575
poecilia_formosa ENSPFOG00000002010
poecilia_mexicana ENSPMEG00000005285
poecilia_latipinna ENSPLAG00000009866
poecilia_reticulata ENSPREG00000001896
gambusia_affinis ENSGAFG00000002691
xiphophorus_maculatus ENSXMAG00000014201
maylandia_zebra ENSMZEG00005026435
astatotilapia_calliptera ENSACLG00000007312
haplochromis_burtoni ENSHBUG00000009305
pundamilia_nyererei ENSPNYG00000016183
neolamprologus_brichardi ENSNBRG00000018402
oreochromis_niloticus ENSONIG00000019659
xiphophorus_couchianus ENSXCOG00000019549
oryzias_melastigma ENSOMEG00000008257
amphilophus_citrinellus ENSACIG00000007319
stegastes_partitus ENSSPAG00000005082
labrus_bergylta ENSLBEG00000007150
amphiprion_percula ENSAPEG00000010045
esox_lucius ENSELUG00000007527
esox_lucius ENSELUG00000007427
gadus_morhua ENSGMOG00000015218
danio_rerio ENSDARG00000043453
scleropages_formosus ENSSFOG00015019773
taeniopygia_guttata ENSTGUG00000015321
serinus_canaria ENSSCAG00000007484
manacus_vitellinus ENSMVIG00005004670
calidris_pygmaea ENSCPGG00000017292
calidris_pugnax ENSCPUG00000008931
cyanistes_caeruleus ENSCCEG00000007057
anas_platyrhynchos_platyrhynchos ENSAPLG00000017615
amphiprion_ocellaris ENSAOCG00000021297
cyprinodon_variegatus ENSCVAG00000023171
tetraodon_nigroviridis ENSTNIG00000001130
pygocentrus_nattereri ENSPNAG00000014022
chlorocebus_sabaeus ENSCSAG00000015430
apteryx_rowi ENSARWG00000008948
eptatretus_burgeri ENSEBUG00000008049
takifugu_rubripes ENSTRUG00000023565
notamacropus_eugenii ENSMEUG00000015400
xenopus_tropicalis ENSXETG00000020355
ciona_savignyi ENSCSAVG00000005966
ciona_intestinalis ENSCING00000002448
drosophila_melanogaster FBgn0002590
drosophila_melanogaster FBgn0038277
seriola_lalandi_dorsalis ENSSLDG00000006453
caenorhabditis_elegans_strain_n2 WBGene00004474
piliocolobus_tephrosceles ENSPTEG00000015979
marmota_marmota_marmota ENSMMMG00000007748
saccharomyces_cerevisiae YJR123W
