salvator_merianae ENSSMRG00000016727
myotis_lucifugus ENSMLUG00000016094
pteropus_vampyrus ENSPVAG00000005117
ovis_aries ENSOARG00000018598
capra_hircus ENSCHIG00000014336
bos_indicus ENSBIXG00000029679
bos_indicus ENSBIXG00005007995
bos_taurus ENSBTAG00000001022
bos_mutus ENSBMUG00000014948
tursiops_truncatus ENSTTRG00000008232
sus_scrofa ENSSSCG00000008057
dasypus_novemcinctus ENSDNOG00000039611
erinaceus_europaeus ENSEEUG00000015318
loxodonta_africana ENSLAFG00000015957
procavia_capensis ENSPCAG00000015078
echinops_telfairi ENSETEG00000016848
ornithorhynchus_anatinus ENSOANG00000013604
xenopus_tropicalis ENSXETG00000021422
latimeria_chalumnae ENSLACG00000011772
lates_calcarifer ENSLCAG00010010950
labrus_bergylta ENSLBEG00000016613
kryptolebias_marmoratus ENSKMAG00000003954
gouania_willdenowi ENSGWIG00000015622
oryzias_latipes ENSORLG00015007511
oryzias_latipes ENSORLG00020014280
oryzias_latipes ENSORLG00000001282
oryzias_melastigma ENSOMEG00000016607
pundamilia_nyererei ENSPNYG00000012862
haplochromis_burtoni ENSHBUG00000013807
maylandia_zebra ENSMZEG00005001569
astatotilapia_calliptera ENSACLG00000017526
oreochromis_niloticus ENSONIG00000009416
amphilophus_citrinellus ENSACIG00000019782
scophthalmus_maximus ENSSMAG00000016779
mola_mola ENSMMOG00000020127
gasterosteus_aculeatus ENSGACG00000014872
amphiprion_percula ENSAPEG00000006193
amphiprion_ocellaris ENSAOCG00000011042
acanthochromis_polyacanthus ENSAPOG00000009321
stegastes_partitus ENSSPAG00000006601
parambassis_ranga ENSPRNG00000008391
mastacembelus_armatus ENSMAMG00000018999
monopterus_albus ENSMALG00000015032
anabas_testudineus ENSATEG00000018060
betta_splendens ENSBSLG00000002173
seriola_dumerili ENSSDUG00000000864
seriola_lalandi ENSSLDG00000021249
larimichthys_crocea ENSLCRG00005004633
labrus_bergylta ENSLBEG00000013131
tetraodon_nigroviridis ENSTNIG00000011309
takifugu_rubripes ENSTRUG00000001542
cynoglossus_semilaevis ENSCSEG00000009766
periophthalmus_magnuspinnatus ENSPMGG00000006838
hippocampus_comes ENSHCOG00000001813
gadus_morhua ENSGMOG00000005360
poecilia_latipinna ENSPLAG00000021720
poecilia_formosa ENSPFOG00000019619
poecilia_mexicana ENSPMEG00000006369
poecilia_reticulata ENSPREG00000011221
xiphophorus_maculatus ENSXMAG00000000119
xiphophorus_couchianus ENSXCOG00000008939
gambusia_affinis ENSGAFG00000014151
fundulus_heteroclitus ENSFHEG00000022432
cyprinodon_variegatus ENSCVAG00000009368
hucho_hucho ENSHHUG00000045624
esox_lucius ENSELUG00000009397
clupea_harengus ENSCHAG00000002853
denticeps_clupeoides ENSDCDG00000026458
electrophorus_electricus ENSEEEG00000019153
pygocentrus_nattereri ENSPNAG00000003553
ictalurus_punctatus ENSIPUG00000022425
danio_rerio ENSDARG00000100376
scleropages_formosus ENSSFOG00015009272
paramormyrops_kingsleyae ENSPKIG00000022364
lepisosteus_oculatus ENSLOCG00000008993
erpetoichthys_calabaricus ENSECRG00000016144
callorhinchus_milii ENSCMIG00000008019
petromyzon_marinus ENSPMAG00000001261
eptatretus_burgeri ENSEBUG00000004652
hucho_hucho ENSHHUG00000012185
hucho_hucho ENSHHUG00000017411
ciona_intestinalis ENSCING00000005785
drosophila_melanogaster FBgn0031099
caenorhabditis_elegans WBGene00010308
