mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025723
sus_scrofa ENSSSCG00000040118
sus_scrofa ENSSSCG00000040865
macaca_mulatta ENSMMUG00000048418
macaca_nemestrina ENSMNEG00000032310
macaca_fascicularis ENSMFAG00000039551
cercocebus_atys ENSCATG00000035784
mandrillus_leucophaeus ENSMLEG00000015350
chlorocebus_sabaeus ENSCSAG00000016387
papio_anubis ENSPANG00000011183
colobus_angolensis_palliatus ENSCANG00000033687
piliocolobus_tephrosceles ENSPTEG00000005036
rhinopithecus_roxellana ENSRROG00000029100
rhinopithecus_bieti ENSRBIG00000030806
theropithecus_gelada ENSTGEG00000019067
theropithecus_gelada ENSTGEG00000023835
cercocebus_atys ENSCATG00000016912
theropithecus_gelada ENSTGEG00000008785
piliocolobus_tephrosceles ENSPTEG00000032229
pan_paniscus ENSPPAG00000038524
pan_troglodytes ENSPTRG00000013739
homo_sapiens ENSG00000125534
nomascus_leucogenys ENSNLEG00000010068
callithrix_jacchus ENSCJAG00000040259
callithrix_jacchus ENSCJAG00000031997
callithrix_jacchus ENSCJAG00000042996
callithrix_jacchus ENSCJAG00000010241
aotus_nancymaae ENSANAG00000035520
carlito_syrichta ENSTSYG00000033172
propithecus_coquereli ENSPCOG00000019647
microcebus_murinus ENSMICG00000005959
prolemur_simus ENSPSMG00000000993
prolemur_simus ENSPSMG00000009605
otolemur_garnettii ENSOGAG00000008810
dasypus_novemcinctus ENSDNOG00000048593
spermophilus_dauricus ENSSDAG00000002933
urocitellus_parryii ENSUPAG00010022087
marmota_marmota_marmota ENSMMMG00000014043
loxodonta_africana ENSLAFG00000026496
echinops_telfairi ENSETEG00000016986
cyanistes_caeruleus ENSCCEG00000021573
parus_major ENSPMJG00000007245
serinus_canaria ENSSCAG00000014605
taeniopygia_guttata ENSTGUG00000007418
lonchura_striata_domestica ENSLSDG00000006296
ficedula_albicollis ENSFALG00000010380
zonotrichia_albicollis ENSZALG00000010049
junco_hyemalis ENSJHYG00000012481
lepidothrix_coronata ENSLCOG00000013733
manacus_vitellinus ENSMVIG00005004765
meleagris_gallopavo ENSMGAG00000006439
coturnix_japonica ENSCJPG00005003220
numida_meleagris ENSNMEG00000016032
anser_brachyrhynchus ENSABRG00000006359
calidris_pygmaea ENSCPGG00000010232
calidris_pugnax ENSCPUG00000006812
melopsittacus_undulatus ENSMUNG00000007555
apteryx_haastii ENSAHAG00000002231
apteryx_owenii ENSAOWG00000000968
apteryx_rowi ENSARWG00000009716
nothoprocta_perdicaria ENSNPEG00000009512
dromaius_novaehollandiae ENSDNVG00000015039
anolis_carolinensis ENSACAG00000006027
pogona_vitticeps ENSPVIG00000014750
salvator_merianae ENSSMRG00000013957
sphenodon_punctatus ENSSPUG00000000776
pelodiscus_sinensis ENSPSIG00000011465
crocodylus_porosus ENSCPRG00005005916
monodelphis_domestica ENSMODG00000016871
monodelphis_domestica ENSMODG00000024965
phascolarctos_cinereus ENSPCIG00000035429
phascolarctos_cinereus ENSPCIG00000032699
phascolarctos_cinereus ENSPCIG00000031693
phascolarctos_cinereus ENSPCIG00000006501
notamacropus_eugenii ENSMEUG00000011818
sarcophilus_harrisii ENSSHAG00000018338
ornithorhynchus_anatinus ENSOANG00000004909
gopherus_agassizii ENSGAGG00000008809
chelonoidis_abingdonii ENSCABG00000000978
chrysemys_picta_bellii ENSCPBG00000027204
notechis_scutatus ENSNSUG00000008157
ornithorhynchus_anatinus ENSOANG00000021708
dasypus_novemcinctus ENSDNOG00000008094
choloepus_hoffmanni ENSCHOG00000011993
prolemur_simus ENSPSMG00000017978
propithecus_coquereli ENSPCOG00000009682
microcebus_murinus ENSMICG00000045092
carlito_syrichta ENSTSYG00000013987
urocitellus_parryii ENSUPAG00010003436
marmota_marmota_marmota ENSMMMG00000000012
fukomys_damarensis ENSFDAG00000011805
castor_canadensis ENSCCNG00000006517
pan_troglodytes ENSPTRG00000020236
pan_paniscus ENSPPAG00000033324
gorilla_gorilla ENSGGOG00000005946
homo_sapiens ENSG00000168333
pongo_abelii ENSPPYG00000018579
nomascus_leucogenys ENSNLEG00000028865
theropithecus_gelada ENSTGEG00000014132
mandrillus_leucophaeus ENSMLEG00000034062
cercocebus_atys ENSCATG00000034209
macaca_nemestrina ENSMNEG00000044729
macaca_fascicularis ENSMFAG00000044803
macaca_mulatta ENSMMUG00000039498
papio_anubis ENSPANG00000017056
chlorocebus_sabaeus ENSCSAG00000014783
rhinopithecus_roxellana ENSRROG00000032424
rhinopithecus_bieti ENSRBIG00000017355
colobus_angolensis_palliatus ENSCANG00000027686
piliocolobus_tephrosceles ENSPTEG00000028738
cebus_capucinus ENSCCAG00000027219
saimiri_boliviensis_boliviensis ENSSBOG00000031825
callithrix_jacchus ENSCJAG00000013496
aotus_nancymaae ENSANAG00000022280
otolemur_garnettii ENSOGAG00000033263
oryctolagus_cuniculus ENSOCUG00000029166
bison_bison_bison ENSBBBG00000018734
bos_taurus ENSBTAG00000038286
capra_hircus ENSCHIG00000017544
erinaceus_europaeus ENSEEUG00000012043
panthera_tigris_altaica ENSPTIG00000007585
panthera_pardus ENSPPRG00000012538
felis_catus ENSFCAG00000043976
neovison_vison ENSNVIG00000002894
pteropus_vampyrus ENSPVAG00000014038
notamacropus_eugenii ENSMEUG00000005306
phascolarctos_cinereus ENSPCIG00000002032
monodelphis_domestica ENSMODG00000028694
ornithorhynchus_anatinus ENSOANG00000007269
meleagris_gallopavo ENSMGAG00000010818
gallus_gallus ENSGALG00000039536
anser_brachyrhynchus ENSABRG00000012606
calidris_pygmaea ENSCPGG00000011584
ficedula_albicollis ENSFALG00000005757
pelodiscus_sinensis ENSPSIG00000016574
anolis_carolinensis ENSACAG00000028311
xenopus_tropicalis ENSXETG00000011488
latimeria_chalumnae ENSLACG00000002835
monopterus_albus ENSMALG00000001657
mastacembelus_armatus ENSMAMG00000007745
anabas_testudineus ENSATEG00000024788
scophthalmus_maximus ENSSMAG00000017072
cynoglossus_semilaevis ENSCSEG00000008812
seriola_dumerili ENSSDUG00000007172
seriola_lalandi_dorsalis ENSSLDG00000000755
amphiprion_ocellaris ENSAOCG00000008724
amphiprion_percula ENSAPEG00000003097
acanthochromis_polyacanthus ENSAPOG00000003975
stegastes_partitus ENSSPAG00000000169
labrus_bergylta ENSLBEG00000009750
cyprinodon_variegatus ENSCVAG00000020255
cyprinodon_variegatus ENSCVAG00000022838
fundulus_heteroclitus ENSFHEG00000016256
xiphophorus_maculatus ENSXMAG00000009169
xiphophorus_couchianus ENSXCOG00000016838
gambusia_affinis ENSGAFG00000001572
poecilia_formosa ENSPFOG00000011793
poecilia_latipinna ENSPLAG00000005314
poecilia_mexicana ENSPMEG00000005501
kryptolebias_marmoratus ENSKMAG00000009515
oryzias_latipes ENSORLG00000018263
oryzias_latipes_asm223469v1 ENSORLG00015018404
oryzias_latipes ENSORLG00020003883
oryzias_melastigma ENSOMEG00000015394
astatotilapia_calliptera ENSACLG00000008860
maylandia_zebra ENSMZEG00005026790
pundamilia_nyererei ENSPNYG00000023878
haplochromis_burtoni ENSHBUG00000012866
neolamprologus_brichardi ENSNBRG00000008958
oreochromis_niloticus ENSONIG00000014865
amphilophus_citrinellus ENSACIG00000009232
mola_mola ENSMMOG00000010641
takifugu_rubripes ENSTRUG00000005031
periophthalmus_magnuspinnatus ENSPMGG00000015613
gasterosteus_aculeatus ENSGACG00000010310
gadus_morhua ENSGMOG00000015130
esox_lucius ENSELUG00000017290
pygocentrus_nattereri ENSPNAG00000015626
astyanax_mexicanus ENSAMXG00000044121
ictalurus_punctatus ENSIPUG00000011539
danio_rerio ENSDARG00000031317
scleropages_formosus ENSSFOG00015020726
paramormyrops_kingsleyae ENSPKIG00000005255
paramormyrops_kingsleyae ENSPKIG00000004786
scleropages_formosus ENSSFOG00015000501
astyanax_mexicanus ENSAMXG00000007577
pygocentrus_nattereri ENSPNAG00000008715
ictalurus_punctatus ENSIPUG00000000453
danio_rerio ENSDARG00000007682
cyprinodon_variegatus ENSCVAG00000020338
fundulus_heteroclitus ENSFHEG00000004826
poecilia_mexicana ENSPMEG00000023642
poecilia_formosa ENSPFOG00000005892
poecilia_latipinna ENSPLAG00000006383
poecilia_reticulata ENSPREG00000002146
xiphophorus_maculatus ENSXMAG00000021289
gambusia_affinis ENSGAFG00000002347
kryptolebias_marmoratus ENSKMAG00000005462
oryzias_latipes ENSORLG00000014723
oryzias_latipes ENSORLG00020012050
oryzias_latipes_asm223469v1 ENSORLG00015006189
oryzias_melastigma ENSOMEG00000002851
gasterosteus_aculeatus ENSGACG00000011977
scophthalmus_maximus ENSSMAG00000013796
cynoglossus_semilaevis ENSCSEG00000021582
periophthalmus_magnuspinnatus ENSPMGG00000001264
monopterus_albus ENSMALG00000014199
mastacembelus_armatus ENSMAMG00000000356
seriola_lalandi_dorsalis ENSSLDG00000012925
seriola_dumerili ENSSDUG00000000648
labrus_bergylta ENSLBEG00000014500
amphiprion_percula ENSAPEG00000022006
amphiprion_ocellaris ENSAOCG00000022270
acanthochromis_polyacanthus ENSAPOG00000004224
stegastes_partitus ENSSPAG00000014919
pundamilia_nyererei ENSPNYG00000013817
maylandia_zebra ENSMZEG00005026407
haplochromis_burtoni ENSHBUG00000001049
neolamprologus_brichardi ENSNBRG00000007995
oreochromis_niloticus ENSONIG00000016786
amphilophus_citrinellus ENSACIG00000011374
anabas_testudineus ENSATEG00000023879
takifugu_rubripes ENSTRUG00000019708
tetraodon_nigroviridis ENSTNIG00000002328
mola_mola ENSMMOG00000009092
hippocampus_comes ENSHCOG00000008731
gadus_morhua ENSGMOG00000015300
esox_lucius ENSELUG00000022887
lepisosteus_oculatus ENSLOCG00000005173
