cyprinodon_variegatus ENSCVAG00000010897
pogona_vitticeps ENSPVIG00000009253
notamacropus_eugenii ENSMEUG00000011844
sarcophilus_harrisii ENSSHAG00000000162
monodelphis_domestica ENSMODG00000025627
urocitellus_parryii ENSUPAG00010006832
ictidomys_tridecemlineatus ENSSTOG00000022474
marmota_marmota_marmota ENSMMMG00000003878
spermophilus_dauricus ENSSDAG00000024473
heterocephalus_glaber_male ENSHGLG00100009123
heterocephalus_glaber_female ENSHGLG00000006758
cricetulus_griseus_crigri-picr ENSCGRG00015001746
cricetulus_griseus_chok1gshd ENSCGRG00001002410
mesocricetus_auratus ENSMAUG00000016993
peromyscus_maniculatus_bairdii ENSPEMG00000015405
microtus_ochrogaster ENSMOCG00000015889
mus_spicilegus ENSMSIG00000023661
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020745
mus_musculus ENSMUSG00000036944
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019847
mus_pahari MGP_PahariEiJ_G0019852
rattus_norvegicus ENSRNOG00000025460
meriones_unguiculatus ENSMUGG00000011985
nannospalax_galili ENSNGAG00000003627
jaculus_jaculus ENSJJAG00000013839
castor_canadensis ENSCCNG00000013504
dipodomys_ordii ENSDORG00000007609
oryctolagus_cuniculus ENSOCUG00000009761
ochotona_princeps ENSOPRG00000008803
tupaia_belangeri ENSTBEG00000015129
pan_paniscus ENSPPAG00000041087
homo_sapiens ENSG00000165071
pongo_abelii ENSPPYG00000018890
macaca_fascicularis ENSMFAG00000046077
macaca_nemestrina ENSMNEG00000033758
chlorocebus_sabaeus ENSCSAG00000009905
mandrillus_leucophaeus ENSMLEG00000037950
colobus_angolensis_palliatus ENSCANG00000028608
gorilla_gorilla ENSGGOG00000013956
pan_troglodytes ENSPTRG00000020596
nomascus_leucogenys ENSNLEG00000005774
theropithecus_gelada ENSTGEG00000012277
papio_anubis ENSPANG00000020846
cercocebus_atys ENSCATG00000042448
macaca_mulatta ENSMMUG00000010189
rhinopithecus_bieti ENSRBIG00000034797
rhinopithecus_roxellana ENSRROG00000034481
piliocolobus_tephrosceles ENSPTEG00000029622
cebus_capucinus ENSCCAG00000028721
saimiri_boliviensis_boliviensis ENSSBOG00000024813
callithrix_jacchus ENSCJAG00000004582
aotus_nancymaae ENSANAG00000038216
carlito_syrichta ENSTSYG00000013752
propithecus_coquereli ENSPCOG00000019671
prolemur_simus ENSPSMG00000004193
microcebus_murinus ENSMICG00000043185
otolemur_garnettii ENSOGAG00000012071
bos_mutus ENSBMUG00000022765
bos_taurus ENSBTAG00000017138
bison_bison_bison ENSBBBG00000005109
capra_hircus ENSCHIG00000013935
ovis_aries ENSOARG00000006277
tursiops_truncatus ENSTTRG00000007110
sus_scrofa ENSSSCG00000005951
vicugna_pacos ENSVPAG00000010486
equus_caballus ENSECAG00000012611
equus_asinus_asinus ENSEASG00005022099
sorex_araneus ENSSARG00000012807
erinaceus_europaeus ENSEEUG00000001744
ursus_americanus ENSUAMG00000014921
ursus_maritimus ENSUMAG00000001489
ailuropoda_melanoleuca ENSAMEG00000012906
mustela_putorius_furo ENSMPUG00000001577
neovison_vison ENSNVIG00000008338
canis_lupus_familiaris ENSCAFG00000001113
vulpes_vulpes ENSVVUG00000017304
canis_lupus_dingo ENSCAFG00020013427
panthera_tigris_altaica ENSPTIG00000018244
panthera_pardus ENSPPRG00000000497
felis_catus ENSFCAG00000040314
pteropus_vampyrus ENSPVAG00000009948
myotis_lucifugus ENSMLUG00000001510
loxodonta_africana ENSLAFG00000009515
procavia_capensis ENSPCAG00000006400
echinops_telfairi ENSETEG00000007514
choloepus_hoffmanni ENSCHOG00000011863
dasypus_novemcinctus ENSDNOG00000038843
ornithorhynchus_anatinus ENSOANG00000030173
latimeria_chalumnae ENSLACG00000008326
