equus_caballus ENSECAG00000031529
zonotrichia_albicollis ENSZALG00000002492
ficedula_albicollis ENSFALG00000014515
gallus_gallus ENSGALG00000016228
coturnix_japonica ENSCJPG00005012634
meleagris_gallopavo ENSMGAG00000015465
numida_meleagris ENSNMEG00000014273
anser_brachyrhynchus ENSABRG00000010347
anas_platyrhynchos_platyrhynchos ENSAPLG00000002105
apteryx_haastii ENSAHAG00000009418
apteryx_owenii ENSAOWG00000010334
apteryx_rowi ENSARWG00000018784
dromaius_novaehollandiae ENSDNVG00000010990
nothoprocta_perdicaria ENSNPEG00000012642
crocodylus_porosus ENSCPRG00005000354
gopherus_agassizii ENSGAGG00000015699
chelonoidis_abingdonii ENSCABG00000018888
chrysemys_picta_bellii ENSCPBG00000019918
pelodiscus_sinensis ENSPSIG00000000735
pogona_vitticeps ENSPVIG00000018665
anolis_carolinensis ENSACAG00000017927
notechis_scutatus ENSNSUG00000019319
salvator_merianae ENSSMRG00000022882
latimeria_chalumnae ENSLACG00000008929
xenopus_tropicalis ENSXETG00000025815
pygocentrus_nattereri ENSPNAG00000022349
astyanax_mexicanus ENSAMXG00000032831
ictalurus_punctatus ENSIPUG00000023018
danio_rerio ENSDARG00000061791
gasterosteus_aculeatus ENSGACG00000008218
cynoglossus_semilaevis ENSCSEG00000000892
hippocampus_comes ENSHCOG00000016946
monopterus_albus ENSMALG00000007692
scophthalmus_maximus ENSSMAG00000015702
stegastes_partitus ENSSPAG00000018147
fundulus_heteroclitus ENSFHEG00000010453
cyprinodon_variegatus ENSCVAG00000000089
poecilia_formosa ENSPFOG00000009830
poecilia_latipinna ENSPLAG00000000122
poecilia_mexicana ENSPMEG00000014042
poecilia_reticulata ENSPREG00000020835
xiphophorus_maculatus ENSXMAG00000006826
xiphophorus_couchianus ENSXCOG00000017986
gambusia_affinis ENSGAFG00000022046
kryptolebias_marmoratus ENSKMAG00000011039
oryzias_latipes ENSORLG00020007951
oryzias_latipes ENSORLG00000013634
oryzias_latipes_asm223469v1 ENSORLG00015010719
oryzias_melastigma ENSOMEG00000008072
monopterus_albus ENSMALG00000016129
tetraodon_nigroviridis ENSTNIG00000011570
takifugu_rubripes ENSTRUG00000013984
seriola_dumerili ENSSDUG00000013257
seriola_lalandi_dorsalis ENSSLDG00000018392
anabas_testudineus ENSATEG00000019074
amphiprion_percula ENSAPEG00000020160
amphiprion_ocellaris ENSAOCG00000023447
acanthochromis_polyacanthus ENSAPOG00000003677
astatotilapia_calliptera ENSACLG00000012864
maylandia_zebra ENSMZEG00005020648
pundamilia_nyererei ENSPNYG00000012273
haplochromis_burtoni ENSHBUG00000002235
neolamprologus_brichardi ENSNBRG00000020429
oreochromis_niloticus ENSONIG00000016267
amphilophus_citrinellus ENSACIG00000023990
mastacembelus_armatus ENSMAMG00000013036
labrus_bergylta ENSLBEG00000012288
mola_mola ENSMMOG00000004723
periophthalmus_magnuspinnatus ENSPMGG00000012675
gadus_morhua ENSGMOG00000014052
esox_lucius ENSELUG00000023274
scleropages_formosus ENSSFOG00015022351
paramormyrops_kingsleyae ENSPKIG00000003512
lepisosteus_oculatus ENSLOCG00000002113
eptatretus_burgeri ENSEBUG00000015865
