serinus_canaria ENSSCAG00000000974
bos_taurus ENSBTAG00000020564
bison_bison_bison ENSBBBG00000009098
bos_taurus ENSBTAG00000022971
bos_taurus ENSBTAG00000000198
bison_bison_bison ENSBBBG00000002831
bos_mutus ENSBMUG00000019295
bos_taurus ENSBTAG00000026323
bison_bison_bison ENSBBBG00000013485
ovis_aries ENSOARG00000020429
capra_hircus ENSCHIG00000006608
bos_taurus ENSBTAG00000026322
bos_mutus ENSBMUG00000019497
bison_bison_bison ENSBBBG00000013299
ovis_aries ENSOARG00000020476
capra_hircus ENSCHIG00000020710
bos_taurus ENSBTAG00000046628
bison_bison_bison ENSBBBG00000013358
bos_mutus ENSBMUG00000019320
bos_taurus ENSBTAG00000026088
bison_bison_bison ENSBBBG00000002764
capra_hircus ENSCHIG00000022881
ovis_aries ENSOARG00000020439
capra_hircus ENSCHIG00000004867
capra_hircus ENSCHIG00000010988
bos_taurus ENSBTAG00000046511
bos_mutus ENSBMUG00000019404
bison_bison_bison ENSBBBG00000013406
microcebus_murinus ENSMICG00000047192
propithecus_coquereli ENSPCOG00000010615
prolemur_simus ENSPSMG00000004084
otolemur_garnettii ENSOGAG00000005260
tupaia_belangeri ENSTBEG00000000536
myotis_lucifugus ENSMLUG00000004178
myotis_lucifugus ENSMLUG00000025029
dipodomys_ordii ENSDORG00000029604
castor_canadensis ENSCCNG00000018313
octodon_degus ENSODEG00000004742
chinchilla_lanigera ENSCLAG00000009779
cavia_porcellus ENSCPOG00000001623
cercocebus_atys ENSCATG00000041254
mandrillus_leucophaeus ENSMLEG00000030710
papio_anubis ENSPANG00000010682
theropithecus_gelada ENSTGEG00000022781
macaca_fascicularis ENSMFAG00000036121
macaca_mulatta ENSMMUG00000008987
macaca_nemestrina ENSMNEG00000018096
chlorocebus_sabaeus ENSCSAG00000004225
rhinopithecus_roxellana ENSRROG00000033846
rhinopithecus_bieti ENSRBIG00000044030
piliocolobus_tephrosceles ENSPTEG00000021150
piliocolobus_tephrosceles ENSPTEG00000021205
colobus_angolensis_palliatus ENSCANG00000034199
homo_sapiens ENSG00000090382
gorilla_gorilla ENSGGOG00000011117
pan_paniscus ENSPPAG00000038937
pan_troglodytes ENSPTRG00000029654
pongo_abelii ENSPPYG00000004757
nomascus_leucogenys ENSNLEG00000003828
saimiri_boliviensis_boliviensis ENSSBOG00000009999
cebus_capucinus ENSCCAG00000033773
callithrix_jacchus ENSCJAG00000001788
aotus_nancymaae ENSANAG00000019339
cavia_porcellus ENSCPOG00000040234
cavia_aperea ENSCAPG00000010023
cavia_aperea ENSCAPG00000009534
cavia_porcellus ENSCPOG00000030423
fukomys_damarensis ENSFDAG00000016424
sorex_araneus ENSSARG00000005901
echinops_telfairi ENSETEG00000015452
echinops_telfairi ENSETEG00000015454
jaculus_jaculus ENSJJAG00000016568
nannospalax_galili ENSNGAG00000001543
fukomys_damarensis ENSFDAG00000014241
spermophilus_dauricus ENSSDAG00000003194
urocitellus_parryii ENSUPAG00010023408
nannospalax_galili ENSNGAG00000021216
nannospalax_galili ENSNGAG00000012012
nannospalax_galili ENSNGAG00000017548
cricetulus_griseus_chok1gshd ENSCGRG00001024355
cricetulus_griseus_crigri ENSCGRG00000008048
cricetulus_griseus_crigri-picr ENSCGRG00015007746
cricetulus_griseus_chok1gshd ENSCGRG00001008365
cricetulus_griseus_chok1gshd ENSCGRG00001012838
cricetulus_griseus_crigri ENSCGRG00000000334
cricetulus_griseus_crigri-picr ENSCGRG00015007819
mesocricetus_auratus ENSMAUG00000009695
cricetulus_griseus_chok1gshd ENSCGRG00001021558
cricetulus_griseus_crigri-picr ENSCGRG00015007795
cricetulus_griseus_crigri ENSCGRG00000000207
mesocricetus_auratus ENSMAUG00000000364
peromyscus_maniculatus_bairdii ENSPEMG00000031079
peromyscus_maniculatus_bairdii ENSPEMG00000027132
peromyscus_maniculatus_bairdii ENSPEMG00000027203
peromyscus_maniculatus_bairdii ENSPEMG00000028224
microtus_ochrogaster ENSMOCG00000000045
peromyscus_maniculatus_bairdii ENSPEMG00000026013
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016654
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015831
mus_musculus ENSMUSG00000069516
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016655
mus_musculus ENSMUSG00000069515
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015833
mus_pahari MGP_PahariEiJ_G0031255
mus_pahari MGP_PahariEiJ_G0031254
rattus_norvegicus ENSRNOG00000005825
mesocricetus_auratus ENSMAUG00000006745
peromyscus_maniculatus_bairdii ENSPEMG00000029024
mus_spicilegus ENSMSIG00000000700
mus_spicilegus ENSMSIG00000022247
meriones_unguiculatus ENSMUGG00000017885
cricetulus_griseus_crigri ENSCGRG00000008260
urocitellus_parryii ENSUPAG00010023406
spermophilus_dauricus ENSSDAG00000003204
ictidomys_tridecemlineatus ENSSTOG00000021850
marmota_marmota_marmota ENSMMMG00000003974
spermophilus_dauricus ENSSDAG00000003177
urocitellus_parryii ENSUPAG00010023409
marmota_marmota_marmota ENSMMMG00000003957
pteropus_vampyrus ENSPVAG00000000926
procavia_capensis ENSPCAG00000004225
castor_canadensis ENSCCNG00000018315
dasypus_novemcinctus ENSDNOG00000008908
loxodonta_africana ENSLAFG00000000591
loxodonta_africana ENSLAFG00000008117
heterocephalus_glaber_female ENSHGLG00000000765
heterocephalus_glaber_male ENSHGLG00100013529
cavia_porcellus ENSCPOG00000037750
cavia_aperea ENSCAPG00000014057
octodon_degus ENSODEG00000004658
dipodomys_ordii ENSDORG00000004525
dasypus_novemcinctus ENSDNOG00000045666
loxodonta_africana ENSLAFG00000006201
loxodonta_africana ENSLAFG00000026760
ornithorhynchus_anatinus ENSOANG00000005945
vicugna_pacos ENSVPAG00000010911
vicugna_pacos ENSVPAG00000005365
vicugna_pacos ENSVPAG00000009247
meriones_unguiculatus ENSMUGG00000017917
notamacropus_eugenii ENSMEUG00000006756
notamacropus_eugenii ENSMEUG00000012342
notamacropus_eugenii ENSMEUG00000012797
notamacropus_eugenii ENSMEUG00000011846
phascolarctos_cinereus ENSPCIG00000032885
notamacropus_eugenii ENSMEUG00000015902
phascolarctos_cinereus ENSPCIG00000016204
sarcophilus_harrisii ENSSHAG00000004818
monodelphis_domestica ENSMODG00000025147
monodelphis_domestica ENSMODG00000025297
monodelphis_domestica ENSMODG00000025291
monodelphis_domestica ENSMODG00000025143
sus_scrofa ENSSSCG00000000492
rattus_norvegicus ENSRNOG00000034139
crocodylus_porosus ENSCPRG00005006933
crocodylus_porosus ENSCPRG00005007049
crocodylus_porosus ENSCPRG00005007107
apteryx_haastii ENSAHAG00000018087
apteryx_rowi ENSARWG00000009901
apteryx_owenii ENSAOWG00000011333
dromaius_novaehollandiae ENSDNVG00000013082
nothoprocta_perdicaria ENSNPEG00000008911
gallus_gallus ENSGALG00000009963
meleagris_gallopavo ENSMGAG00000010559
coturnix_japonica ENSCJPG00005015957
numida_meleagris ENSNMEG00000000350
anser_brachyrhynchus ENSABRG00000022172
chrysemys_picta_bellii ENSCPBG00000013324
chrysemys_picta_bellii ENSCPBG00000013329
chrysemys_picta_bellii ENSCPBG00000013355
pelodiscus_sinensis ENSPSIG00000016197
chelonoidis_abingdonii ENSCABG00000015586
gopherus_agassizii ENSGAGG00000010223
chrysemys_picta_bellii ENSCPBG00000013325
chrysemys_picta_bellii ENSCPBG00000013328
pelodiscus_sinensis ENSPSIG00000016201
chrysemys_picta_bellii ENSCPBG00000013352
meriones_unguiculatus ENSMUGG00000017875
latimeria_chalumnae ENSLACG00000011310
xiphophorus_maculatus ENSXMAG00000011983
xiphophorus_couchianus ENSXCOG00000003943
gambusia_affinis ENSGAFG00000007154
poecilia_formosa ENSPFOG00000003804
poecilia_mexicana ENSPMEG00000020765
poecilia_latipinna ENSPLAG00000020942
poecilia_reticulata ENSPREG00000013442
cyprinodon_variegatus ENSCVAG00000011836
kryptolebias_marmoratus ENSKMAG00000006566
kryptolebias_marmoratus ENSKMAG00000006590
kryptolebias_marmoratus ENSKMAG00000006543
oryzias_latipes ENSORLG00000015344
oryzias_latipes_asm223469v1 ENSORLG00015014311
oryzias_melastigma ENSOMEG00000004281
poecilia_mexicana ENSPMEG00000014839
poecilia_formosa ENSPFOG00000005349
poecilia_reticulata ENSPREG00000013418
poecilia_latipinna ENSPLAG00000020827
poecilia_formosa ENSPFOG00000004171
poecilia_formosa ENSPFOG00000003751
poecilia_mexicana ENSPMEG00000020623
gambusia_affinis ENSGAFG00000007139
xiphophorus_maculatus ENSXMAG00000024335
xiphophorus_couchianus ENSXCOG00000007352
poecilia_latipinna ENSPLAG00000021558
poecilia_mexicana ENSPMEG00000010841
fundulus_heteroclitus ENSFHEG00000007422
poecilia_reticulata ENSPREG00000013434
fundulus_heteroclitus ENSFHEG00000017144
amphiprion_percula ENSAPEG00000021417
amphiprion_ocellaris ENSAOCG00000003637
acanthochromis_polyacanthus ENSAPOG00000012634
stegastes_partitus ENSSPAG00000013707
haplochromis_burtoni ENSHBUG00000014789
pundamilia_nyererei ENSPNYG00000003993
astatotilapia_calliptera ENSACLG00000004471
maylandia_zebra ENSMZEG00005001335
neolamprologus_brichardi ENSNBRG00000003738
amphilophus_citrinellus ENSACIG00000013147
astatotilapia_calliptera ENSACLG00000004493
maylandia_zebra ENSMZEG00005001330
haplochromis_burtoni ENSHBUG00000014799
pundamilia_nyererei ENSPNYG00000003876
neolamprologus_brichardi ENSNBRG00000003763
oreochromis_niloticus ENSONIG00000012636
amphilophus_citrinellus ENSACIG00000012613
haplochromis_burtoni ENSHBUG00000020175
astatotilapia_calliptera ENSACLG00000011127
maylandia_zebra ENSMZEG00005028453
pundamilia_nyererei ENSPNYG00000007098
neolamprologus_brichardi ENSNBRG00000023207
neolamprologus_brichardi ENSNBRG00000023238
oreochromis_niloticus ENSONIG00000011308
amphilophus_citrinellus ENSACIG00000014046
haplochromis_burtoni ENSHBUG00000016286
takifugu_rubripes ENSTRUG00000006269
tetraodon_nigroviridis ENSTNIG00000014193
cynoglossus_semilaevis ENSCSEG00000017001
labrus_bergylta ENSLBEG00000022045
labrus_bergylta ENSLBEG00000022005
gasterosteus_aculeatus ENSGACG00000018290
mastacembelus_armatus ENSMAMG00000018776
monopterus_albus ENSMALG00000001511
anabas_testudineus ENSATEG00000020860
anabas_testudineus ENSATEG00000015560
anabas_testudineus ENSATEG00000007333
seriola_lalandi_dorsalis ENSSLDG00000016569
seriola_dumerili ENSSDUG00000017661
periophthalmus_magnuspinnatus ENSPMGG00000012092
periophthalmus_magnuspinnatus ENSPMGG00000004424
esox_lucius ENSELUG00000017112
pygocentrus_nattereri ENSPNAG00000020256
pygocentrus_nattereri ENSPNAG00000020276
pygocentrus_nattereri ENSPNAG00000020289
pygocentrus_nattereri ENSPNAG00000021070
astyanax_mexicanus ENSAMXG00000031427
astyanax_mexicanus ENSAMXG00000011433
pygocentrus_nattereri ENSPNAG00000020238
astyanax_mexicanus ENSAMXG00000011455
astyanax_mexicanus ENSAMXG00000030483
astyanax_mexicanus ENSAMXG00000033018
astyanax_mexicanus ENSAMXG00000036707
ictalurus_punctatus ENSIPUG00000024982
ictalurus_punctatus ENSIPUG00000001640
paramormyrops_kingsleyae ENSPKIG00000019690
paramormyrops_kingsleyae ENSPKIG00000020753
paramormyrops_kingsleyae ENSPKIG00000020765
paramormyrops_kingsleyae ENSPKIG00000020778
scleropages_formosus ENSSFOG00015007393
gopherus_agassizii ENSGAGG00000019475
chelonoidis_abingdonii ENSCABG00000016401
chrysemys_picta_bellii ENSCPBG00000003498
anolis_carolinensis ENSACAG00000013933
pogona_vitticeps ENSPVIG00000002164
salvator_merianae ENSSMRG00000019381
eptatretus_burgeri ENSEBUG00000008200
