amphiprion_ocellaris ENSAOCG00000016968
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023131
mus_spicilegus ENSMSIG00000008371
mus_musculus ENSMUSG00000073574
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022222
mus_pahari MGP_PahariEiJ_G0018955
rattus_norvegicus ENSRNOG00000039325
meriones_unguiculatus ENSMUGG00000015949
nannospalax_galili ENSNGAG00000013820
jaculus_jaculus ENSJJAG00000018009
heterocephalus_glaber_female ENSHGLG00000005488
heterocephalus_glaber_male ENSHGLG00100002385
fukomys_damarensis ENSFDAG00000016263
chinchilla_lanigera ENSCLAG00000014652
octodon_degus ENSODEG00000004745
cavia_porcellus ENSCPOG00000003348
cavia_aperea ENSCAPG00000012984
ictidomys_tridecemlineatus ENSSTOG00000002429
spermophilus_dauricus ENSSDAG00000012179
urocitellus_parryii ENSUPAG00010012512
marmota_marmota_marmota ENSMMMG00000018280
oryctolagus_cuniculus ENSOCUG00000015661
ochotona_princeps ENSOPRG00000003033
prolemur_simus ENSPSMG00000011594
microcebus_murinus ENSMICG00000003256
propithecus_coquereli ENSPCOG00000024064
otolemur_garnettii ENSOGAG00000010027
colobus_angolensis_palliatus ENSCANG00000032453
piliocolobus_tephrosceles ENSPTEG00000024599
rhinopithecus_roxellana ENSRROG00000043834
rhinopithecus_bieti ENSRBIG00000033978
macaca_fascicularis ENSMFAG00000030536
macaca_mulatta ENSMMUG00000029789
macaca_nemestrina ENSMNEG00000040216
cercocebus_atys ENSCATG00000030405
mandrillus_leucophaeus ENSMLEG00000040521
papio_anubis ENSPANG00000032760
theropithecus_gelada ENSTGEG00000027943
chlorocebus_sabaeus ENSCSAG00000012295
pan_troglodytes ENSPTRG00000028540
pan_paniscus ENSPPAG00000020105
homo_sapiens ENSG00000204928
gorilla_gorilla ENSGGOG00000013882
pongo_abelii ENSPPYG00000015905
nomascus_leucogenys ENSNLEG00000009806
cebus_capucinus ENSCCAG00000031158
callithrix_jacchus ENSCJAG00000021342
saimiri_boliviensis_boliviensis ENSSBOG00000021802
aotus_nancymaae ENSANAG00000029301
tupaia_belangeri ENSTBEG00000002778
dasypus_novemcinctus ENSDNOG00000000918
ornithorhynchus_anatinus ENSOANG00000005753
xenopus_tropicalis ENSXETG00000032005
latimeria_chalumnae ENSLACG00000010993
