pelodiscus_sinensis ENSPSIG00000017411
mesocricetus_auratus ENSMAUG00000002679
peromyscus_maniculatus_bairdii ENSPEMG00000015222
microtus_ochrogaster ENSMOCG00000020155
nannospalax_galili ENSNGAG00000009358
jaculus_jaculus ENSJJAG00000014315
oryctolagus_cuniculus ENSOCUG00000009688
ochotona_princeps ENSOPRG00000008645
meriones_unguiculatus ENSMUGG00000006703
pan_troglodytes ENSPTRG00000043733
pan_troglodytes ENSPTRG00000042967
pan_paniscus ENSPPAG00000027162
homo_sapiens ENSG00000134202
gorilla_gorilla ENSGGOG00000010280
pongo_abelii ENSPPYG00000001061
nomascus_leucogenys ENSNLEG00000032361
piliocolobus_tephrosceles ENSPTEG00000026684
colobus_angolensis_palliatus ENSCANG00000007835
piliocolobus_tephrosceles ENSPTEG00000022474
rhinopithecus_bieti ENSRBIG00000033129
rhinopithecus_roxellana ENSRROG00000034140
theropithecus_gelada ENSTGEG00000001996
papio_anubis ENSPANG00000024011
cercocebus_atys ENSCATG00000041143
macaca_nemestrina ENSMNEG00000044755
macaca_mulatta ENSMMUG00000008029
macaca_fascicularis ENSMFAG00000035350
chlorocebus_sabaeus ENSCSAG00000001555
mandrillus_leucophaeus ENSMLEG00000041437
saimiri_boliviensis_boliviensis ENSSBOG00000022445
cebus_capucinus ENSCCAG00000037251
aotus_nancymaae ENSANAG00000021286
aotus_nancymaae ENSANAG00000023172
cebus_capucinus ENSCCAG00000030116
callithrix_jacchus ENSCJAG00000003168
saimiri_boliviensis_boliviensis ENSSBOG00000021146
aotus_nancymaae ENSANAG00000018995
cebus_capucinus ENSCCAG00000017984
carlito_syrichta ENSTSYG00000006736
microcebus_murinus ENSMICG00000035583
prolemur_simus ENSPSMG00000013523
propithecus_coquereli ENSPCOG00000016373
otolemur_garnettii ENSOGAG00000007509
tupaia_belangeri ENSTBEG00000005314
myotis_lucifugus ENSMLUG00000004393
choloepus_hoffmanni ENSCHOG00000005380
echinops_telfairi ENSETEG00000010101
ovis_aries ENSOARG00000019319
capra_hircus ENSCHIG00000009359
bos_mutus ENSBMUG00000003237
bos_taurus ENSBTAG00000001842
bison_bison_bison ENSBBBG00000009421
tursiops_truncatus ENSTTRG00000009682
sus_scrofa ENSSSCG00000006821
vicugna_pacos ENSVPAG00000005390
ursus_americanus ENSUAMG00000003760
ursus_maritimus ENSUMAG00000013524
ailuropoda_melanoleuca ENSAMEG00000005027
neovison_vison ENSNVIG00000023820
mustela_putorius_furo ENSMPUG00000003667
canis_lupus_dingo ENSCAFG00020009825
canis_lupus_familiaris ENSCAFG00000019809
panthera_pardus ENSPPRG00000006748
panthera_tigris_altaica ENSPTIG00000009194
felis_catus ENSFCAG00000015599
equus_caballus ENSECAG00000018832
equus_asinus_asinus ENSEASG00005005317
sorex_araneus ENSSARG00000014483
choloepus_hoffmanni ENSCHOG00000012158
dasypus_novemcinctus ENSDNOG00000031168
procavia_capensis ENSPCAG00000007660
echinops_telfairi ENSETEG00000005817
loxodonta_africana ENSLAFG00000006026
erinaceus_europaeus ENSEEUG00000014211
vulpes_vulpes ENSVVUG00000002825
ornithorhynchus_anatinus ENSOANG00000006944
latimeria_chalumnae ENSLACG00000005705
anabas_testudineus ENSATEG00000018907
labrus_bergylta ENSLBEG00000020270
seriola_lalandi_dorsalis ENSSLDG00000001977
seriola_dumerili ENSSDUG00000008379
mola_mola ENSMMOG00000016857
mastacembelus_armatus ENSMAMG00000010356
monopterus_albus ENSMALG00000020024
haplochromis_burtoni ENSHBUG00000021783
pundamilia_nyererei ENSPNYG00000005797
maylandia_zebra ENSMZEG00005007020
astatotilapia_calliptera ENSACLG00000001079
neolamprologus_brichardi ENSNBRG00000008352
oreochromis_niloticus ENSONIG00000002477
amphilophus_citrinellus ENSACIG00000005348
astatotilapia_calliptera ENSACLG00000001025
maylandia_zebra ENSMZEG00005007043
pundamilia_nyererei ENSPNYG00000005839
haplochromis_burtoni ENSHBUG00000021760
neolamprologus_brichardi ENSNBRG00000008343
amphilophus_citrinellus ENSACIG00000005363
takifugu_rubripes ENSTRUG00000006620
takifugu_rubripes ENSTRUG00000019809
takifugu_rubripes ENSTRUG00000001751
tetraodon_nigroviridis ENSTNIG00000015146
cyprinodon_variegatus ENSCVAG00000015792
cyprinodon_variegatus ENSCVAG00000006326
fundulus_heteroclitus ENSFHEG00000005390
xiphophorus_couchianus ENSXCOG00000004763
gambusia_affinis ENSGAFG00000000906
poecilia_formosa ENSPFOG00000013486
poecilia_mexicana ENSPMEG00000024238
poecilia_latipinna ENSPLAG00000003090
poecilia_reticulata ENSPREG00000014921
kryptolebias_marmoratus ENSKMAG00000017116
oryzias_latipes ENSORLG00020011835
oryzias_latipes ENSORLG00000005927
oryzias_latipes_asm223469v1 ENSORLG00015003651
oryzias_melastigma ENSOMEG00000021291
acanthochromis_polyacanthus ENSAPOG00000002901
stegastes_partitus ENSSPAG00000004557
mola_mola ENSMMOG00000016833
periophthalmus_magnuspinnatus ENSPMGG00000009864
hippocampus_comes ENSHCOG00000005989
gadus_morhua ENSGMOG00000004235
astyanax_mexicanus ENSAMXG00000000228
astyanax_mexicanus ENSAMXG00000039582
pygocentrus_nattereri ENSPNAG00000023190
ictalurus_punctatus ENSIPUG00000004002
danio_rerio ENSDARG00000042533
danio_rerio ENSDARG00000029473
danio_rerio ENSDARG00000088116
scleropages_formosus ENSSFOG00015013114
