poecilia_formosa ENSPFOG00000020164
nothoprocta_perdicaria ENSNPEG00000013190
apteryx_haastii ENSAHAG00000009675
apteryx_owenii ENSAOWG00000018393
apteryx_rowi ENSARWG00000010367
anser_brachyrhynchus ENSABRG00000011301
anas_platyrhynchos_platyrhynchos ENSAPLG00000001404
gallus_gallus ENSGALG00000027757
coturnix_japonica ENSCJPG00005011786
numida_meleagris ENSNMEG00000006505
taeniopygia_guttata ENSTGUG00000002488
lonchura_striata_domestica ENSLSDG00000017469
serinus_canaria ENSSCAG00000013622
junco_hyemalis ENSJHYG00000002754
zonotrichia_albicollis ENSZALG00000010815
cyanistes_caeruleus ENSCCEG00000019321
parus_major ENSPMJG00000010749
ficedula_albicollis ENSFALG00000014498
manacus_vitellinus ENSMVIG00005001128
lepidothrix_coronata ENSLCOG00000005354
melopsittacus_undulatus ENSMUNG00000000853
calidris_pygmaea ENSCPGG00000011834
calidris_pugnax ENSCPUG00000011572
chelonoidis_abingdonii ENSCABG00000000276
gopherus_agassizii ENSGAGG00000019544
chrysemys_picta_bellii ENSCPBG00000024120
pelodiscus_sinensis ENSPSIG00000000003
mus_spicilegus ENSMSIG00000001716
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018557
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017715
mus_musculus ENSMUSG00000047446
mus_pahari MGP_PahariEiJ_G0029472
rattus_norvegicus ENSRNOG00000004282
meriones_unguiculatus ENSMUGG00000025981
cricetulus_griseus_crigri ENSCGRG00000009701
cricetulus_griseus_chok1gshd ENSCGRG00001004637
mesocricetus_auratus ENSMAUG00000013648
microtus_ochrogaster ENSMOCG00000019911
microtus_ochrogaster ENSMOCG00000019478
peromyscus_maniculatus_bairdii ENSPEMG00000029611
nannospalax_galili ENSNGAG00000023900
nannospalax_galili ENSNGAG00000010717
nannospalax_galili ENSNGAG00000001072
jaculus_jaculus ENSJJAG00000011436
jaculus_jaculus ENSJJAG00000011618
jaculus_jaculus ENSJJAG00000019563
bos_mutus ENSBMUG00000024408
bos_taurus ENSBTAG00000002869
bison_bison_bison ENSBBBG00000008022
ovis_aries ENSOARG00000008124
capra_hircus ENSCHIG00000011984
tursiops_truncatus ENSTTRG00000012582
sus_scrofa ENSSSCG00000032709
myotis_lucifugus ENSMLUG00000006004
sorex_araneus ENSSARG00000003840
ictidomys_tridecemlineatus ENSSTOG00000005161
marmota_marmota_marmota ENSMMMG00000013991
urocitellus_parryii ENSUPAG00010011555
spermophilus_dauricus ENSSDAG00000015695
heterocephalus_glaber_male ENSHGLG00100008548
heterocephalus_glaber_female ENSHGLG00000006478
fukomys_damarensis ENSFDAG00000019045
chinchilla_lanigera ENSCLAG00000006259
chinchilla_lanigera ENSCLAG00000010203
octodon_degus ENSODEG00000006469
octodon_degus ENSODEG00000019848
cavia_porcellus ENSCPOG00000000543
dipodomys_ordii ENSDORG00000028437
carlito_syrichta ENSTSYG00000036942
neovison_vison ENSNVIG00000015601
mustela_putorius_furo ENSMPUG00000019302
canis_lupus_familiaris ENSCAFG00000002318
vulpes_vulpes ENSVVUG00000022573
ursus_americanus ENSUAMG00000009218
ailuropoda_melanoleuca ENSAMEG00000019250
panthera_pardus ENSPPRG00000015025
panthera_tigris_altaica ENSPTIG00000001360
felis_catus ENSFCAG00000035870
oryctolagus_cuniculus ENSOCUG00000000108
echinops_telfairi ENSETEG00000015964
prolemur_simus ENSPSMG00000017488
microcebus_murinus ENSMICG00000044178
otolemur_garnettii ENSOGAG00000007283
pan_troglodytes ENSPTRG00000048701
pan_troglodytes ENSPTRG00000043505
pan_paniscus ENSPPAG00000022226
gorilla_gorilla ENSGGOG00000044019
gorilla_gorilla ENSGGOG00000039058
homo_sapiens ENSG00000122644
pongo_abelii ENSPPYG00000025824
nomascus_leucogenys ENSNLEG00000016295
papio_anubis ENSPANG00000015865
cercocebus_atys ENSCATG00000022471
theropithecus_gelada ENSTGEG00000005736
theropithecus_gelada ENSTGEG00000024896
macaca_nemestrina ENSMNEG00000026898
macaca_fascicularis ENSMFAG00000045072
macaca_mulatta ENSMMUG00000042759
papio_anubis ENSPANG00000009329
theropithecus_gelada ENSTGEG00000022637
chlorocebus_sabaeus ENSCSAG00000019116
chlorocebus_sabaeus ENSCSAG00000018752
mandrillus_leucophaeus ENSMLEG00000007082
mandrillus_leucophaeus ENSMLEG00000026260
mandrillus_leucophaeus ENSMLEG00000027185
cercocebus_atys ENSCATG00000016895
macaca_mulatta ENSMMUG00000014576
macaca_fascicularis ENSMFAG00000008326
macaca_mulatta ENSMMUG00000010846
macaca_nemestrina ENSMNEG00000027845
cercocebus_atys ENSCATG00000022989
rhinopithecus_roxellana ENSRROG00000037376
rhinopithecus_bieti ENSRBIG00000001927
piliocolobus_tephrosceles ENSPTEG00000034462
colobus_angolensis_palliatus ENSCANG00000001658
saimiri_boliviensis_boliviensis ENSSBOG00000036387
aotus_nancymaae ENSANAG00000018721
tupaia_belangeri ENSTBEG00000004057
mus_spicilegus ENSMSIG00000026551
theropithecus_gelada ENSTGEG00000001099
papio_anubis ENSPANG00000033471
rhinopithecus_bieti ENSRBIG00000043508
rhinopithecus_roxellana ENSRROG00000041085
colobus_angolensis_palliatus ENSCANG00000036132
piliocolobus_tephrosceles ENSPTEG00000002315
macaca_fascicularis ENSMFAG00000044498
macaca_nemestrina ENSMNEG00000044750
macaca_mulatta ENSMMUG00000043604
pan_paniscus ENSPPAG00000040138
pan_troglodytes ENSPTRG00000052279
gorilla_gorilla ENSGGOG00000006954
carlito_syrichta ENSTSYG00000027149
callithrix_jacchus ENSCJAG00000041046
cebus_capucinus ENSCCAG00000014928
cebus_capucinus ENSCCAG00000035085
pan_paniscus ENSPPAG00000029607
pan_troglodytes ENSPTRG00000049112
nomascus_leucogenys ENSNLEG00000035803
macaca_nemestrina ENSMNEG00000039289
macaca_fascicularis ENSMFAG00000044348
papio_anubis ENSPANG00000029587
carlito_syrichta ENSTSYG00000031493
carlito_syrichta ENSTSYG00000030242
propithecus_coquereli ENSPCOG00000024405
marmota_marmota_marmota ENSMMMG00000009382
spermophilus_dauricus ENSSDAG00000018897
prolemur_simus ENSPSMG00000003209
propithecus_coquereli ENSPCOG00000007746
aotus_nancymaae ENSANAG00000031522
meriones_unguiculatus ENSMUGG00000025978
vulpes_vulpes ENSVVUG00000012256
canis_lupus_dingo ENSCAFG00020026930
ursus_maritimus ENSUMAG00000021933
equus_asinus_asinus ENSEASG00005021578
canis_lupus_dingo ENSCAFG00020010176
pteropus_vampyrus ENSPVAG00000005221
vicugna_pacos ENSVPAG00000002002
equus_caballus ENSECAG00000019333
loxodonta_africana ENSLAFG00000022094
castor_canadensis ENSCCNG00000014545
dasypus_novemcinctus ENSDNOG00000011303
xenopus_tropicalis ENSXETG00000011342
latimeria_chalumnae ENSLACG00000002695
sphenodon_punctatus ENSSPUG00000008413
crocodylus_porosus ENSCPRG00005014674
chinchilla_lanigera ENSCLAG00000008391
gadus_morhua ENSGMOG00000020536
gadus_morhua ENSGMOG00000020530
phascolarctos_cinereus ENSPCIG00000029346
monodelphis_domestica ENSMODG00000014219
petromyzon_marinus ENSPMAG00000010027
eptatretus_burgeri ENSEBUG00000005056
petromyzon_marinus ENSPMAG00000010406
