danio_rerio ENSDARG00000045487
apteryx_haastii ENSAHAG00000014815
calidris_pugnax ENSCPUG00000003236
manacus_vitellinus ENSMVIG00005006510
anas_platyrhynchos_platyrhynchos ENSAPLG00000015907
dromaius_novaehollandiae ENSDNVG00000000762
apteryx_rowi ENSARWG00000004950
nothoprocta_perdicaria ENSNPEG00000008888
lonchura_striata_domestica ENSLSDG00000016836
parus_major ENSPMJG00000012667
calidris_pygmaea ENSCPGG00000009963
numida_meleagris ENSNMEG00000002112
manacus_vitellinus ENSMVIG00005003276
lepidothrix_coronata ENSLCOG00000008011
cyanistes_caeruleus ENSCCEG00000010328
anser_brachyrhynchus ENSABRG00000002997
coturnix_japonica ENSCJPG00005000776
melopsittacus_undulatus ENSMUNG00000015123
cynoglossus_semilaevis ENSCSEG00000004454
cynoglossus_semilaevis ENSCSEG00000004450
scophthalmus_maximus ENSSMAG00000004586
pundamilia_nyererei ENSPNYG00000018328
astatotilapia_calliptera ENSACLG00000017963
haplochromis_burtoni ENSHBUG00000011868
maylandia_zebra ENSMZEG00005001975
neolamprologus_brichardi ENSNBRG00000010637
gasterosteus_aculeatus ENSGACG00000020009
paramormyrops_kingsleyae ENSPKIG00000004000
labrus_bergylta ENSLBEG00000022009
hippocampus_comes ENSHCOG00000017762
paramormyrops_kingsleyae ENSPKIG00000001864
xenopus_tropicalis ENSXETG00000018809
lepisosteus_oculatus ENSLOCG00000016289
cricetulus_griseus_chok1gshd ENSCGRG00001021850
cricetulus_griseus_crigri ENSCGRG00000004493
tupaia_belangeri ENSTBEG00000005910
cercocebus_atys ENSCATG00000044702
papio_anubis ENSPANG00000014419
rhinopithecus_roxellana ENSRROG00000029061
pan_troglodytes ENSPTRG00000048713
pan_paniscus ENSPPAG00000042734
gorilla_gorilla ENSGGOG00000040836
nomascus_leucogenys ENSNLEG00000018560
mandrillus_leucophaeus ENSMLEG00000028116
papio_anubis ENSPANG00000012953
macaca_mulatta ENSMMUG00000040167
macaca_fascicularis ENSMFAG00000003214
cercocebus_atys ENSCATG00000033695
nomascus_leucogenys ENSNLEG00000035942
vulpes_vulpes ENSVVUG00000014580
canis_lupus_dingo ENSCAFG00020024568
otolemur_garnettii ENSOGAG00000033895
dasypus_novemcinctus ENSDNOG00000041662
castor_canadensis ENSCCNG00000029884
castor_canadensis ENSCCNG00000016959
octodon_degus ENSODEG00000019277
nannospalax_galili ENSNGAG00000012912
rattus_norvegicus ENSRNOG00000030143
rattus_norvegicus ENSRNOG00000031960
heterocephalus_glaber_male ENSHGLG00100008478
fukomys_damarensis ENSFDAG00000021430
chinchilla_lanigera ENSCLAG00000016798
cavia_porcellus ENSCPOG00000039193
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030540
rattus_norvegicus ENSRNOG00000019578
meriones_unguiculatus ENSMUGG00000024919
cricetulus_griseus_chok1gshd ENSCGRG00001019101
chlorocebus_sabaeus ENSCSAG00000003832
colobus_angolensis_palliatus ENSCANG00000009921
aotus_nancymaae ENSANAG00000038201
cercocebus_atys ENSCATG00000029820
macaca_mulatta ENSMMUG00000019370
pan_troglodytes ENSPTRG00000010970
saimiri_boliviensis_boliviensis ENSSBOG00000014235
ailuropoda_melanoleuca ENSAMEG00000008470
neovison_vison ENSNVIG00000010615
bison_bison_bison ENSBBBG00000018718
sus_scrofa ENSSSCG00000020817
canis_lupus_familiaris ENSCAFG00000005501
panthera_tigris_altaica ENSPTIG00000011216
oryctolagus_cuniculus ENSOCUG00000002150
macaca_fascicularis ENSMFAG00000046032
bos_mutus ENSBMUG00000015236
mesocricetus_auratus ENSMAUG00000016611
mustela_putorius_furo ENSMPUG00000017722
gorilla_gorilla ENSGGOG00000014414
bos_taurus ENSBTAG00000001538
bos_mutus ENSBMUG00000025667
capra_hircus ENSCHIG00000024160
dasypus_novemcinctus ENSDNOG00000031942
loxodonta_africana ENSLAFG00000001541
phascolarctos_cinereus ENSPCIG00000010483
pan_paniscus ENSPPAG00000004526
pan_troglodytes ENSPTRG00000041276
pan_paniscus ENSPPAG00000025689
mandrillus_leucophaeus ENSMLEG00000037036
callithrix_jacchus ENSCJAG00000014170
microcebus_murinus ENSMICG00000006110
mus_musculus ENSMUSG00000037563
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029442
mus_pahari MGP_PahariEiJ_G0012678
meriones_unguiculatus ENSMUGG00000011368
heterocephalus_glaber_female ENSHGLG00000015624
rhinopithecus_roxellana ENSRROG00000029340
theropithecus_gelada ENSTGEG00000022861
pongo_abelii ENSPPYG00000020087
jaculus_jaculus ENSJJAG00000000767
castor_canadensis ENSCCNG00000010738
otolemur_garnettii ENSOGAG00000004497
cricetulus_griseus_crigri-picr ENSCGRG00015025756
macaca_nemestrina ENSMNEG00000044563
pongo_abelii ENSPPYG00000004494
piliocolobus_tephrosceles ENSPTEG00000037624
cebus_capucinus ENSCCAG00000031391
panthera_pardus ENSPPRG00000010165
felis_catus ENSFCAG00000010743
canis_lupus_dingo ENSCAFG00020015850
equus_caballus ENSECAG00000004311
equus_asinus_asinus ENSEASG00005012781
myotis_lucifugus ENSMLUG00000029089
heterocephalus_glaber_male ENSHGLG00100011424
heterocephalus_glaber_female ENSHGLG00000003629
heterocephalus_glaber_female ENSHGLG00000012087
heterocephalus_glaber_male ENSHGLG00100011392
cavia_porcellus ENSCPOG00000004094
peromyscus_maniculatus_bairdii ENSPEMG00000004700
jaculus_jaculus ENSJJAG00000009525
carlito_syrichta ENSTSYG00000027688
saimiri_boliviensis_boliviensis ENSSBOG00000013368
piliocolobus_tephrosceles ENSPTEG00000004719
gorilla_gorilla ENSGGOG00000038427
cebus_capucinus ENSCCAG00000021159
carlito_syrichta ENSTSYG00000033803
ursus_maritimus ENSUMAG00000011551
sus_scrofa ENSSSCG00000005432
colobus_angolensis_palliatus ENSCANG00000038073
colobus_angolensis_palliatus ENSCANG00000040725
otolemur_garnettii ENSOGAG00000034376
heterocephalus_glaber_male ENSHGLG00100014644
heterocephalus_glaber_female ENSHGLG00000010089
cavia_porcellus ENSCPOG00000022096
cavia_aperea ENSCAPG00000013630
cercocebus_atys ENSCATG00000022024
propithecus_coquereli ENSPCOG00000011773
octodon_degus ENSODEG00000019275
octodon_degus ENSODEG00000005256
octodon_degus ENSODEG00000019798
chinchilla_lanigera ENSCLAG00000000455
dasypus_novemcinctus ENSDNOG00000039075
dasypus_novemcinctus ENSDNOG00000044867
dasypus_novemcinctus ENSDNOG00000035437
sus_scrofa ENSSSCG00000037415
neovison_vison ENSNVIG00000024069
monodelphis_domestica ENSMODG00000013545
crocodylus_porosus ENSCPRG00005003696
pongo_abelii ENSPPYG00000001836
piliocolobus_tephrosceles ENSPTEG00000022688
peromyscus_maniculatus_bairdii ENSPEMG00000024950
cricetulus_griseus_crigri-picr ENSCGRG00015020365
mus_spicilegus ENSMSIG00000031871
meriones_unguiculatus ENSMUGG00000019395
phascolarctos_cinereus ENSPCIG00000030553
ovis_aries ENSOARG00000006118
serinus_canaria ENSSCAG00000008547
apteryx_owenii ENSAOWG00000011209
cavia_aperea ENSCAPG00000009781
carlito_syrichta ENSTSYG00000031676
notechis_scutatus ENSNSUG00000017849
ornithorhynchus_anatinus ENSOANG00000001526
chelonoidis_abingdonii ENSCABG00000013792
prolemur_simus ENSPSMG00000015603
theropithecus_gelada ENSTGEG00000026759
bison_bison_bison ENSBBBG00000022010
mus_spicilegus ENSMSIG00000009966
ursus_americanus ENSUAMG00000006633
mus_spicilegus ENSMSIG00000023660
mus_spicilegus ENSMSIG00000029631
chelonoidis_abingdonii ENSCABG00000020244
aotus_nancymaae ENSANAG00000032495
piliocolobus_tephrosceles ENSPTEG00000037371
propithecus_coquereli ENSPCOG00000026211
sorex_araneus ENSSARG00000000852
choloepus_hoffmanni ENSCHOG00000001903
rhinopithecus_bieti ENSRBIG00000034481
homo_sapiens ENSG00000105193
papio_anubis ENSPANG00000034481
theropithecus_gelada ENSTGEG00000001875
prolemur_simus ENSPSMG00000023167
ursus_americanus ENSUAMG00000020016
ursus_maritimus ENSUMAG00000019548
vulpes_vulpes ENSVVUG00000006215
tursiops_truncatus ENSTTRG00000003571
procavia_capensis ENSPCAG00000010666
echinops_telfairi ENSETEG00000015290
notamacropus_eugenii ENSMEUG00000010380
amphiprion_ocellaris ENSAOCG00000012472
eptatretus_burgeri ENSEBUG00000006941
cricetulus_griseus_chok1gshd ENSCGRG00001022379
cricetulus_griseus_crigri-picr ENSCGRG00015012381
ciona_savignyi ENSCSAVG00000008650
ciona_intestinalis ENSCING00000020211
drosophila_melanogaster FBgn0034743
caenorhabditis_elegans_strain_n2 WBGene00004485
piliocolobus_tephrosceles ENSPTEG00000004424
saccharomyces_cerevisiae YDL083C
saccharomyces_cerevisiae YMR143W
