junco_hyemalis ENSJHYG00000003827
clupea_harengus ENSCHAG00000013079
astyanax_mexicanus ENSAMXG00000029891
astyanax_mexicanus ENSAMXG00005006597
pygocentrus_nattereri ENSPNAG00000009852
ictalurus_punctatus ENSIPUG00000007266
electrophorus_electricus ENSEEEG00000014325
danio_rerio ENSDARG00000099004
hucho_hucho ENSHHUG00000032932
hucho_hucho ENSHHUG00000042163
esox_lucius ENSELUG00000004039
oryzias_latipes ENSORLG00000028169
oryzias_latipes ENSORLG00020013875
oryzias_latipes ENSORLG00015016215
oryzias_melastigma ENSOMEG00000011264
gouania_willdenowi ENSGWIG00000009130
larimichthys_crocea ENSLCRG00005003175
gasterosteus_aculeatus ENSGACG00000015263
mola_mola ENSMMOG00000001927
labrus_bergylta ENSLBEG00000003149
labrus_bergylta ENSLBEG00000003120
amphiprion_ocellaris ENSAOCG00000001156
amphiprion_percula ENSAPEG00000012131
acanthochromis_polyacanthus ENSAPOG00000023671
stegastes_partitus ENSSPAG00000003738
mastacembelus_armatus ENSMAMG00000003979
monopterus_albus ENSMALG00000021245
lates_calcarifer ENSLCAG00010008663
scophthalmus_maximus ENSSMAG00000011293
seriola_lalandi ENSSLDG00000014941
seriola_dumerili ENSSDUG00000021893
betta_splendens ENSBSLG00000000477
takifugu_rubripes ENSTRUG00000022697
cynoglossus_semilaevis ENSCSEG00000013340
maylandia_zebra ENSMZEG00005021028
haplochromis_burtoni ENSHBUG00000022350
astatotilapia_calliptera ENSACLG00000010005
pundamilia_nyererei ENSPNYG00000016368
oreochromis_niloticus ENSONIG00000016607
neolamprologus_brichardi ENSNBRG00000013183
amphilophus_citrinellus ENSACIG00000024290
poecilia_mexicana ENSPMEG00000016660
poecilia_formosa ENSPFOG00000003301
poecilia_latipinna ENSPLAG00000004394
poecilia_reticulata ENSPREG00000018356
xiphophorus_couchianus ENSXCOG00000020607
xiphophorus_maculatus ENSXMAG00000004373
gambusia_affinis ENSGAFG00000002743
fundulus_heteroclitus ENSFHEG00000008144
parambassis_ranga ENSPRNG00000003037
kryptolebias_marmoratus ENSKMAG00000016652
hippocampus_comes ENSHCOG00000018113
anabas_testudineus ENSATEG00000011339
tetraodon_nigroviridis ENSTNIG00000013256
periophthalmus_magnuspinnatus ENSPMGG00000017013
gadus_morhua ENSGMOG00000015612
erpetoichthys_calabaricus ENSECRG00000013857
callorhinchus_milii ENSCMIG00000016307
eptatretus_burgeri ENSEBUG00000006980
