propithecus_coquereli ENSPCOG00000014276
apteryx_haastii ENSAHAG00000016054
apteryx_rowi ENSARWG00000007430
dromaius_novaehollandiae ENSDNVG00000010317
calidris_pygmaea ENSCPGG00000001133
calidris_pugnax ENSCPUG00000002497
meleagris_gallopavo ENSMGAG00000009279
gallus_gallus ENSGALG00000007808
coturnix_japonica ENSCJPG00005021549
numida_meleagris ENSNMEG00000011513
anser_brachyrhynchus ENSABRG00000015738
anas_platyrhynchos ENSAPLG00000005782
serinus_canaria ENSSCAG00000000556
taeniopygia_guttata ENSTGUG00000008799
ficedula_albicollis ENSFALG00000001252
cyanistes_caeruleus ENSCCEG00000014039
parus_major ENSPMJG00000000337
lonchura_striata ENSLSDG00000014511
taeniopygia_guttata ENSTGUG00000014205
junco_hyemalis ENSJHYG00000005057
zonotrichia_albicollis ENSZALG00000014237
lepidothrix_coronata ENSLCOG00000002051
manacus_vitellinus ENSMVIG00005002024
melopsittacus_undulatus ENSMUNG00000010429
xenopus_tropicalis ENSXETG00000002284
tetraodon_nigroviridis ENSTNIG00000011865
takifugu_rubripes ENSTRUG00000005259
mola_mola ENSMMOG00000003483
labrus_bergylta ENSLBEG00000017418
periophthalmus_magnuspinnatus ENSPMGG00000006274
parambassis_ranga ENSPRNG00000020701
gouania_willdenowi ENSGWIG00000018003
neolamprologus_brichardi ENSNBRG00000023855
cynoglossus_semilaevis ENSCSEG00000002651
periophthalmus_magnuspinnatus ENSPMGG00000001728
takifugu_rubripes ENSTRUG00000019561
fundulus_heteroclitus ENSFHEG00000010668
cyprinodon_variegatus ENSCVAG00000011721
poecilia_formosa ENSPFOG00000012585
poecilia_mexicana ENSPMEG00000023202
poecilia_latipinna ENSPLAG00000007924
poecilia_reticulata ENSPREG00000008380
xiphophorus_maculatus ENSXMAG00000016830
xiphophorus_couchianus ENSXCOG00000004149
gambusia_affinis ENSGAFG00000010622
kryptolebias_marmoratus ENSKMAG00000019552
oryzias_latipes ENSORLG00000013960
oryzias_latipes ENSORLG00020000503
oryzias_latipes ENSORLG00015015998
oryzias_melastigma ENSOMEG00000020467
amphiprion_ocellaris ENSAOCG00000013057
amphiprion_percula ENSAPEG00000013702
acanthochromis_polyacanthus ENSAPOG00000006971
stegastes_partitus ENSSPAG00000011010
astatotilapia_calliptera ENSACLG00000021655
maylandia_zebra ENSMZEG00005009279
haplochromis_burtoni ENSHBUG00000003380
pundamilia_nyererei ENSPNYG00000020281
oreochromis_niloticus ENSONIG00000018092
amphilophus_citrinellus ENSACIG00000012619
cottoperca_gobio ENSCGOG00000015729
gasterosteus_aculeatus ENSGACG00000014480
larimichthys_crocea ENSLCRG00005019643
monopterus_albus ENSMALG00000017606
mastacembelus_armatus ENSMAMG00000008310
anabas_testudineus ENSATEG00000010006
betta_splendens ENSBSLG00000021562
seriola_dumerili ENSSDUG00000005474
seriola_lalandi ENSSLDG00000021366
lates_calcarifer ENSLCAG00010015876
scophthalmus_maximus ENSSMAG00000010985
cynoglossus_semilaevis ENSCSEG00000002659
gadus_morhua ENSGMOG00000010734
hucho_hucho ENSHHUG00000018900
hucho_hucho ENSHHUG00000048231
hucho_hucho ENSHHUG00000044412
esox_lucius ENSELUG00000011471
clupea_harengus ENSCHAG00000016314
denticeps_clupeoides ENSDCDG00000003925
hucho_hucho ENSHHUG00000010407
hippocampus_comes ENSHCOG00000018402
danio_rerio ENSDARG00000100583
takifugu_rubripes ENSTRUG00000022213
tetraodon_nigroviridis ENSTNIG00000009779
mola_mola ENSMMOG00000011006
betta_splendens ENSBSLG00000021255
larimichthys_crocea ENSLCRG00005008942
gasterosteus_aculeatus ENSGACG00000010987
labrus_bergylta ENSLBEG00000022829
fundulus_heteroclitus ENSFHEG00000009191
fundulus_heteroclitus ENSFHEG00000009220
xiphophorus_maculatus ENSXMAG00000012564
xiphophorus_couchianus ENSXCOG00000010715
gambusia_affinis ENSGAFG00000006780
poecilia_formosa ENSPFOG00000006947
poecilia_latipinna ENSPLAG00000014240
poecilia_mexicana ENSPMEG00000015753
poecilia_reticulata ENSPREG00000002773
cyprinodon_variegatus ENSCVAG00000012033
kryptolebias_marmoratus ENSKMAG00000010935
oryzias_latipes ENSORLG00000007623
oryzias_latipes ENSORLG00020020962
oryzias_latipes ENSORLG00015010693
oryzias_melastigma ENSOMEG00000008261
maylandia_zebra ENSMZEG00005013328
astatotilapia_calliptera ENSACLG00000025247
haplochromis_burtoni ENSHBUG00000003103
pundamilia_nyererei ENSPNYG00000019463
neolamprologus_brichardi ENSNBRG00000022626
oreochromis_niloticus ENSONIG00000005339
amphilophus_citrinellus ENSACIG00000001229
amphiprion_ocellaris ENSAOCG00000021461
amphiprion_percula ENSAPEG00000004090
acanthochromis_polyacanthus ENSAPOG00000004973
stegastes_partitus ENSSPAG00000003867
parambassis_ranga ENSPRNG00000000952
gouania_willdenowi ENSGWIG00000019022
seriola_dumerili ENSSDUG00000012239
seriola_lalandi ENSSLDG00000022165
lates_calcarifer ENSLCAG00010026616
scophthalmus_maximus ENSSMAG00000017834
monopterus_albus ENSMALG00000021808
mastacembelus_armatus ENSMAMG00000021422
anabas_testudineus ENSATEG00000024158
cynoglossus_semilaevis ENSCSEG00000010886
periophthalmus_magnuspinnatus ENSPMGG00000003244
hippocampus_comes ENSHCOG00000016244
gadus_morhua ENSGMOG00000008802
esox_lucius ENSELUG00000013752
esox_lucius ENSELUG00000013737
hucho_hucho ENSHHUG00000008303
hucho_hucho ENSHHUG00000008301
hucho_hucho ENSHHUG00000025848
ictalurus_punctatus ENSIPUG00000010312
electrophorus_electricus ENSEEEG00000022805
pygocentrus_nattereri ENSPNAG00000009054
astyanax_mexicanus ENSAMXG00000036579
danio_rerio ENSDARG00000021846
denticeps_clupeoides ENSDCDG00000013564
clupea_harengus ENSCHAG00000027551
scleropages_formosus ENSSFOG00015008124
paramormyrops_kingsleyae ENSPKIG00000013909
paramormyrops_kingsleyae ENSPKIG00000000747
scleropages_formosus ENSSFOG00015004335
lepisosteus_oculatus ENSLOCG00000013094
hucho_hucho ENSHHUG00000006714
hucho_hucho ENSHHUG00000008872
erpetoichthys_calabaricus ENSECRG00000020031
callorhinchus_milii ENSCMIG00000020041
latimeria_chalumnae ENSLACG00000009154
petromyzon_marinus ENSPMAG00000008526
eptatretus_burgeri ENSEBUG00000015531
ciona_intestinalis ENSCING00000022362
ciona_savignyi ENSCSAVG00000008840
drosophila_melanogaster FBgn0033713
caenorhabditis_elegans WBGene00001844
