clupea_harengus ENSCHAG00000010952
macaca_mulatta ENSMMUG00000009656
macaca_nemestrina ENSMNEG00000034693
macaca_fascicularis ENSMFAG00000028796
chlorocebus_sabaeus ENSCSAG00000005631
saimiri_boliviensis ENSSBOG00000022994
cebus_capucinus ENSCCAG00000026840
aotus_nancymaae ENSANAG00000022324
callithrix_jacchus ENSCJAG00000009699
ictidomys_tridecemlineatus ENSSTOG00000006236
urocitellus_parryii ENSUPAG00010019500
marmota_marmota ENSMMMG00000023546
castor_canadensis ENSCCNG00000021045
tupaia_belangeri ENSTBEG00000012482
bos_indicus ENSBIXG00005006561
bos_indicus ENSBIXG00000026118
bos_taurus ENSBTAG00000025809
bos_mutus ENSBMUG00000020317
bison_bison ENSBBBG00000002174
capra_hircus ENSCHIG00000019222
ovis_aries ENSOARG00000017259
sus_scrofa ENSSSCG00000031877
tursiops_truncatus ENSTTRG00000003136
myotis_lucifugus ENSMLUG00000003994
pteropus_vampyrus ENSPVAG00000007873
canis_lupus ENSCAFG00000015430
canis_lupus ENSCAFG00020010409
vulpes_vulpes ENSVVUG00000016154
neovison_vison ENSNVIG00000015935
mustela_putorius ENSMPUG00000015907
ursus_americanus ENSUAMG00000011538
ailuropoda_melanoleuca ENSAMEG00000010469
panthera_pardus ENSPPRG00000015700
panthera_tigris ENSPTIG00000011380
felis_catus ENSFCAG00000001005
equus_asinus ENSEASG00005002873
equus_caballus ENSECAG00000009051
dipodomys_ordii ENSDORG00000012739
loxodonta_africana ENSLAFG00000012252
procavia_capensis ENSPCAG00000010052
echinops_telfairi ENSETEG00000014795
microcebus_murinus ENSMICG00000031476
dasypus_novemcinctus ENSDNOG00000048236
sorex_araneus ENSSARG00000000142
phascolarctos_cinereus ENSPCIG00000018410
vombatus_ursinus ENSVURG00010010100
notamacropus_eugenii ENSMEUG00000001968
monodelphis_domestica ENSMODG00000015077
ornithorhynchus_anatinus ENSOANG00000014712
latimeria_chalumnae ENSLACG00000009266
callorhinchus_milii ENSCMIG00000005112
petromyzon_marinus ENSPMAG00000007624
eptatretus_burgeri ENSEBUG00000001727
