chrysemys_picta ENSCPBG00000014625
macaca_mulatta ENSMMUG00000046670
macaca_nemestrina ENSMNEG00000030919
mandrillus_leucophaeus ENSMLEG00000022774
theropithecus_gelada ENSTGEG00000013495
chlorocebus_sabaeus ENSCSAG00000009163
saimiri_boliviensis ENSSBOG00000032057
cebus_capucinus ENSCCAG00000025977
callithrix_jacchus ENSCJAG00000047087
aotus_nancymaae ENSANAG00000024416
carlito_syrichta ENSTSYG00000033345
pteropus_vampyrus ENSPVAG00000002127
myotis_lucifugus ENSMLUG00000007249
ursus_americanus ENSUAMG00000002012
ursus_maritimus ENSUMAG00000017316
ailuropoda_melanoleuca ENSAMEG00000004379
mustela_putorius ENSMPUG00000017246
neovison_vison ENSNVIG00000009787
canis_lupus ENSCAFG00020006350
canis_lupus ENSCAFG00000004588
vulpes_vulpes ENSVVUG00000013865
panthera_pardus ENSPPRG00000013952
panthera_tigris ENSPTIG00000016436
felis_catus ENSFCAG00000029423
bos_indicus ENSBIXG00000009430
bos_indicus ENSBIXG00005025098
bos_taurus ENSBTAG00000005306
bos_mutus ENSBMUG00000009602
bison_bison ENSBBBG00000012040
ovis_aries ENSOARG00000013019
capra_hircus ENSCHIG00000025325
sus_scrofa ENSSSCG00000011596
tursiops_truncatus ENSTTRG00000009888
vicugna_pacos ENSVPAG00000002000
equus_caballus ENSECAG00000006178
equus_asinus ENSEASG00005015376
loxodonta_africana ENSLAFG00000015165
echinops_telfairi ENSETEG00000001435
dasypus_novemcinctus ENSDNOG00000001486
ornithorhynchus_anatinus ENSOANG00000014026
xenopus_tropicalis ENSXETG00000015535
xenopus_tropicalis ENSXETG00000017354
latimeria_chalumnae ENSLACG00000009747
paramormyrops_kingsleyae ENSPKIG00000011838
scleropages_formosus ENSSFOG00015016071
pygocentrus_nattereri ENSPNAG00000007396
astyanax_mexicanus ENSAMXG00000029674
ictalurus_punctatus ENSIPUG00000022493
danio_rerio ENSDARG00000006868
clupea_harengus ENSCHAG00000024472
hucho_hucho ENSHHUG00000015933
hucho_hucho ENSHHUG00000025730
esox_lucius ENSELUG00000023514
betta_splendens ENSBSLG00000015661
gouania_willdenowi ENSGWIG00000000340
cynoglossus_semilaevis ENSCSEG00000021294
takifugu_rubripes ENSTRUG00000011453
tetraodon_nigroviridis ENSTNIG00000017922
mola_mola ENSMMOG00000021178
periophthalmus_magnuspinnatus ENSPMGG00000019543
mastacembelus_armatus ENSMAMG00000013128
xiphophorus_couchianus ENSXCOG00000011103
xiphophorus_maculatus ENSXMAG00000017210
gambusia_affinis ENSGAFG00000016107
poecilia_mexicana ENSPMEG00000009003
poecilia_formosa ENSPFOG00000013724
poecilia_latipinna ENSPLAG00000000651
poecilia_reticulata ENSPREG00000015648
fundulus_heteroclitus ENSFHEG00000003237
cyprinodon_variegatus ENSCVAG00000014802
kryptolebias_marmoratus ENSKMAG00000015345
oryzias_latipes ENSORLG00015015809
oryzias_latipes ENSORLG00000010934
oryzias_latipes ENSORLG00020020385
oryzias_melastigma ENSOMEG00000009262
parambassis_ranga ENSPRNG00000006199
haplochromis_burtoni ENSHBUG00000022787
maylandia_zebra ENSMZEG00005000237
pundamilia_nyererei ENSPNYG00000010407
neolamprologus_brichardi ENSNBRG00000019607
oreochromis_niloticus ENSONIG00000017229
amphilophus_citrinellus ENSACIG00000007687
seriola_dumerili ENSSDUG00000012915
seriola_lalandi ENSSLDG00000004771
scophthalmus_maximus ENSSMAG00000012040
lates_calcarifer ENSLCAG00010009835
monopterus_albus ENSMALG00000021432
anabas_testudineus ENSATEG00000009215
larimichthys_crocea ENSLCRG00005005876
labrus_bergylta ENSLBEG00000005242
cottoperca_gobio ENSCGOG00000005180
gasterosteus_aculeatus ENSGACG00000002980
amphiprion_percula ENSAPEG00000016502
amphiprion_ocellaris ENSAOCG00000016914
acanthochromis_polyacanthus ENSAPOG00000021930
stegastes_partitus ENSSPAG00000011774
hippocampus_comes ENSHCOG00000010269
gadus_morhua ENSGMOG00000017121
lepisosteus_oculatus ENSLOCG00000011194
erpetoichthys_calabaricus ENSECRG00000021691
callorhinchus_milii ENSCMIG00000020062
